university,source,last_run,latest_year,record_count
Adelaide University,Crossref,2026-09-15T16:25:20.167804+00:00,2026,111
Adelaide University,ORCID,2026-09-15T16:25:20.167804+00:00,2026,991
Adelaide University,OpenAlex,2026-09-15T16:25:20.167804+00:00,2026,275
