generated_at,staff_rows,unique_staff_ids,researcher_publication_rows,high_confidence_rows,official_repository_rows,openalex_orcid_only_rows,unique_publications,publication_rows_with_doi,publication_rows_with_issn,publication_rows_with_abdc_rank,journal_rows_processed_by_clarivate,journal_rows_matched_to_clarivate,journal_rows_with_impact_factor,journal_rows_with_five_year_impact_factor,publication_rows_with_impact_factor,publication_rows_with_openalex_citations,review_queue_rows,duplicate_researcher_publication_rows_removed,rows_excluded_from_primary_for_missing_required_fields
2026-08-31T17:50:49.816Z,143,143,3835,3475,1652,2183,3434,2915,2824,1602,0,0,0,0,0,3278,579,227,1
