review_type,university,field_of_research,researcher_id,researcher_name,publication_id,title,review_reason,source_url
duplicate_publication_version,The University of Melbourne,Accounting,unimelb-accounting-014,Professor Michael Davern,openalex-pub-11dd5be1bb4d14f4,Telephone Service Interruption Weighting Adjustments for State Health Insurance Surveys,Same normalized title/year has different DOI versions (10.1177/004695800404100305; 10.5034/inquiryjrnl_41.3.280); primary CSV retained the higher-priority record,https://doi.org/10.5034/inquiryjrnl_41.3.280
duplicate_publication_version,The University of Melbourne,Accounting,unimelb-accounting-014,Professor Michael Davern,openalex-pub-cd5a74abf1206bc9,"Social Networks and Television Manager Turnover, 1997: [United States]",Same normalized title/year has different DOI versions (10.3886/icpsr02650; 10.3886/icpsr02650.v1); primary CSV retained the higher-priority record,https://doi.org/10.3886/icpsr02650.v1
duplicate_publication_version,The University of Melbourne,Accounting,unimelb-accounting-014,Professor Michael Davern,openalex-pub-6019e1d3f66316dc,The details matter: SEC regulatory guidance and informativeness in non-GAAP disclosure decisions,Same normalized title/year has different DOI versions (10.1108/medar-04-2023-1975; 10.2139/ssrn.4879066); primary CSV retained the higher-priority record,https://doi.org/10.2139/ssrn.4879066
duplicate_publication_version,The University of Melbourne,Accounting,unimelb-accounting-017,Dr Patrick Ferguson,openalex-pub-0a732867ecaf31f5,Who Pays Attention to Sustainability Reports and Why? Evidence from Google Search Activity,Same normalized title/year has different DOI versions (10.1111/acfi.13045; 10.2139/ssrn.4572702); primary CSV retained the higher-priority record,https://doi.org/10.2139/ssrn.4572702
duplicate_publication_version,The University of Melbourne,Accounting,unimelb-accounting-018,Professor Jennifer Grafton,openalex-pub-6cedb1edc7735c7e,Mixed Methods Research in Accounting,Same normalized title/year has different DOI versions (10.1108/11766091111124676; 10.1108/11766091111124676.html); primary CSV retained the higher-priority record,https://doi.org/10.1108/11766091111124676.html
duplicate_publication_version,The University of Melbourne,Accounting,unimelb-accounting-018,Professor Jennifer Grafton,openalex-pub-e1d78059ab4f382a,"Capturing the wisdom of the field: trends, opportunities and threats in positivist field study research",Same normalized title/year has different DOI versions (10.4337/9781803920672.00030; 10.2139/ssrn.4899621); primary CSV retained the higher-priority record,https://doi.org/10.2139/ssrn.4899621
duplicate_publication_version,The University of Melbourne,Accounting,unimelb-accounting-018,Professor Jennifer Grafton,openalex-pub-c2ea2bdf59348d17,"Performance measurement, strategy, and strategic change",Same normalized title/year has different DOI versions (10.2139/ssrn.4899619; 10.4337/9781803920672.00020); primary CSV retained the higher-priority record,https://doi.org/10.4337/9781803920672.00020
duplicate_publication_version,The University of Melbourne,Accounting,unimelb-accounting-021,Associate Professor Chung-Yu Hung,openalex-pub-25f26c24efec298f,The Effects of Macroeconomic Factors on Implicit Taxes: Evidence from an Emerging Economy,Same normalized title/year has different DOI versions (10.1016/j.intaccaudtax.2010.07.001; 10.2139/ssrn.1591711); primary CSV retained the higher-priority record,https://doi.org/10.2139/ssrn.1591711
duplicate_publication_version,The University of Melbourne,Accounting,unimelb-accounting-021,Associate Professor Chung-Yu Hung,openalex-pub-740e3dda565a8f1d,AI Camera as a Control Technology: Evidence from the Field,Same normalized title/year has different DOI versions (10.2139/ssrn.7153058; 10.2139/ssrn.7153001); primary CSV retained the higher-priority record,https://doi.org/10.2139/ssrn.7153001
duplicate_publication_version,The University of Melbourne,Accounting,unimelb-accounting-022,Dr Xue Jia,openalex-pub-5b336b03fca861fa,On the Valuation Implications of Unbundled Disclosure,Same normalized title/year has different DOI versions (10.1111/1911-3846.70010; 10.2139/ssrn.5386480); primary CSV retained the higher-priority record,https://doi.org/10.2139/ssrn.5386480
duplicate_publication_version,The University of Melbourne,Accounting,unimelb-accounting-027,Professor Anne Lillis,openalex-pub-37b9509a3279306d,"Corporate Frugality: Theory, Measurement and Practice",Same normalized title/year has different DOI versions (10.1111/j.1911-3846.2011.01107.x; 10.2139/ssrn.1742115); primary CSV retained the higher-priority record,https://doi.org/10.2139/ssrn.1742115
duplicate_publication_version,The University of Melbourne,Accounting,unimelb-accounting-027,Professor Anne Lillis,openalex-pub-6cedb1edc7735c7e,Mixed Methods Research in Accounting,Same normalized title/year has different DOI versions (10.1108/11766091111124676; 10.1108/11766091111124676.html); primary CSV retained the higher-priority record,https://doi.org/10.1108/11766091111124676.html
duplicate_publication_version,The University of Melbourne,Accounting,unimelb-accounting-027,Professor Anne Lillis,openalex-pub-e1d78059ab4f382a,"Capturing the wisdom of the field: trends, opportunities and threats in positivist field study research",Same normalized title/year has different DOI versions (10.4337/9781803920672.00030; 10.2139/ssrn.4899621); primary CSV retained the higher-priority record,https://doi.org/10.2139/ssrn.4899621
duplicate_publication_version,The University of Melbourne,Accounting,unimelb-accounting-027,Professor Anne Lillis,openalex-pub-b070a2bb3f04cf52,Subjectivity in performance measurement practice: field study evidence of a role for relational contracting,Same normalized title/year has different DOI versions (10.2139/ssrn.4904010; 10.4337/9781803920672.00019); primary CSV retained the higher-priority record,https://doi.org/10.4337/9781803920672.00019
duplicate_publication_version,The University of Melbourne,Accounting,unimelb-accounting-034,Professor Vic Naiker,openalex-pub-a29b5c8768b94e92,The Association Between Accruals Quality and the Characteristics of Accounting Experts and Mix of Expertise on Audit Committees,Same normalized title/year has different DOI versions (10.1111/j.1911-3846.2010.01027.x; 10.2139/ssrn.1548766); primary CSV retained the higher-priority record,https://doi.org/10.2139/ssrn.1548766
duplicate_publication_version,The University of Melbourne,Accounting,unimelb-accounting-035,Dr Sujay Nair,openalex-pub-b83a29aaec25b546,Competition and Reward Practices: Evidence from Public Schools,Same normalized title/year has different DOI versions (10.2308/tar-2024-0041; 10.2139/ssrn.5184246); primary CSV retained the higher-priority record,https://doi.org/10.2139/ssrn.5184246
duplicate_publication_version,The University of Melbourne,Accounting,unimelb-accounting-036,Professor Matthew Pinnuck,openalex-pub-0a732867ecaf31f5,Who Pays Attention to Sustainability Reports and Why? Evidence from Google Search Activity,Same normalized title/year has different DOI versions (10.1111/acfi.13045; 10.2139/ssrn.4572702); primary CSV retained the higher-priority record,https://doi.org/10.2139/ssrn.4572702
duplicate_publication_version,The University of Melbourne,Accounting,unimelb-accounting-038,Associate Professor Bo Qin,openalex-pub-13390bdade007c14,Firm Strategy and CEO−VP Pay Differentials in Equity Compensation,Same normalized title/year has different DOI versions (10.1080/09638180.2022.2119153; 10.2139/ssrn.4200815); primary CSV retained the higher-priority record,https://doi.org/10.2139/ssrn.4200815
duplicate_publication_version,The University of Melbourne,Accounting,unimelb-accounting-038,Associate Professor Bo Qin,openalex-pub-65f0cf52f1d4d3ac,Does Government Report Readability Matter? Evidence from Market Reactions to AAERs,Same normalized title/year has different DOI versions (10.1016/j.jaccpubpol.2019.106697; 10.2139/ssrn.3495151); primary CSV retained the higher-priority record,https://doi.org/10.2139/ssrn.3495151
duplicate_publication_version,The University of Melbourne,Accounting,unimelb-accounting-038,Associate Professor Bo Qin,openalex-pub-16cd54a2c017e0bd,CFO Social Ties to Non-CEO Senior Managers and Financial Restatements,Same normalized title/year has different DOI versions (10.1080/00014788.2020.1793719; 10.2139/ssrn.3631562); primary CSV retained the higher-priority record,https://doi.org/10.2139/ssrn.3631562
duplicate_publication_version,The University of Melbourne,Accounting,unimelb-accounting-038,Associate Professor Bo Qin,openalex-pub-cc55374baedc1366,From Bytes to Bucks: The Influence of Social Media Commentary on Private Placements in Chinese Listed Companies,Same normalized title/year has different DOI versions (10.1016/j.bar.2025.101812; 10.2139/ssrn.5819342); primary CSV retained the higher-priority record,https://doi.org/10.2139/ssrn.5819342
duplicate_publication_version,The University of Melbourne,Accounting,unimelb-accounting-038,Associate Professor Bo Qin,openalex-pub-457475e3c0a7c6e6,Adapt to Endure: Climate-Adaptive Cities and the Stability of Corporate Customer Relationships,Same normalized title/year has different DOI versions (10.2139/ssrn.7002140; 10.2139/ssrn.6986500); primary CSV retained the higher-priority record,https://doi.org/10.2139/ssrn.6986500
duplicate_publication_version,The University of Melbourne,Accounting,unimelb-accounting-042,Professor Naomi Soderstrom,openalex-pub-e075c874b578567d,Exploring the Challenges of Broadening Accounting Reports,Same normalized title/year has different DOI versions (10.1093/oxfordhb/9780199935406.013.15; 10.1093/oxfordhb/9780190650230.013.15); primary CSV retained the higher-priority record,https://doi.org/10.1093/oxfordhb/9780190650230.013.15
duplicate_publication_version,The University of Melbourne,Accounting,unimelb-accounting-042,Professor Naomi Soderstrom,openalex-pub-c9cb2fb65415de79,Cybersecurity Awareness and Market Valuations,Same normalized title/year has different DOI versions (10.1016/j.jaccpubpol.2018.10.003; 10.2139/ssrn.3180538); primary CSV retained the higher-priority record,https://doi.org/10.2139/ssrn.3180538
duplicate_publication_version,The University of Melbourne,Accounting,unimelb-accounting-042,Professor Naomi Soderstrom,openalex-pub-c23b3398e123f3b2,Sustainability and Management Accounting Research,Same normalized title/year has different DOI versions (10.2308/jmar-2023-054; 10.2139/ssrn.4530005); primary CSV retained the higher-priority record,https://doi.org/10.2139/ssrn.4530005
duplicate_publication_version,The University of Melbourne,Accounting,unimelb-accounting-042,Professor Naomi Soderstrom,openalex-pub-34a7f55871f51cd8,Management Accounting Research Opportunities in Climate Change Reporting,Same normalized title/year has different DOI versions (10.2308/jmar-2023-022; 10.2139/ssrn.4384686); primary CSV retained the higher-priority record,https://doi.org/10.2139/ssrn.4384686
duplicate_publication_version,The University of Melbourne,Accounting,unimelb-accounting-042,Professor Naomi Soderstrom,openalex-pub-b4cec0a58c5d8f2a,Career Concerns and 'Unpaid' Executives,Same normalized title/year has different DOI versions (10.2139/ssrn.2822979; 10.2139/ssrn.2822622); primary CSV retained the higher-priority record,https://doi.org/10.2139/ssrn.2822622
duplicate_publication_version,The University of Melbourne,Accounting,unimelb-accounting-042,Professor Naomi Soderstrom,openalex-pub-7a4cc2586c588a42,Reporting Bias and Monitoring in Clean Development Mechanism Projects,Same normalized title/year has different DOI versions (10.1111/1911-3846.12609; 10.18154/rwth-2020-11463); primary CSV retained the higher-priority record,https://doi.org/10.18154/rwth-2020-11463
duplicate_publication_version,The University of Melbourne,Accounting,unimelb-accounting-048,Dr Martin Weisner,openalex-pub-cf90b6825397d495,Perspectives on Past and Future AIS Research as the Journal of Information Systems Turns Thirty,Same normalized title/year has different DOI versions (10.2308/isys-51495; 10.2139/ssrn.2734940); primary CSV retained the higher-priority record,https://doi.org/10.2139/ssrn.2734940
duplicate_publication_version,The University of Melbourne,Accounting,unimelb-accounting-050,Dr Qingbo Yuan,openalex-pub-38ec4b416f88ef41,Do Banks Price Litigation Risk in Debt Contracting? Evidence from Class Action Lawsuits,Same normalized title/year has different DOI versions (10.1111/jbfa.12164; 10.2139/ssrn.2670474); primary CSV retained the higher-priority record,https://doi.org/10.2139/ssrn.2670474
duplicate_publication_version,The University of Melbourne,Finance,unimelb-finance-004,Associate Professor James Brugler,openalex-pub-10daed136b06997e,The Cross-Sectional Spillovers of Single Stock Circuit Breakers,Same normalized title/year has different DOI versions (10.1142/s2382626619500084; 10.2139/ssrn.3297499); primary CSV retained the higher-priority record,https://doi.org/10.2139/ssrn.3297499
duplicate_publication_version,The University of Melbourne,Finance,unimelb-finance-006,Professor Carole Comerton-Forde,openalex-pub-c23d5f452255922e,"The Impact of Limit Order Anonymity on Liquidity: Evidence from Paris, Tokyo and Korea",Same normalized title/year has different DOI versions (10.1016/j.jeconbus.2005.05.001; 10.2139/ssrn.695602); primary CSV retained the higher-priority record,https://doi.org/10.2139/ssrn.695602
duplicate_publication_version,The University of Melbourne,Finance,unimelb-finance-006,Professor Carole Comerton-Forde,openalex-pub-12e214a319a25fdc,Dark Trading and Price Discovery,Same normalized title/year has different DOI versions (10.2139/ssrn.2183392; 10.2139/ssrn.2136727); primary CSV retained the higher-priority record,https://doi.org/10.2139/ssrn.2136727
duplicate_publication_version,The University of Melbourne,Finance,unimelb-finance-006,Professor Carole Comerton-Forde,openalex-pub-9661ffeec7db61a1,Broker Recommendations and Australian Small-Cap Equity Fund Management,Same normalized title/year has different DOI versions (10.1111/j.1467-629x.2010.00374.x; 10.2139/ssrn.1540440); primary CSV retained the higher-priority record,https://doi.org/10.2139/ssrn.1540440
duplicate_publication_version,The University of Melbourne,Finance,unimelb-finance-006,Professor Carole Comerton-Forde,openalex-pub-342a9cb9de07c7e2,Investors as a Liquidity Backstop in Corporate Bond Markets,Same normalized title/year has different DOI versions (10.2139/ssrn.5303726; 10.2139/ssrn.5229934); primary CSV retained the higher-priority record,https://doi.org/10.2139/ssrn.5229934
duplicate_publication_version,The University of Melbourne,Finance,unimelb-finance-012,Dr André Gygax,openalex-pub-d606afd5889c2230,Energy Audit Models for Telecommunications Networks and Services,Same normalized title/year has different DOI versions (10.1364/acpc.2013.af3g.2; 10.1364/acp.2013.af3g.2); primary CSV retained the higher-priority record,https://doi.org/10.1364/acp.2013.af3g.2
duplicate_publication_version,The University of Melbourne,Finance,unimelb-finance-015,Associate Professor Joachim Inkmann,openalex-pub-f08b9dc16618ddd1,How Deep Is the Annuity Market Participation Puzzle?,Same normalized title/year has different DOI versions (10.2139/ssrn.1708027; 10.1093/rfs/hhq080); primary CSV retained the higher-priority record,https://doi.org/10.1093/rfs/hhq080
duplicate_publication_version,The University of Melbourne,Finance,unimelb-finance-016,Dr Eduard Inozemtsev,openalex-pub-976873b0853093bf,Evolution of Debt Financing toward Less-Regulated Financial Intermediaries in the United States,Same normalized title/year has different DOI versions (10.2139/ssrn.4716678; 10.3386/w32114); primary CSV retained the higher-priority record,https://doi.org/10.3386/w32114
duplicate_publication_version,The University of Melbourne,Finance,unimelb-finance-020,Professor Paul Kofman,openalex-pub-c097e8470f1a8e8a,A threshold error‐correction model for intraday futures and index returns,Same normalized title/year has different DOI versions (10.1002/(sici)1099-1255(199805/06)13:3<245::aid-jae480>3.0.co;2-e; 10.1002/(sici)1099-1255(199805/06)13:3<245::aid-jae480>3.3.co;2-5); primary CSV retained the higher-priority record,https://doi.org/10.1002/(sici)1099-1255(199805/06)13:3<245::aid-jae480>3.3.co;2-5
duplicate_publication_version,The University of Melbourne,Finance,unimelb-finance-020,Professor Paul Kofman,openalex-pub-58d825fe355f63b0,Interaction Between the London and New York Stock Markets During Common Trading Hours,Same normalized title/year has different DOI versions (10.4225/03/59389c34d7a9d; 10.26180/5090059); primary CSV retained the higher-priority record,https://doi.org/10.26180/5090059
duplicate_publication_version,The University of Melbourne,Finance,unimelb-finance-020,Professor Paul Kofman,openalex-pub-aacedb5e8c8049ed,Interaction Between the London and New York Stock Markets During Common Trading Hours,Same normalized title/year has different DOI versions (10.4225/03/59389c34d7a9d; 10.26180/5090059.v1); primary CSV retained the higher-priority record,https://doi.org/10.26180/5090059.v1
duplicate_publication_version,The University of Melbourne,Finance,unimelb-finance-022,Dr Gabriele Lattanzio,openalex-pub-ddd6bdb4029a40ac,"Dissecting the Listing Gap: Mergers, Private Equity, or Regulation?",Same normalized title/year has different DOI versions (10.1016/j.finmar.2023.100836; 10.2139/ssrn.4333941); primary CSV retained the higher-priority record,https://doi.org/10.2139/ssrn.4333941
duplicate_publication_version,The University of Melbourne,Finance,unimelb-finance-027,Associate Professor Andrea Lu,openalex-pub-ee126bd20354dddb,A New Zealand Electricity Market Model: Assessment of the Effect of Climate Change on Electricity Production and Consumption,Same normalized title/year has different DOI versions (10.29310/wp.2010.09; 10.22004/ag.econ.292606); primary CSV retained the higher-priority record,https://doi.org/10.22004/ag.econ.292606
duplicate_publication_version,The University of Melbourne,Finance,unimelb-finance-027,Associate Professor Andrea Lu,openalex-pub-67a1fbb93edf7d10,Carbon Dioxide Emissions and Asset Pricing,Same normalized title/year has different DOI versions (10.2139/ssrn.2130825; 10.2139/ssrn.2130823); primary CSV retained the higher-priority record,https://doi.org/10.2139/ssrn.2130823
duplicate_publication_version,The University of Melbourne,Finance,unimelb-finance-027,Associate Professor Andrea Lu,openalex-pub-f8dfdbd469cc6ef5,Market Structure and Equilibrium in a Hydro Dominated Electricity Market,Same normalized title/year has different DOI versions (10.26686/wgtn.16984675.v1; 10.26686/wgtn.16984675); primary CSV retained the higher-priority record,https://doi.org/10.26686/wgtn.16984675
duplicate_publication_version,The University of Melbourne,Finance,unimelb-finance-029,Dr Maurice McCourt,openalex-pub-8cfc6e11ec185f50,Guessing the Odds: Subjective Probabilities and Investment Decisions Under PRIIPs,Same normalized title/year has different DOI versions (10.1257/rct.18402-1.0; 10.1257/rct.18402); primary CSV retained the higher-priority record,https://doi.org/10.1257/rct.18402
duplicate_publication_version,The University of Melbourne,Finance,unimelb-finance-031,Professor Carsten Murawski,openalex-pub-071b0f6717782c1f,Supplementary Material for: Financial advisers’ and key informants’ perspectives on the Australian industry-led Moratorium on Genetic Tests in Life Insurance,Same normalized title/year has different DOI versions (10.6084/m9.figshare.23940009; 10.6084/m9.figshare.23931627); primary CSV retained the higher-priority record,https://doi.org/10.6084/m9.figshare.23931627
duplicate_publication_version,The University of Melbourne,Finance,unimelb-finance-031,Professor Carsten Murawski,openalex-pub-13e72ec12c04b8a2,Complex decision-making under stress: shallower search and impaired decision quality at different levels of computational hardness,Same normalized title/year has different DOI versions (10.31234/osf.io/m7r4b_v2; 10.31234/osf.io/m7r4b_v1); primary CSV retained the higher-priority record,https://doi.org/10.31234/osf.io/m7r4b_v1
duplicate_publication_version,The University of Melbourne,Finance,unimelb-finance-031,Professor Carsten Murawski,openalex-pub-15b954a4c94a0339,Whom Do We Prefer to Learn From in Observational Reinforcement Learning?,Same normalized title/year has different DOI versions (10.1371/journal.pcbi.1013143; 10.1101/2025.05.19.654209); primary CSV retained the higher-priority record,https://doi.org/10.1101/2025.05.19.654209
duplicate_publication_version,The University of Melbourne,Finance,unimelb-finance-031,Professor Carsten Murawski,openalex-pub-138a0bc9a2dfd926,When word order matters: human brains represent sentence meaning differently from large language models,Same normalized title/year has different DOI versions (10.1101/2025.07.19.665701; 10.7554/elife.108442.1); primary CSV retained the higher-priority record,https://doi.org/10.7554/elife.108442.1
duplicate_publication_version,The University of Melbourne,Finance,unimelb-finance-031,Professor Carsten Murawski,openalex-pub-82ef2f30281e4d1d,When word order matters: human brains represent sentence meaning differently from large language models,Same normalized title/year has different DOI versions (10.1101/2025.07.19.665701; 10.7554/elife.108442); primary CSV retained the higher-priority record,https://doi.org/10.7554/elife.108442
duplicate_publication_version,The University of Melbourne,Finance,unimelb-finance-031,Professor Carsten Murawski,openalex-pub-1e046f0188d50b71,Acute stress impairs decision-making at varying levels of decision complexity,Same normalized title/year has different DOI versions (10.1038/s44271-025-00355-x; 10.31234/osf.io/m7r4b_v3); primary CSV retained the higher-priority record,https://doi.org/10.31234/osf.io/m7r4b_v3
duplicate_publication_version,The University of Melbourne,Finance,unimelb-finance-031,Professor Carsten Murawski,openalex-pub-a7efa7fa491937eb,Representations of Sentence Meaning in the Human Brain (RSMB) Dataset,Same normalized title/year has different DOI versions (10.18112/openneuro.ds007393.v1.0.0; 10.18112/openneuro.ds007393.v1.0.1); primary CSV retained the higher-priority record,https://doi.org/10.18112/openneuro.ds007393.v1.0.1
duplicate_publication_version,The University of Melbourne,Finance,unimelb-finance-036,Dr Hoonsuk Park,openalex-pub-b52cb42eda45f08f,"Firm Uncertainty and Households: Spending, Savings, and Risks",Same normalized title/year has different DOI versions (10.1016/j.jfineco.2025.104143; 10.2139/ssrn.5223261); primary CSV retained the higher-priority record,https://doi.org/10.2139/ssrn.5223261
duplicate_publication_version,The University of Melbourne,Finance,unimelb-finance-038,Associate Professor Sean Pinder,openalex-pub-a897885291d91488,The Relation between Market Liquidity and Anonymity in the Presence of Tick Size Constraints,Same normalized title/year has different DOI versions (10.2139/ssrn.1660816; 10.2139/ssrn.1640926); primary CSV retained the higher-priority record,https://doi.org/10.2139/ssrn.1640926
duplicate_publication_version,The University of Melbourne,Finance,unimelb-finance-038,Associate Professor Sean Pinder,openalex-pub-0fa687bd17e82963,Market Structure and its Effects on the Pricing of Derivative Securities in Australia,Same normalized title/year has different DOI versions (10.4225/03/5938ad006a31f; 10.26180/5090326); primary CSV retained the higher-priority record,https://doi.org/10.26180/5090326
duplicate_publication_version,The University of Melbourne,Finance,unimelb-finance-038,Associate Professor Sean Pinder,openalex-pub-f178e7057a51aa72,Market Structure and its Effects on the Pricing of Derivative Securities in Australia,Same normalized title/year has different DOI versions (10.4225/03/5938ad006a31f; 10.26180/5090326.v1); primary CSV retained the higher-priority record,https://doi.org/10.26180/5090326.v1
duplicate_publication_version,The University of Melbourne,Finance,unimelb-finance-042,Associate Professor Ekaterina Volkova,openalex-pub-9b0465a08f6d3d3a,Initial Public Offerings: A Synthesis of the Literature and Directions for Future Research,Same normalized title/year has different DOI versions (10.1561/0500000050; 10.2139/ssrn.2912354); primary CSV retained the higher-priority record,https://doi.org/10.2139/ssrn.2912354
duplicate_publication_version,The University of Melbourne,Finance,unimelb-finance-042,Associate Professor Ekaterina Volkova,openalex-pub-d7693e0420e90d79,Antitrust Enforcement Increases Economic Activity,Same normalized title/year has different DOI versions (10.3386/w31597; 10.2139/ssrn.4539741); primary CSV retained the higher-priority record,https://doi.org/10.2139/ssrn.4539741
duplicate_publication_version,The University of Melbourne,Finance,unimelb-finance-042,Associate Professor Ekaterina Volkova,openalex-pub-e0a7a7187825b85b,Antitrust Enforcement Increases Economic Activity,Same normalized title/year has different DOI versions (10.3386/w31597; 10.2139/ssrn.4553602); primary CSV retained the higher-priority record,https://doi.org/10.2139/ssrn.4553602
duplicate_publication_version,The University of Melbourne,Finance,unimelb-finance-044,Dr Nitin Yadav,openalex-pub-5d252c8b15233437,Price Formation in Field Prediction Markets: the Wisdom in the Crowd,Same normalized title/year has different DOI versions (10.2139/ssrn.4305660; 10.48550/arxiv.2209.08778); primary CSV retained the higher-priority record,https://doi.org/10.48550/arxiv.2209.08778
duplicate_publication_version,The University of Melbourne,Finance,unimelb-finance-044,Dr Nitin Yadav,openalex-pub-bd4a8b52ffd4bab6,Qualitative Approximate Behavior Composition,Same normalized title/year has different DOI versions (10.1007/978-3-642-33353-8_35; 10.48550/arxiv.1207.3863); primary CSV retained the higher-priority record,https://doi.org/10.48550/arxiv.1207.3863
duplicate_publication_version,The University of Melbourne,Finance,unimelb-finance-044,Dr Nitin Yadav,openalex-pub-6040c36fa74c3297,Reasoning about Agent Programs using ATL-like Logics,Same normalized title/year has different DOI versions (10.1007/978-3-642-33353-8_34; 10.48550/arxiv.1207.3874); primary CSV retained the higher-priority record,https://doi.org/10.48550/arxiv.1207.3874
duplicate_publication_version,The University of Melbourne,Finance,unimelb-finance-044,Dr Nitin Yadav,openalex-pub-ef0a54f077f8fbd0,A Tool for Defining Agent Protocols in HAPN: (Demonstration),Same normalized title/year has different DOI versions (10.5555/2772879.2773512; 10.65109/gstu8382); primary CSV retained the higher-priority record,https://doi.org/10.65109/gstu8382
duplicate_publication_version,The University of Melbourne,Finance,unimelb-finance-044,Dr Nitin Yadav,openalex-pub-2ee358aec1c3511f,Transferring Cognitive Talent Across Domains: The Case of Finance,Same normalized title/year has different DOI versions (10.21203/rs.3.rs-598488/v1; 10.21203/rs.3.rs-598488/v2); primary CSV retained the higher-priority record,https://doi.org/10.21203/rs.3.rs-598488/v2
duplicate_publication_version,The University of Melbourne,Finance,unimelb-finance-046,Associate Professor Qi Zeng,openalex-pub-072f42a96de3c875,Bootstrap-Adjusted Calibration Confidence Intervals for Immunoassay,Same normalized title/year has different DOI versions (10.1080/01621459.1997.10473625; 10.2307/2291472); primary CSV retained the higher-priority record,https://doi.org/10.2307/2291472
duplicate_publication_version,The University of Melbourne,Finance,unimelb-finance-046,Associate Professor Qi Zeng,openalex-pub-db287168678f50cc,"Past Exposure, Risk Perception, and Risk-Taking During a Local Covid-19 Shock",Same normalized title/year has different DOI versions (10.2139/ssrn.4028348; 10.2139/ssrn.4113772); primary CSV retained the higher-priority record,https://doi.org/10.2139/ssrn.4113772
excluded_publication_relationship,The University of Melbourne,Accounting,unimelb-accounting-042,Professor Naomi Soderstrom,openalex-pub-17d8f01ddd6a8cd0,,Excluded from primary CSV because the source record has no title,https://doi.org/10.1023/a:1018377728256
publication_relationship,The University of Melbourne,Accounting,unimelb-accounting-038,Associate Professor Bo Qin,unimelb-pub-0007630a1ad6b7f9,Parent-subsidiary dispersion and ESG rating disparities: evidence from China,Official/OpenAlex metadata conflict: year,https://hdl.handle.net/11343/364542
publication_relationship,The University of Melbourne,Accounting,unimelb-accounting-038,Associate Professor Bo Qin,unimelb-pub-753875d28eb6481b,Taming the dragon: stock exchange comment letters and earnings volatility,Official/OpenAlex metadata conflict: year,https://hdl.handle.net/11343/349454
publication_relationship,The University of Melbourne,Accounting,unimelb-accounting-038,Associate Professor Bo Qin,unimelb-pub-fc465aaeb1a9c0cb,"Whistleblowing Allegations, Audit Fees, and Internal Control Deficiencies",Official/OpenAlex metadata conflict: year,https://hdl.handle.net/11343/276869
publication_relationship,The University of Melbourne,Accounting,unimelb-accounting-038,Associate Professor Bo Qin,unimelb-pub-ae1e88f5a995d7ae,"The Relation between Strategy, CEO Selection, and Firm Performance",Official/OpenAlex metadata conflict: year,https://hdl.handle.net/11343/286803
publication_relationship,The University of Melbourne,Accounting,unimelb-accounting-021,Associate Professor Chung-Yu Hung,unimelb-pub-97520cb7c2d8ec80,Expertise and Discretionary Bonus Decisions,Official/OpenAlex metadata conflict: year,https://hdl.handle.net/11343/214531
publication_relationship,The University of Melbourne,Accounting,unimelb-accounting-021,Associate Professor Chung-Yu Hung,unimelb-pub-bf05c22098236407,"Group Identity, Performance Transparency, and Employee Performance",Official/OpenAlex metadata conflict: year,https://hdl.handle.net/11343/258719
publication_relationship,The University of Melbourne,Accounting,unimelb-accounting-023,Associate Professor Like Jiang,unimelb-pub-801556c36b75334f,Are Investors Warned by Disclosure of Conflicts of Interest? The Moderating Effect of Investment Horizon,Official/OpenAlex metadata conflict: year,https://hdl.handle.net/11343/253996
publication_relationship,The University of Melbourne,Accounting,unimelb-accounting-040,Associate Professor Stefan Schantl,unimelb-pub-0d7f281e51cd7334,Economic effects of litigation risk on corporate disclosure and innovation,Official/OpenAlex metadata conflict: year,https://hdl.handle.net/11343/338154
publication_relationship,The University of Melbourne,Accounting,unimelb-accounting-048,Dr Martin Weisner,unimelb-pub-e389a47dddbc93ae,Can multitasking influence professional scepticism?,Official/OpenAlex metadata conflict: year,https://hdl.handle.net/11343/276846
publication_relationship,The University of Melbourne,Accounting,unimelb-accounting-017,Dr Patrick Ferguson,unimelb-pub-842a89bb49b2f349,Who pays attention to sustainability reports and why? Evidence from Google search activity,Official/OpenAlex metadata conflict: year,https://hdl.handle.net/11343/345052
publication_relationship,The University of Melbourne,Accounting,unimelb-accounting-050,Dr Qingbo Yuan,unimelb-pub-3f1e533818d489da,Does stock market liberalization improve stock price efficiency? Evidence from China,Official/OpenAlex metadata conflict: year,https://hdl.handle.net/11343/339947
publication_relationship,The University of Melbourne,Accounting,unimelb-accounting-035,Dr Sujay Nair,unimelb-pub-293b849b5c49f9c5,Manager ‘Growth Mindset’ and Resource Management Practices,Official/OpenAlex metadata conflict: year,https://hdl.handle.net/11343/258763
publication_relationship,The University of Melbourne,Accounting,unimelb-accounting-035,Dr Sujay Nair,unimelb-pub-a269997717c2947c,Organizational leaders and management control systems: three essays,Name-only repository relationship; persistent identifier unavailable,https://hdl.handle.net/11343/210455
publication_relationship,The University of Melbourne,Accounting,unimelb-accounting-022,Dr Xue Jia,unimelb-pub-16aba3ceca8ab7ed,On the Interaction Between Cheap-Talk Advertising and Credible Product Reviews,Official/OpenAlex metadata conflict: year,https://hdl.handle.net/11343/366539
publication_relationship,The University of Melbourne,Accounting,unimelb-accounting-022,Dr Xue Jia,unimelb-pub-d7d3cf5072ae4a41,"Shareholder Short-Termism, Corporate Control and Voluntary Disclosure",Official/OpenAlex metadata conflict: year,https://hdl.handle.net/11343/307651
