researcher_id,researcher_name,publication_id,relationship_source,researcher_match_method,researcher_match_confidence,requires_review,review_reason
uwa-accounting-002,Alex Zhang,uwa-pub-8b5ff880c0df9f39,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-accounting-002,Alex Zhang,uwa-pub-4744f826fac1032d,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-accounting-002,Alex Zhang,uwa-pub-534369ee049405d0,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-accounting-002,Alex Zhang,uwa-pub-59271f1554673d9b,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-accounting-002,Alex Zhang,uwa-pub-2c5999de6893ef9f,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-accounting-002,Alex Zhang,uwa-pub-d9104a726e4c51b5,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-accounting-002,Alex Zhang,uwa-pub-4cf8809e24134270,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-accounting-002,Alex Zhang,uwa-pub-63205f1e8a6af4f5,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-accounting-002,Alex Zhang,uwa-pub-8ee5f904f5f40e8e,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-accounting-007,George Shan,uwa-pub-8ee5f904f5f40e8e,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-accounting-002,Alex Zhang,uwa-pub-e418c9ca8d1205c4,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-accounting-007,George Shan,uwa-pub-e418c9ca8d1205c4,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-accounting-002,Alex Zhang,uwa-pub-376142f014fbb559,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-accounting-007,George Shan,uwa-pub-376142f014fbb559,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-accounting-002,Alex Zhang,uwa-pub-b722523861a72197,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-accounting-007,George Shan,uwa-pub-b722523861a72197,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-accounting-002,Alex Zhang,uwa-pub-11210f87985af700,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-accounting-007,George Shan,uwa-pub-11210f87985af700,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-accounting-002,Alex Zhang,uwa-pub-e5d98edacb1b45a9,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-accounting-007,George Shan,uwa-pub-e5d98edacb1b45a9,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-accounting-002,Alex Zhang,uwa-pub-8c8807c4328c5927,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-accounting-007,George Shan,uwa-pub-8c8807c4328c5927,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-accounting-002,Alex Zhang,uwa-pub-076e255cc8fbe023,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-accounting-007,George Shan,uwa-pub-076e255cc8fbe023,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-accounting-013,Phil Hancock,uwa-pub-076e255cc8fbe023,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-accounting-003,Collette Chesters,uwa-pub-edc83faeda784c22,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-accounting-004,David Gilchrist,uwa-pub-6efb14a7b11875d6,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-accounting-004,David Gilchrist,uwa-pub-c3fe566fb3b35d13,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-accounting-004,David Gilchrist,uwa-pub-a8e356c7b7b4ff7b,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-accounting-004,David Gilchrist,uwa-pub-852ff018d0b2ce67,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-accounting-004,David Gilchrist,uwa-pub-6b464d1a7af14d72,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-accounting-010,Lyndie Bayne,uwa-pub-6b464d1a7af14d72,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-accounting-019,Vincent Chong,uwa-pub-6b464d1a7af14d72,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-accounting-004,David Gilchrist,uwa-pub-57b52f3a51ffe100,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-accounting-004,David Gilchrist,uwa-pub-42c26c94a897d875,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-accounting-004,David Gilchrist,uwa-pub-6cad573642e8d75f,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-accounting-004,David Gilchrist,uwa-pub-e486d2012172a118,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-accounting-004,David Gilchrist,uwa-pub-9d487e760d6d82d9,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-accounting-004,David Gilchrist,uwa-pub-58ca91b1439917b6,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-accounting-004,David Gilchrist,uwa-pub-52b99e61e3677e4e,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-accounting-004,David Gilchrist,uwa-pub-e9cdcf09842e2a97,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-accounting-004,David Gilchrist,uwa-pub-c8ff07df1feffd96,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-accounting-004,David Gilchrist,uwa-pub-d457fe49083f7b9a,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-accounting-004,David Gilchrist,uwa-pub-44fd91463f89fa09,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-accounting-004,David Gilchrist,uwa-pub-f6166ad451541067,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-accounting-004,David Gilchrist,uwa-pub-51436abdda7e97ab,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-accounting-004,David Gilchrist,uwa-pub-3b6453101524b515,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-accounting-004,David Gilchrist,uwa-pub-b6d86953bcfefe87,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-accounting-004,David Gilchrist,uwa-pub-fcf117c4ddcc857c,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-accounting-004,David Gilchrist,uwa-pub-5741ad6b48a699d0,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-accounting-004,David Gilchrist,uwa-pub-0de207269a9441f9,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-accounting-004,David Gilchrist,uwa-pub-4da8c21c1c532fc6,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-accounting-004,David Gilchrist,uwa-pub-0fac21c631929950,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-accounting-004,David Gilchrist,uwa-pub-6fb35e2ece7a16af,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-accounting-004,David Gilchrist,uwa-pub-f9df1df006b4f4a6,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-accounting-004,David Gilchrist,uwa-pub-93c35bb49c0d8935,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-accounting-004,David Gilchrist,uwa-pub-1aa1d3cf04e563b2,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-accounting-004,David Gilchrist,uwa-pub-731c86b307183b0f,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-accounting-004,David Gilchrist,uwa-pub-11e6663064fc8144,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-accounting-004,David Gilchrist,uwa-pub-4a9ca99b78ded308,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-accounting-004,David Gilchrist,uwa-pub-fa96b1655dc7e67b,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-accounting-013,Phil Hancock,uwa-pub-fa96b1655dc7e67b,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-accounting-004,David Gilchrist,uwa-pub-c2119db810d475bc,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-accounting-004,David Gilchrist,uwa-pub-56586c9be1d1e634,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-accounting-012,Nikki Schonfeldt,uwa-pub-56586c9be1d1e634,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-accounting-013,Phil Hancock,uwa-pub-56586c9be1d1e634,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-accounting-004,David Gilchrist,uwa-pub-0a79a01b05570290,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-accounting-004,David Gilchrist,uwa-pub-3e9c3088a9c89745,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-accounting-004,David Gilchrist,uwa-pub-fa96982c82fbe882,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-accounting-004,David Gilchrist,uwa-pub-6e0569e519deb9d7,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-accounting-004,David Gilchrist,uwa-pub-b254338705c8cc45,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-accounting-004,David Gilchrist,uwa-pub-f414052b34961128,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-accounting-010,Lyndie Bayne,uwa-pub-f414052b34961128,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-accounting-014,Prerana Agrawal,uwa-pub-f414052b34961128,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-accounting-004,David Gilchrist,uwa-pub-08d5d8120f2602b0,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-accounting-004,David Gilchrist,uwa-pub-e550f7d806d00170,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-accounting-010,Lyndie Bayne,uwa-pub-e550f7d806d00170,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-accounting-014,Prerana Agrawal,uwa-pub-e550f7d806d00170,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-accounting-004,David Gilchrist,uwa-pub-1ce6819b5dca7130,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-accounting-004,David Gilchrist,uwa-pub-a6bb43ff54cf4280,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-accounting-004,David Gilchrist,uwa-pub-27a3ef9dc8088874,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-accounting-004,David Gilchrist,uwa-pub-ae258e23e90af087,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-accounting-004,David Gilchrist,uwa-pub-1cade69e2e0a75f6,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-accounting-004,David Gilchrist,uwa-pub-54cd96c962c6205d,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-accounting-004,David Gilchrist,uwa-pub-418a206605a1acb1,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-accounting-004,David Gilchrist,uwa-pub-9a8e17a010d8967c,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-accounting-004,David Gilchrist,uwa-pub-e4e9d1bd35c988fd,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-accounting-004,David Gilchrist,uwa-pub-8068951eb96b5fbf,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-accounting-004,David Gilchrist,uwa-pub-e11a51bccb7fd0f2,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-accounting-004,David Gilchrist,uwa-pub-5fe1ff4ebc522d5c,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-accounting-010,Lyndie Bayne,uwa-pub-5fe1ff4ebc522d5c,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-accounting-014,Prerana Agrawal,uwa-pub-5fe1ff4ebc522d5c,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-accounting-004,David Gilchrist,uwa-pub-a9e1663efc696af3,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-accounting-004,David Gilchrist,uwa-pub-b2c7bb17e2d6e47e,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-accounting-004,David Gilchrist,uwa-pub-907f4d15dc0d46b6,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-accounting-004,David Gilchrist,uwa-pub-42bdd50e85d3b561,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-accounting-004,David Gilchrist,uwa-pub-78ff3ec71503c6e0,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-accounting-004,David Gilchrist,uwa-pub-06aca08e46c66d85,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-accounting-004,David Gilchrist,uwa-pub-f7c59d64270f82fa,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-accounting-004,David Gilchrist,uwa-pub-b031b46c6b4ae836,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-accounting-004,David Gilchrist,uwa-pub-95212b098645d697,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-accounting-004,David Gilchrist,uwa-pub-6c5d7ffb7a94ff17,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-accounting-004,David Gilchrist,uwa-pub-b135782ab47303d3,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-accounting-004,David Gilchrist,uwa-pub-5bade65a09b17a5d,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-accounting-004,David Gilchrist,uwa-pub-aa6769bdc8e05129,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-accounting-004,David Gilchrist,uwa-pub-f0e068fbbb87c65d,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-accounting-004,David Gilchrist,uwa-pub-d3d48abb16f09fbb,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-accounting-004,David Gilchrist,uwa-pub-2c5e22759ff0f112,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-accounting-014,Prerana Agrawal,uwa-pub-2c5e22759ff0f112,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-accounting-004,David Gilchrist,uwa-pub-4f47f84c5ccfc542,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-accounting-004,David Gilchrist,uwa-pub-5f3189ca85ab7231,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-accounting-004,David Gilchrist,uwa-pub-59e8a7394f4aa617,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-accounting-004,David Gilchrist,uwa-pub-e04982e2a13b169f,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-accounting-004,David Gilchrist,uwa-pub-69c503c942a2f598,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-accounting-004,David Gilchrist,uwa-pub-7a476122f324d84d,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-accounting-004,David Gilchrist,uwa-pub-8334e7abb9505d45,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-accounting-004,David Gilchrist,uwa-pub-e3f30c98644fd15b,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-accounting-004,David Gilchrist,uwa-pub-b58a4709b535d5b1,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-accounting-004,David Gilchrist,uwa-pub-79ad6949d3c8b2e1,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-accounting-004,David Gilchrist,uwa-pub-6704a4002e190b79,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-accounting-004,David Gilchrist,uwa-pub-b6be23b33707b6dc,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-accounting-014,Prerana Agrawal,uwa-pub-b6be23b33707b6dc,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-accounting-004,David Gilchrist,uwa-pub-abee5b0eb248be71,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-accounting-004,David Gilchrist,uwa-pub-0f20a03d78d27eee,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-accounting-004,David Gilchrist,uwa-pub-b08a67935a4657ef,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-accounting-004,David Gilchrist,uwa-pub-dd469cb797850f4f,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-accounting-004,David Gilchrist,uwa-pub-4224b15f2d9d3ec0,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-accounting-004,David Gilchrist,uwa-pub-e9d2394dd80ccfec,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-accounting-004,David Gilchrist,uwa-pub-b49be3c0b6d0049f,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-accounting-004,David Gilchrist,uwa-pub-432effd261ab68b7,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-accounting-004,David Gilchrist,uwa-pub-139e4c1d65c39047,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-accounting-004,David Gilchrist,uwa-pub-6408e1102231261f,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-accounting-004,David Gilchrist,uwa-pub-749cdd3670a6e1fe,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-accounting-004,David Gilchrist,uwa-pub-74425cd7a9c7157f,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-accounting-004,David Gilchrist,uwa-pub-291462abe30e7ade,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-accounting-004,David Gilchrist,uwa-pub-13bd9962395eebaf,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-accounting-004,David Gilchrist,uwa-pub-31e34cf6754acfe2,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-accounting-004,David Gilchrist,uwa-pub-58c9e7390c055564,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-accounting-004,David Gilchrist,uwa-pub-d9dfa7637fdb0528,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-accounting-004,David Gilchrist,uwa-pub-80f324ae840d6862,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-accounting-004,David Gilchrist,uwa-pub-4efdec01592d7937,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-accounting-004,David Gilchrist,uwa-pub-b99516a376174391,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-accounting-004,David Gilchrist,uwa-pub-f8dd2385d68e1f5d,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-accounting-004,David Gilchrist,uwa-pub-80ca45a579b6b47a,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-accounting-004,David Gilchrist,uwa-pub-b23cb339c45917b4,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-accounting-004,David Gilchrist,uwa-pub-9c1292756aa80c4c,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-accounting-004,David Gilchrist,uwa-pub-e8c42bc1ac73e68b,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-accounting-004,David Gilchrist,uwa-pub-12c6e4a81ff1b2f1,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-accounting-004,David Gilchrist,uwa-pub-0ca8d0a7db74a92b,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-accounting-004,David Gilchrist,uwa-pub-56aafa96cc3bf420,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-accounting-004,David Gilchrist,uwa-pub-890c34596cca4246,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-accounting-004,David Gilchrist,uwa-pub-2c65b0f4119f0bb5,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-accounting-004,David Gilchrist,uwa-pub-9c1c2efa35119b0f,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-accounting-004,David Gilchrist,uwa-pub-4255898fb41a32c8,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-accounting-004,David Gilchrist,uwa-pub-3c650505462cfba8,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-accounting-004,David Gilchrist,uwa-pub-cec036927d4e92c7,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-accounting-004,David Gilchrist,uwa-pub-95b959552576d0f8,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-accounting-004,David Gilchrist,uwa-pub-72fc4c4826e52553,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-accounting-004,David Gilchrist,uwa-pub-009f6ed63c08f03e,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-accounting-004,David Gilchrist,uwa-pub-77a1d36d710d7f4d,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-accounting-004,David Gilchrist,uwa-pub-ebbc3b5952892d83,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-accounting-004,David Gilchrist,uwa-pub-a75d02c6f29254ca,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-accounting-004,David Gilchrist,uwa-pub-201ff23ee0499da2,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-accounting-004,David Gilchrist,uwa-pub-d9a6b3d5d49d77a0,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-accounting-004,David Gilchrist,uwa-pub-5ed060e9adaf61e2,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-accounting-004,David Gilchrist,uwa-pub-da416bd07c49a0e3,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-accounting-004,David Gilchrist,uwa-pub-c1de412f3816b572,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-accounting-004,David Gilchrist,uwa-pub-7fea14d686a1e599,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-accounting-004,David Gilchrist,uwa-pub-2d3a0337a3f1bf16,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-accounting-004,David Gilchrist,uwa-pub-cd104f6803f4efda,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-accounting-004,David Gilchrist,uwa-pub-e6c2cae900c0aafe,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-accounting-004,David Gilchrist,uwa-pub-44c9fdf5328b2a6a,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-accounting-004,David Gilchrist,uwa-pub-02f791f91068f0fb,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-accounting-004,David Gilchrist,uwa-pub-b172f17c812bcd6f,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-accounting-004,David Gilchrist,uwa-pub-4b56095328dfd7ab,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-accounting-004,David Gilchrist,uwa-pub-8411d270aa68207a,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-accounting-004,David Gilchrist,uwa-pub-cb365a38d7b65b2a,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-accounting-004,David Gilchrist,uwa-pub-9068c9d2a1383cc2,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-accounting-004,David Gilchrist,uwa-pub-fe8c21f5b80f830f,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-accounting-004,David Gilchrist,uwa-pub-9011a45dcbf3df81,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-accounting-004,David Gilchrist,uwa-pub-dcfe18c628b8e4c9,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-accounting-004,David Gilchrist,uwa-pub-89ccae543fb40994,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-accounting-004,David Gilchrist,uwa-pub-20811a8eb7222b83,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-accounting-004,David Gilchrist,uwa-pub-bc1ca9e4a07ff460,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-accounting-004,David Gilchrist,uwa-pub-09d2209171285f70,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-accounting-004,David Gilchrist,uwa-pub-93e12221c98d299a,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-accounting-004,David Gilchrist,uwa-pub-3b2f0d3771487f02,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-accounting-004,David Gilchrist,uwa-pub-fd0f8cc39407645a,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-accounting-004,David Gilchrist,uwa-pub-50cca0fb81712e97,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-accounting-004,David Gilchrist,uwa-pub-7660bac97ebd1b0c,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-accounting-004,David Gilchrist,uwa-pub-484bb7ab23f3df74,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-accounting-004,David Gilchrist,uwa-pub-cd6a5646de534adf,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-accounting-004,David Gilchrist,uwa-pub-eda83d93bf4b2dbf,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-accounting-004,David Gilchrist,uwa-pub-3b0321d0b2d6ed82,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-accounting-004,David Gilchrist,uwa-pub-6016335b4bef03c9,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-accounting-004,David Gilchrist,uwa-pub-41dc510bd8bef263,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-accounting-004,David Gilchrist,uwa-pub-c9d3e3f8b4a061ee,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-accounting-004,David Gilchrist,uwa-pub-0187bd8ef85a7729,official personal Pure publications feed,profile_feed_membership,high,false,
