publication_id,source_record_id,title,publication_year,publication_status,article_url,doi,journal_name,issn,eissn,all_issns,volume,issue,pages,authors,author_count,publication_type,open_access,scopus_url,field_of_research,official_source,source_url
uwa-pub-af3bd65a698f7ea7,do-internal-governance-mechanisms-impact-on-firm-performance-empi,Do Internal Governance Mechanisms Impact on Firm Performance? Empirical Evidence from the Financial Sector in China,2012,Published - 2012,https://research-repository.uwa.edu.au/en/publications/do-internal-governance-mechanisms-impact-on-firm-performance-empi/,10.1080/10599231.2012.667312,Journal of Asia-Pacific Business,1059-9231,,1059-9231,13,2,114-142,"Yuan George Shan, L. Xu",1,Research output: Contribution to journal › Article › peer-review,false,https://www.scopus.com/pages/publications/84861306648#tab=citedBy,Accounting,UWA Profiles and Research Repository (Pure),https://research-repository.uwa.edu.au/en/publications/do-internal-governance-mechanisms-impact-on-firm-performance-empi/
uwa-pub-17e6d4d8d3ead45f,do-overpaid-dividends-drive-stock-price-crash-risk,Do overpaid dividends drive stock price crash risk?,2025,Published - 2025,https://research-repository.uwa.edu.au/en/publications/do-overpaid-dividends-drive-stock-price-crash-risk/,10.1111/ecpo.12309,Economics & Politics,1468-0343,,1468-0343,37,1,7-58,"Xiaoting Ling, Yuan George Shan, Wuqing Wu, Lu Zhang, Xinyue Zhang",1,Research output: Contribution to journal › Article › peer-review,false,https://www.scopus.com/pages/publications/85201095254#tab=citedBy,Accounting,UWA Profiles and Research Repository (Pure),https://research-repository.uwa.edu.au/en/publications/do-overpaid-dividends-drive-stock-price-crash-risk/
uwa-pub-0fc679be666f80ea,do-students-have-satisfying-educational-experiences-at-sustainabl,Do students have satisfying educational experiences at sustainable universities? Evidence from Australian universities,2026,Published - Jan 2026,https://research-repository.uwa.edu.au/en/publications/do-students-have-satisfying-educational-experiences-at-sustainabl/,10.1016/j.bar.2025.101649,The British Accounting Review,0890-8389,,0890-8389,58,1,,"Junru Zhang, Yuan George Shan, Nirosha Dilhani Kapu Arachchilage",2,Research output: Contribution to journal › Article › peer-review,true,https://www.scopus.com/pages/publications/105003564216#tab=citedBy,Accounting,UWA Profiles and Research Repository (Pure),https://research-repository.uwa.edu.au/en/publications/do-students-have-satisfying-educational-experiences-at-sustainabl/
uwa-pub-ae6fa1177c6ac65e,does-artificial-intelligence-mitigate-climate-change-exposure,Does artificial intelligence mitigate climate change exposure?,2026,Published - Feb 2026,https://research-repository.uwa.edu.au/en/publications/does-artificial-intelligence-mitigate-climate-change-exposure/,10.1016/j.jbankfin.2025.107623,Journal of Banking & Finance,1872-6372,,1872-6372,183,107623,,"Alex Zhang, Le Luo, Joey Yang",2,Research output: Contribution to journal › Article › peer-review,true,https://www.scopus.com/pages/publications/105027186803#tab=citedBy,Accounting,UWA Profiles and Research Repository (Pure),https://research-repository.uwa.edu.au/en/publications/does-artificial-intelligence-mitigate-climate-change-exposure/
uwa-pub-1ccef7115424e83d,does-calibration-reduce-variability-in-the-assessment-of-accounti,Does calibration reduce variability in the assessment of accounting learning outcomes?,2016,Published - 2 Apr 2016,https://research-repository.uwa.edu.au/en/publications/does-calibration-reduce-variability-in-the-assessment-of-accounti/,10.1080/02602938.2015.1008398,Assessment and Evaluation in Higher Education,0260-2938,,0260-2938,41,3,331-349,"B. O’connell, P. De Lange, M. Freeman, Phil Hancock, A. Abraham, B. Howieson, K. Watty",1,Research output: Contribution to journal › Article › peer-review,false,https://www.scopus.com/pages/publications/84961166378#tab=citedBy,Accounting,UWA Profiles and Research Repository (Pure),https://research-repository.uwa.edu.au/en/publications/does-calibration-reduce-variability-in-the-assessment-of-accounti/
uwa-pub-9c6df25f5c7eda6b,does-corporate-digitalisation-moderate-real-earnings-management,Does corporate digitalisation moderate real earnings management?,2024,Published - Dec 2024,https://research-repository.uwa.edu.au/en/publications/does-corporate-digitalisation-moderate-real-earnings-management/,10.1111/acfi.13301,Accounting & Finance,0810-5391,,0810-5391,64,4,4157-4196,"Zhukun Lou, Mingran Li, Yuan George Shan, Ailin Ye",1,Research output: Contribution to journal › Article › peer-review,true,https://www.scopus.com/pages/publications/85197523743#tab=citedBy,Accounting,UWA Profiles and Research Repository (Pure),https://research-repository.uwa.edu.au/en/publications/does-corporate-digitalisation-moderate-real-earnings-management/
uwa-pub-59271f1554673d9b,does-corporate-social-responsibility-affect-risk-spillovers-betwe,Does corporate social responsibility affect risk spillovers between the carbon emissions trading market and the stock market?,2022,Published - 15 Aug 2022,https://research-repository.uwa.edu.au/en/publications/does-corporate-social-responsibility-affect-risk-spillovers-betwe/,10.1016/j.jclepro.2022.132330,Journal of Cleaner Production,0959-6526,,0959-6526,362,,,"Junru Zhang, Kamrul Hassan, Zhuochen Wu, Dominic Gasbarro",1,Research output: Contribution to journal › Article › peer-review,false,https://www.scopus.com/pages/publications/85130516635#tab=citedBy,Accounting,UWA Profiles and Research Repository (Pure),https://research-repository.uwa.edu.au/en/publications/does-corporate-social-responsibility-affect-risk-spillovers-betwe/
uwa-pub-3a8fbf6af403b8b3,does-cybersecurity-risk-stifle-corporate-innovation-activities,Does cybersecurity risk stifle corporate innovation activities?,2024,Published - Jan 2024,https://research-repository.uwa.edu.au/en/publications/does-cybersecurity-risk-stifle-corporate-innovation-activities/,10.1016/j.irfa.2023.103028,International Review of Financial Analysis,1057-5219,,1057-5219,91,,,"Jimin Wang, Choy Yeing (Chloe) Ho, Yuan George Shan",2,Research output: Contribution to journal › Article › peer-review,true,https://www.scopus.com/pages/publications/85176320096#tab=citedBy,Accounting,UWA Profiles and Research Repository (Pure),https://research-repository.uwa.edu.au/en/publications/does-cybersecurity-risk-stifle-corporate-innovation-activities/
uwa-pub-49e6a59091fb4e8d,does-esg-rating-divergence-affect-the-cost-of-corporate-debt,Does ESG rating divergence affect the cost of corporate debt?,2025,Published - 2025,https://research-repository.uwa.edu.au/en/publications/does-esg-rating-divergence-affect-the-cost-of-corporate-debt/,10.1111/acfi.13400,Accounting and Finance,0810-5391,,0810-5391,65,3,2244-2280,"Xinyue Zhang, Yuan George Shan, Yuming Zhang, Chao Xing",1,Research output: Contribution to journal › Article › peer-review,false,https://www.scopus.com/pages/publications/85214871528#tab=citedBy,Accounting,UWA Profiles and Research Repository (Pure),https://research-repository.uwa.edu.au/en/publications/does-esg-rating-divergence-affect-the-cost-of-corporate-debt/
uwa-pub-55ed6dc85efc6360,does-sustainability-engagement-affect-stock-return-volatility-evi,Does sustainability engagement affect stock return volatility? Evidence from the Chinese financial market,2018,Published - 20 Sept 2018,https://research-repository.uwa.edu.au/en/publications/does-sustainability-engagement-affect-stock-return-volatility-evi/,10.3390/su10103361,Sustainability (Switzerland),2071-1050,,2071-1050,10,10,,"Junru Zhang, Hadrian Geri Djajadikerta, Zhaoyong Zhang",1,Research output: Contribution to journal › Article › peer-review,true,https://www.scopus.com/pages/publications/85053695302#tab=citedBy,Accounting,UWA Profiles and Research Repository (Pure),https://research-repository.uwa.edu.au/en/publications/does-sustainability-engagement-affect-stock-return-volatility-evi/
uwa-pub-076e255cc8fbe023,does-sustainability-reporting-promote-university-ranking-australi,Does sustainability reporting promote university ranking? Australian and New Zealand evidence,2022,Published - 23 Nov 2022,https://research-repository.uwa.edu.au/en/publications/does-sustainability-reporting-promote-university-ranking-australi/,10.1108/medar-11-2020-1060,Meditari Accountancy Research,2049-372X,,2049-372X,30,6,1393-1418,"Yuan George Shan, Junru Zhang, Manzurul Alam, Phil Hancock",3,Research output: Contribution to journal › Article › peer-review,false,https://www.scopus.com/pages/publications/85114451559#tab=citedBy,Accounting,UWA Profiles and Research Repository (Pure),https://research-repository.uwa.edu.au/en/publications/does-sustainability-reporting-promote-university-ranking-australi/
uwa-pub-70555c90c249d938,does-taxaggressive-behavior-motivate-more-csr-engagement,Does Tax‐Aggressive Behavior Motivate More CSR Engagement?,2025,Published - Jul 2025,https://research-repository.uwa.edu.au/en/publications/does-taxaggressive-behavior-motivate-more-csr-engagement/,10.1111/ecpo.12333,Economics & Politics,0954-1985,,0954-1985,37,2,669-684,"Xin Wang, Kam Chan, Millicent Chang, Yuan George Shan, Joey Yang",3,Research output: Contribution to journal › Article › peer-review,false,https://www.scopus.com/pages/publications/85215279305#tab=citedBy,Accounting,UWA Profiles and Research Repository (Pure),https://research-repository.uwa.edu.au/en/publications/does-taxaggressive-behavior-motivate-more-csr-engagement/
uwa-pub-3b0ae5c068061602,does-the-achilles-heel-of-guarantee-networks-drive-financial-dist,Does the Achilles heel of guarantee networks drive financial distress?,2023,Published - May 2023,https://research-repository.uwa.edu.au/en/publications/does-the-achilles-heel-of-guarantee-networks-drive-financial-dist/,10.1016/j.irfa.2023.102635,International Review of Financial Analysis,1057-5219,,1057-5219,87,,,"Yuan George Shan, Yirui Wang, Wuqing Wu, Weihao Zhen",1,Research output: Contribution to journal › Article › peer-review,false,https://www.scopus.com/pages/publications/85151537658#tab=citedBy,Accounting,UWA Profiles and Research Repository (Pure),https://research-repository.uwa.edu.au/en/publications/does-the-achilles-heel-of-guarantee-networks-drive-financial-dist/
uwa-pub-386c773e6b395a24,does-xbrl-benefit-financial-statement-auditing,Does XBRL Benefit Financial Statement Auditing?,2014,Published - 2014,https://research-repository.uwa.edu.au/en/publications/does-xbrl-benefit-financial-statement-auditing/,10.1080/08874417.2014.11645718,Journal of Computer Information Systems,0887-4417,,0887-4417,54,4,11-21,"Yuan George Shan, I. Troshani",1,Research output: Contribution to journal › Article › peer-review,false,https://www.scopus.com/pages/publications/84905021607#tab=citedBy,Accounting,UWA Profiles and Research Repository (Pure),https://research-repository.uwa.edu.au/en/publications/does-xbrl-benefit-financial-statement-auditing/
uwa-pub-8a46f452cda7629e,domestic-ai-competition-is-deepseek-a-competitor-or-catalyst-to-c,Domestic AI competition: Is DeepSeek a competitor or catalyst to Chinese AI firms?,2025,Published - Nov 2025,https://research-repository.uwa.edu.au/en/publications/domestic-ai-competition-is-deepseek-a-competitor-or-catalyst-to-c/,10.1016/j.frl.2025.108005,Finance Research Letters,1544-6123,,1544-6123,85,Part B,,"Jiaying Ge, Xing Yang",1,Research output: Contribution to journal › Article › peer-review,true,https://www.scopus.com/pages/publications/105011262185#tab=citedBy,Accounting,UWA Profiles and Research Repository (Pure),https://research-repository.uwa.edu.au/en/publications/domestic-ai-competition-is-deepseek-a-competitor-or-catalyst-to-c/
uwa-pub-69c503c942a2f598,earnings-management-in-australian-not-for-profit-disability-servi-2,Earnings Management in Australian Not-for-profit Disability Services,2022,Published - 3 Nov 2022,https://research-repository.uwa.edu.au/en/publications/earnings-management-in-australian-not-for-profit-disability-servi-2/,,,,,,,,,"David Gilchrist, Dane Etheridge, Frank Liu",2,Research output: Contribution to conference › Conference presentation/ephemera › peer-review,true,,Accounting,UWA Profiles and Research Repository (Pure),https://research-repository.uwa.edu.au/en/publications/earnings-management-in-australian-not-for-profit-disability-servi-2/
uwa-pub-9c1292756aa80c4c,earnings-management-in-australian-not-for-profit-disability-servi,Earnings Management in Australian Not-for-Profit Disability Services,2021,Published - 11 Jun 2021,https://research-repository.uwa.edu.au/en/publications/earnings-management-in-australian-not-for-profit-disability-servi/,,,,,,,,,"David Gilchrist, Dane Etheridge, Frank Liu",2,Research output: Working paper,true,,Accounting,UWA Profiles and Research Repository (Pure),https://research-repository.uwa.edu.au/en/publications/earnings-management-in-australian-not-for-profit-disability-servi/
uwa-pub-b08a67935a4657ef,economic-and-business-history-research-network-uwa-business-schoo,"Economic and Business History Research Network, UWA Business School: WA Economic History Summit 2022",2022,Published - 10 Nov 2022,https://research-repository.uwa.edu.au/en/publications/economic-and-business-history-research-network-uwa-business-schoo/,,,,,,,,,David Gilchrist,1,Research output: Contribution to conference › Other › peer-review,true,,Accounting,UWA Profiles and Research Repository (Pure),https://research-repository.uwa.edu.au/en/publications/economic-and-business-history-research-network-uwa-business-schoo/
uwa-pub-7361b2b87b36bb26,economic-thought-a-brief-history,Economic Thought: A Brief History,2019,Published - Nov 2019,https://research-repository.uwa.edu.au/en/publications/economic-thought-a-brief-history/,10.1177/1032373219871710,Accounting History,1032-3732,,1032-3732,24,4,614-615,David Gilchrist,1,Research output: Contribution to journal › Book/Film/Article review › peer-review,true,,Accounting,UWA Profiles and Research Repository (Pure),https://research-repository.uwa.edu.au/en/publications/economic-thought-a-brief-history/
uwa-pub-4224b15f2d9d3ec0,edith-cowan-university-school-of-education-seminar-not-for-profit,Edith Cowan University School of Education Seminar: Not-for-profit & Charitable Sector - Some Comments on Research,2022,Published - 31 Aug 2022,https://research-repository.uwa.edu.au/en/publications/edith-cowan-university-school-of-education-seminar-not-for-profit/,,,,,,,,,"David Gilchrist, Sarah Jefferson",1,Research output: Contribution to conference › Conference presentation/ephemera,true,,Accounting,UWA Profiles and Research Repository (Pure),https://research-repository.uwa.edu.au/en/publications/edith-cowan-university-school-of-education-seminar-not-for-profit/
uwa-pub-31e34cf6754acfe2,editorial-third-sector-review-2,Editorial - Third Sector Review,2025,Published - 22 Jul 2025,https://research-repository.uwa.edu.au/en/publications/editorial-third-sector-review-2/,,Third Sector Review,1839-5937,,1839-5937,30,1,1-2,David Gilchrist,1,Research output: Contribution to journal › Editorial,true,,Accounting,UWA Profiles and Research Repository (Pure),https://research-repository.uwa.edu.au/en/publications/editorial-third-sector-review-2/
uwa-pub-a8e356c7b7b4ff7b,editorial-third-sector-review-3,Editorial - Third Sector Review,2025,Published - 19 Dec 2025,https://research-repository.uwa.edu.au/en/publications/editorial-third-sector-review-3/,,Third Sector Review,1323-9163,,1323-9163,31,2,1-2,David Gilchrist,1,Research output: Contribution to journal › Editorial › peer-review,true,,Accounting,UWA Profiles and Research Repository (Pure),https://research-repository.uwa.edu.au/en/publications/editorial-third-sector-review-3/
uwa-pub-c1de412f3816b572,editorial-third-sector-review,Editorial - Third Sector Review,2020,Published - 2020,https://research-repository.uwa.edu.au/en/publications/editorial-third-sector-review/,,Third Sector Review,1323-9163,,1323-9163,26,1,1-4,David Gilchrist,1,Research output: Contribution to journal › Editorial,true,,Accounting,UWA Profiles and Research Repository (Pure),https://research-repository.uwa.edu.au/en/publications/editorial-third-sector-review/
uwa-pub-bef770412a95d5b9,effect-of-board-composition-and-ownership-characteristics-on-frau,Effect of board composition and ownership characteristics on fraud Evidence from Malaysian listed companies,2013,Published - 2013,https://research-repository.uwa.edu.au/en/publications/effect-of-board-composition-and-ownership-characteristics-on-frau/,10.5367/sear.2013.0149,South East Asia Research,0967-828X,,0967-828X,21,2,323-342,"Yuan George Shan, C. Graves, H.H. Ali",1,Research output: Contribution to journal › Article › peer-review,false,https://www.scopus.com/pages/publications/84880242695#tab=citedBy,Accounting,UWA Profiles and Research Repository (Pure),https://research-repository.uwa.edu.au/en/publications/effect-of-board-composition-and-ownership-characteristics-on-frau/
uwa-pub-4b7332de5f7e6ffd,effect-of-transformational-leadership-style-and-management-contro,Effect of transformational-leadership style and management control system on managerial performance,2017,Published - 1 Jan 2017,https://research-repository.uwa.edu.au/en/publications/effect-of-transformational-leadership-style-and-management-contro/,10.1016/j.jbusres.2016.08.018,Journal of Business Research,0148-2963,,0148-2963,70,,202-213,"Thi Thu Nguyen, Lokman Mia, Lanita Winata, Vincent K. Chong",1,Research output: Contribution to journal › Article › peer-review,false,https://www.scopus.com/pages/publications/85027918525#tab=citedBy,Accounting,UWA Profiles and Research Repository (Pure),https://research-repository.uwa.edu.au/en/publications/effect-of-transformational-leadership-style-and-management-contro/
uwa-pub-f532a8de364d290c,effects-of-auditors-ethical-orientation-and-self-interest-indepen,Effects of Auditors' Ethical Orientation and Self-Interest Independence Threat on the Mediating Role of Moral Intensity and Ethical Decision-Making Process,2017,Published - 1 Mar 2017,https://research-repository.uwa.edu.au/en/publications/effects-of-auditors-ethical-orientation-and-self-interest-indepen/,10.1111/ijau.12080,International Journal of Auditing,1090-6738,,1090-6738,21,1,38-58,"Razana Juhaida Johari, Zuraidah Mohd-Sanusi, Vincent K. Chong",1,Research output: Contribution to journal › Article › peer-review,false,https://www.scopus.com/pages/publications/85012202880#tab=citedBy,Accounting,UWA Profiles and Research Repository (Pure),https://research-repository.uwa.edu.au/en/publications/effects-of-auditors-ethical-orientation-and-self-interest-indepen/
uwa-pub-8411d270aa68207a,egyptian-online-seminars-in-business-accounting-and-economics-dec,"Egyptian Online Seminars in Business, Accounting and Economics - Decision Usefulness: A Re-Examination of the Information Needs of Nonprofit GPFR Users",2021,Published - 29 Oct 2021,https://research-repository.uwa.edu.au/en/publications/egyptian-online-seminars-in-business-accounting-and-economics-dec/,,,,,,,,,David Gilchrist,1,Research output: Contribution to conference › Conference presentation/ephemera,false,,Accounting,UWA Profiles and Research Repository (Pure),https://research-repository.uwa.edu.au/en/publications/egyptian-online-seminars-in-business-accounting-and-economics-dec/
uwa-pub-4dd18bbf03c39798,empires-of-the-sky-determinants-of-global-airlines-accounting-pol,Empires of the Sky: Determinants of Global Airlines¿ Accounting-Policy Choices,2002,Published - 2002,https://research-repository.uwa.edu.au/en/publications/empires-of-the-sky-determinants-of-global-airlines-accounting-pol/,,The International Journal of Accounting,0020-7063,,0020-7063,37,3,277-299,"C.W. Tan, G. Tower, Phil Hancock, R. Taplin",1,Research output: Contribution to journal › Article › peer-review,false,https://www.scopus.com/pages/publications/0036389591#tab=citedBy,Accounting,UWA Profiles and Research Repository (Pure),https://research-repository.uwa.edu.au/en/publications/empires-of-the-sky-determinants-of-global-airlines-accounting-pol/
uwa-pub-28fe920417a3d9d3,enhancing-the-effectiveness-of-student-oral-presentations-a-novel,Enhancing the Effectiveness of Student Oral Presentations: A Novel Approach for F2F and Online Learning Environments,2021,Published - 8 Jul 2021,https://research-repository.uwa.edu.au/en/publications/enhancing-the-effectiveness-of-student-oral-presentations-a-novel/,,,,,,,,,Glen Hutchings,1,Research output: Contribution to conference › Conference presentation/ephemera,false,,Accounting,UWA Profiles and Research Repository (Pure),https://research-repository.uwa.edu.au/en/publications/enhancing-the-effectiveness-of-student-oral-presentations-a-novel/
uwa-pub-7c5c83369e33dc4e,environmental-disclosures-on-corporate-web-sites-a-singapore-pers,Environmental Disclosures on Corporate Web Sites: A Singapore Perspective,2006,Published - 2006,https://research-repository.uwa.edu.au/en/publications/environmental-disclosures-on-corporate-web-sites-a-singapore-pers/,,,,,,1,,on--line,"Phil Hancock, M. Purushothaman, A. Brown, A. Scharl",1,Research output: Chapter in Book/Conference paper › Conference paper › peer-review,false,,Accounting,UWA Profiles and Research Repository (Pure),https://research-repository.uwa.edu.au/en/publications/environmental-disclosures-on-corporate-web-sites-a-singapore-pers/
uwa-pub-da62d6bd21fd4ad2,escalation-of-commitment-to-unprofitable-projects-an-experimental,Escalation of commitment to unprofitable projects: An experimental investigation of the effect of conformity pressure and self-esteem,2010,Published - 2010,https://research-repository.uwa.edu.au/en/publications/escalation-of-commitment-to-unprofitable-projects-an-experimental/,,"Accounting, Accountability and Performance",1445-954X,,1445-954X,16,1-2,1-23,"Vincent Chong, I. Syarifuddin",1,Research output: Contribution to journal › Article › peer-review,false,,Accounting,UWA Profiles and Research Repository (Pure),https://research-repository.uwa.edu.au/en/publications/escalation-of-commitment-to-unprofitable-projects-an-experimental/
uwa-pub-fe8f3447de11570d,esg-competitiveness-and-corporate-branding,ESG Competitiveness and Corporate Branding,2024,Published - 4 Dec 2024,https://research-repository.uwa.edu.au/en/publications/esg-competitiveness-and-corporate-branding/,,,,,,,,678,"Fang Liu, Vincent Chong, Mingzhou (Stanley) Yu",3,Research output: Contribution to conference › Abstract › peer-review,true,,Accounting,UWA Profiles and Research Repository (Pure),https://research-repository.uwa.edu.au/en/publications/esg-competitiveness-and-corporate-branding/
uwa-pub-fab7b0da565acc82,evaluation-one-step-removed-the-governmentnot-for-profit-performa,Evaluation one step removed: The government/not-for-profit performance nexus,2020,Published - 8 Oct 2020,https://research-repository.uwa.edu.au/en/publications/evaluation-one-step-removed-the-governmentnot-for-profit-performa/,10.4324/9781003005162-5,,,,,,,60--76,"David Gilchrist, Peter Wilkins",1,Research output: Chapter in Book/Conference paper › Chapter › peer-review,false,,Accounting,UWA Profiles and Research Repository (Pure),https://research-repository.uwa.edu.au/en/publications/evaluation-one-step-removed-the-governmentnot-for-profit-performa/
uwa-pub-914721526b542fb1,exemplar-annual-funded-sector-report,Exemplar Annual Funded Sector Report,2014,Published - 2014,https://research-repository.uwa.edu.au/en/publications/exemplar-annual-funded-sector-report/,,,,,,,,,"David Gilchrist, Penelope Knight",1,Research output: Working paper › Discussion paper,false,,Accounting,UWA Profiles and Research Repository (Pure),https://research-repository.uwa.edu.au/en/publications/exemplar-annual-funded-sector-report/
uwa-pub-b23ab76ec3612a63,external-auditors-evaluation-of-a-managements-experts-credibility,External auditors' evaluation of a management's expert's credibility: Evidence from Australia,2020,Published - 1 Mar 2020,https://research-repository.uwa.edu.au/en/publications/external-auditors-evaluation-of-a-managements-experts-credibility/,10.1111/ijau.12181,International Journal of Auditing,1099-1123,,1099-1123,24,1,90-109,"Prerana Agrawal, Ann Tarca, David Woodliff",3,Research output: Contribution to journal › Article › peer-review,false,https://www.scopus.com/pages/publications/85078778082#tab=citedBy,Accounting,UWA Profiles and Research Repository (Pure),https://research-repository.uwa.edu.au/en/publications/external-auditors-evaluation-of-a-managements-experts-credibility/
uwa-pub-fbd9088e48ae484b,external-auditors-reliance-on-managements-experts-evidence-from-a,External auditors’ reliance on management’s experts: evidence from Australia,2018,Unpublished - 2018,https://research-repository.uwa.edu.au/en/publications/external-auditors-reliance-on-managements-experts-evidence-from-a/,10.4225/23/5b346ec84894f,,,,,,,,Prerana Agrawal,1,Research output: Thesis › Doctoral Thesis,false,,Accounting,UWA Profiles and Research Repository (Pure),https://research-repository.uwa.edu.au/en/publications/external-auditors-reliance-on-managements-experts-evidence-from-a/
uwa-pub-d601dec12d8108bc,external-auditors-reliance-on-managements-experts-the-effects-of-,External auditors' reliance on management's experts: The effects of an early-stage conversation and past auditor–client relationship,2021,Published - Mar 2021,https://research-repository.uwa.edu.au/en/publications/external-auditors-reliance-on-managements-experts-the-effects-of-/,10.1111/ijau.12215,International Journal of Auditing,1090-6738,,1090-6738,25,1,166-187,"Prerana Agrawal, Isabel Z. Wang, David Woodliff",2,Research output: Contribution to journal › Article › peer-review,false,https://www.scopus.com/pages/publications/85099052054#tab=citedBy,Accounting,UWA Profiles and Research Repository (Pure),https://research-repository.uwa.edu.au/en/publications/external-auditors-reliance-on-managements-experts-the-effects-of-/
uwa-pub-7ddb4a4327402389,factors-influencing-voluntary-corporate-disclosure-by-kenyan-comp,Factors Influencing Voluntary Corporate Disclosure by Kenyan Companies,2006,Published - 2006,https://research-repository.uwa.edu.au/en/publications/factors-influencing-voluntary-corporate-disclosure-by-kenyan-comp/,10.1111/j.1467-8683.2006.00491.x,Corporate Governance: An International Review,0964-8410,,0964-8410,14,2,107-125,"D.G. Barako, Phil Hancock, Izan Izan",2,Research output: Contribution to journal › Article › peer-review,false,https://www.scopus.com/pages/publications/33644745549#tab=citedBy,Accounting,UWA Profiles and Research Repository (Pure),https://research-repository.uwa.edu.au/en/publications/factors-influencing-voluntary-corporate-disclosure-by-kenyan-comp/
uwa-pub-119fa2085dcabe3e,fair-value-accounting-for-all-financial-instruments-perceptions-f,Fair Value Accounting for All Financial Instruments: Perceptions from Managers of Australian Financial Institutions,2005,Published - 2005,https://research-repository.uwa.edu.au/en/publications/fair-value-accounting-for-all-financial-instruments-perceptions-f/,,Australian Accounting Review,1035-6908,,1035-6908,15,2,79-88,"R.C.W. Tan, Phil Hancock, R. Taplin, G. Tower",1,Research output: Contribution to journal › Article › peer-review,false,https://www.scopus.com/pages/publications/77954419344#tab=citedBy,Accounting,UWA Profiles and Research Repository (Pure),https://research-repository.uwa.edu.au/en/publications/fair-value-accounting-for-all-financial-instruments-perceptions-f/
uwa-pub-8ff768731ce43694,fair-value-accounting-for-all-financial-instruments-user-views,Fair Value Accounting for All Financial Instruments - User Views,2003,Published - 2003,https://research-repository.uwa.edu.au/en/publications/fair-value-accounting-for-all-financial-instruments-user-views/,,,,,,1,,1--30,"C.W. Tan, G. Tower, Phil Hancock, R. Taplin",1,Research output: Chapter in Book/Conference paper › Conference paper,false,,Accounting,UWA Profiles and Research Repository (Pure),https://research-repository.uwa.edu.au/en/publications/fair-value-accounting-for-all-financial-instruments-user-views/
uwa-pub-89c7b68bb4551467,female-board-representation-and-the-adoption-of-corporate-social-,Female board representation and the adoption of corporate social responsibility criteria in executive compensation contracts: International evidence,2023,Published - Jan 2023,https://research-repository.uwa.edu.au/en/publications/female-board-representation-and-the-adoption-of-corporate-social-/,10.1016/j.intfin.2022.101685,"Journal of International Financial Markets, Institutions and Money",1042-4431,,1042-4431,82,,,"Simeng Liu, Kun Tracy Wang, Sonali Walpola",1,Research output: Contribution to journal › Article › peer-review,false,https://www.scopus.com/pages/publications/85144330934#tab=citedBy,Accounting,UWA Profiles and Research Repository (Pure),https://research-repository.uwa.edu.au/en/publications/female-board-representation-and-the-adoption-of-corporate-social-/
uwa-pub-2e6c87b41f5b86c4,financial-accounting-a-conceptual-approach,financial accounting: a conceptual approach,2010,Published - 2010,https://research-repository.uwa.edu.au/en/publications/financial-accounting-a-conceptual-approach/,,,,,,,,,"M. Bazley, Phil Hancock, S. Porter",1,Research output: Book/Report › Book,false,,Accounting,UWA Profiles and Research Repository (Pure),https://research-repository.uwa.edu.au/en/publications/financial-accounting-a-conceptual-approach/
uwa-pub-f9ccd7d956826010,financial-reporting-in-nfps,Financial Reporting in NFPs,2009,Published - 2009,https://research-repository.uwa.edu.au/en/publications/financial-reporting-in-nfps/,,National Accountant,1039-608X,,1039-608X,24,6,,David Gilchrist,1,Research output: Contribution to journal › Article,false,,Accounting,UWA Profiles and Research Repository (Pure),https://research-repository.uwa.edu.au/en/publications/financial-reporting-in-nfps/
uwa-pub-b4c16aa41a1ff8ff,financial-strategic-alliance-and-corporate-risk-taking-evidence-f,Financial Strategic Alliance and Corporate Risk-Taking: Evidence From China,2025,E-pub ahead of print - 28 Dec 2025,https://research-repository.uwa.edu.au/en/publications/financial-strategic-alliance-and-corporate-risk-taking-evidence-f/,10.1111/acfi.70158,Accounting and Finance,0810-5391,,0810-5391,,,,"Wencheng Cao, Yuan George Shan",1,Research output: Contribution to journal › Article › peer-review,false,https://www.scopus.com/pages/publications/105026069586,Accounting,UWA Profiles and Research Repository (Pure),https://research-repository.uwa.edu.au/en/publications/financial-strategic-alliance-and-corporate-risk-taking-evidence-f/
uwa-pub-e04cc09beaf10560,firm-strategy-and-ceovp-pay-differentials-in-equity-compensation,Firm Strategy and CEO−VP Pay Differentials in Equity Compensation,2024,Published - 2024,https://research-repository.uwa.edu.au/en/publications/firm-strategy-and-ceovp-pay-differentials-in-equity-compensation/,10.1080/09638180.2022.2119153,European Accounting Review,0963-8180,,0963-8180,33,3,797-823,"Margaret A. Abernethy, Yunhe Dong, Yu Flora Kuang, Bo Qin, Xing Yang",1,Research output: Contribution to journal › Article › peer-review,false,https://www.scopus.com/pages/publications/85138343690,Accounting,UWA Profiles and Research Repository (Pure),https://research-repository.uwa.edu.au/en/publications/firm-strategy-and-ceovp-pay-differentials-in-equity-compensation/
uwa-pub-83fc734cffdb3e2d,first-a-ifrs-now-a-reduced-disclosure-reporting-regime-in-the-aus,"First A-IFRS, Now a Reduced Disclosure Reporting Regime in the Australian Public Sector: Gain or Just More Pain?",2011,Published - 2011,https://research-repository.uwa.edu.au/en/publications/first-a-ifrs-now-a-reduced-disclosure-reporting-regime-in-the-aus/,,,,,,,,,"Robyn Pilcher, David Gilchrist, John Evans",1,Research output: Chapter in Book/Conference paper › Conference paper › peer-review,false,,Accounting,UWA Profiles and Research Repository (Pure),https://research-repository.uwa.edu.au/en/publications/first-a-ifrs-now-a-reduced-disclosure-reporting-regime-in-the-aus/
