university,source,last_run,latest_year,record_count
University of Queensland,Crossref,2026-09-01T07:59:28.452201+00:00,,42
University of Queensland,ORCID,2026-09-01T07:59:28.452201+00:00,1995.0,138
University of Queensland,OpenAlex,2026-09-01T07:59:28.452201+00:00,2017.0,98
University of Queensland,UQ eSpace,2026-09-01T07:59:28.452201+00:00,2026.0,889
