university,source,last_run,latest_year,record_count
Australian National University,ANU staff profile,2026-09-19T13:08:18.577317+00:00,2026,426
Australian National University,Crossref,2026-09-19T13:08:18.577317+00:00,2026,33
Australian National University,ORCID,2026-09-19T13:08:18.577317+00:00,2026,295
Australian National University,OpenAlex,2026-09-19T13:08:18.577317+00:00,2026,182
