name,job_title,academic_level,field_of_research,profile_url,university,orcid,title,doi,author_count,year,article_url,source,citation_percentile,journal_name,issn,quality_rank,impact_factor
Alex Yang,Lecturer,B,Accounting,https://research-repository.uwa.edu.au/en/persons/alex-yang-2/,UWA,0000-0003-1973-260X,Parent-subsidiary dispersion and ESG rating disparities: evidence from China,10.1080/00014788.2025.2518082,4,2026,https://research-repository.uwa.edu.au/en/publications/parent-subsidiary-dispersion-and-esg-rating-disparities-evidence-/,pure,,Accounting and Business Research,0001-4788,,
Alex Yang,Lecturer,B,Accounting,https://research-repository.uwa.edu.au/en/persons/alex-yang-2/,UWA,0000-0003-1973-260X,AI competition and firm value: Evidence from DeepSeek's disruption,10.1016/j.frl.2025.107447,1,2025,https://research-repository.uwa.edu.au/en/publications/ai-competition-and-firm-value-evidence-from-deepseeks-disruption/,pure,,Finance Research Letters,1544-6123,,
Alex Yang,Lecturer,B,Accounting,https://research-repository.uwa.edu.au/en/persons/alex-yang-2/,UWA,0000-0003-1973-260X,Domestic AI competition: Is DeepSeek a competitor or catalyst to Chinese AI firms?,10.1016/j.frl.2025.108005,2,2025,https://research-repository.uwa.edu.au/en/publications/domestic-ai-competition-is-deepseek-a-competitor-or-catalyst-to-c/,pure,,Finance Research Letters,1544-6123,,
Alex Yang,Lecturer,B,Accounting,https://research-repository.uwa.edu.au/en/persons/alex-yang-2/,UWA,0000-0003-1973-260X,Taming the dragon: stock exchange comment letters and earnings volatility,10.1080/00014788.2024.2361607,4,2025,https://research-repository.uwa.edu.au/en/publications/taming-the-dragon-stock-exchange-comment-letters-and-earnings-vol/,pure,,Accounting and Business Research,0001-4788,,
Alex Yang,Lecturer,B,Accounting,https://research-repository.uwa.edu.au/en/persons/alex-yang-2/,UWA,0000-0003-1973-260X,The effect of internal control quality and internal control disclosure regulation on executive perks: A quasi natural experiment from China,10.1111/ijau.12350,2,2025,https://research-repository.uwa.edu.au/en/publications/the-effect-of-internal-control-quality-and-internal-control-discl/,pure,,International Journal of Auditing,1090-6738,,
Alex Yang,Lecturer,B,Accounting,https://research-repository.uwa.edu.au/en/persons/alex-yang-2/,UWA,0000-0003-1973-260X,"Cash, crisis, and capers: The UK's cashbox policy during COVID-19",10.1016/j.econlet.2024.111760,4,2024,https://research-repository.uwa.edu.au/en/publications/cash-crisis-and-capers-the-uks-cashbox-policy-during-covid-19/,pure,,Economics Letters,0165-1765,,
Alex Yang,Lecturer,B,Accounting,https://research-repository.uwa.edu.au/en/persons/alex-yang-2/,UWA,0000-0003-1973-260X,Firm Strategy and CEO−VP Pay Differentials in Equity Compensation,10.1080/09638180.2022.2119153,1,2024,https://research-repository.uwa.edu.au/en/publications/firm-strategy-and-ceovp-pay-differentials-in-equity-compensation/,pure,,European Accounting Review,0963-8180,,
Alex Yang,Lecturer,B,Accounting,https://research-repository.uwa.edu.au/en/persons/alex-yang-2/,UWA,0000-0003-1973-260X,Investing while lending: Do index funds improve managerial information disclosure?,10.1016/j.irfa.2024.103247,4,2024,https://research-repository.uwa.edu.au/en/publications/investing-while-lending-do-index-funds-improve-managerial-informa/,pure,,International Review of Financial Analysis,1057-5219,,
Alex Yang,Lecturer,B,Accounting,https://research-repository.uwa.edu.au/en/persons/alex-yang-2/,UWA,0000-0003-1973-260X,"Vertical pay disparity, traditional Chinese culture, and employee productivity",10.1016/j.mar.2024.100902,1,2024,https://research-repository.uwa.edu.au/en/publications/vertical-pay-disparity-traditional-chinese-culture-and-employee-p/,pure,,Management Accounting Research,1044-5005,,
Alex Yang,Lecturer,B,Accounting,https://research-repository.uwa.edu.au/en/persons/alex-yang-2/,UWA,0000-0003-1973-260X,The impact of social trust on loan grants and default risk: Evidence from China's regional commercial banks during branching policy changes,10.1016/j.econlet.2023.111218,4,2023,https://research-repository.uwa.edu.au/en/publications/the-impact-of-social-trust-on-loan-grants-and-default-risk-eviden/,pure,,Economics Letters,0165-1765,,
Alex Yang,Lecturer,B,Accounting,https://research-repository.uwa.edu.au/en/persons/alex-yang-2/,UWA,0000-0003-1973-260X,We are under attack: Terrorist attacks and director turnover,10.1016/j.bar.2022.101150,1,2023,https://research-repository.uwa.edu.au/en/publications/we-are-under-attack-terrorist-attacks-and-director-turnover/,pure,,British Accounting Review,0890-8389,,
Alex Zhang,Lecturer,B,Accounting,https://research-repository.uwa.edu.au/en/persons/alex-zhang/,UWA,0000-0003-2089-0365,Do students have satisfying educational experiences at sustainable universities? Evidence from Australian universities,10.1016/j.bar.2025.101649,2,2026,https://research-repository.uwa.edu.au/en/publications/do-students-have-satisfying-educational-experiences-at-sustainabl/,pure,,The British Accounting Review,0890-8389,,
Alex Zhang,Lecturer,B,Accounting,https://research-repository.uwa.edu.au/en/persons/alex-zhang/,UWA,0000-0003-2089-0365,Does artificial intelligence mitigate climate change exposure?,10.1016/j.jbankfin.2025.107623,3,2026,https://research-repository.uwa.edu.au/en/publications/does-artificial-intelligence-mitigate-climate-change-exposure/,pure,,Journal of Banking & Finance,1872-6372,,
Alex Zhang,Lecturer,B,Accounting,https://research-repository.uwa.edu.au/en/persons/alex-zhang/,UWA,0000-0003-2089-0365,Is internal carbon pricing an agent of change in the green transition?,10.1016/j.bar.2025.101776,2,2026,https://research-repository.uwa.edu.au/en/publications/is-internal-carbon-pricing-an-agent-of-change-in-the-green-transi/,pure,,The British Accounting Review,0890-8389,,
Alex Zhang,Lecturer,B,Accounting,https://research-repository.uwa.edu.au/en/persons/alex-zhang/,UWA,0000-0003-2089-0365,A global study of climate uncertainty and carbon assurance,10.1016/j.bar.2024.101425,2,2025,https://research-repository.uwa.edu.au/en/publications/a-global-study-of-climate-uncertainty-and-carbon-assurance/,pure,,British Accounting Review,0890-8389,,
Alex Zhang,Lecturer,B,Accounting,https://research-repository.uwa.edu.au/en/persons/alex-zhang/,UWA,0000-0003-2089-0365,Artificial intelligence innovation and stock price crash risk,10.1111/jfir.12424,4,2025,https://research-repository.uwa.edu.au/en/publications/artificial-intelligence-innovation-and-stock-price-crash-risk/,pure,,Journal of Financial Research,0270-2592,,
Alex Zhang,Lecturer,B,Accounting,https://research-repository.uwa.edu.au/en/persons/alex-zhang/,UWA,0000-0003-2089-0365,Carbon Management Ability and Climate Risk Exposure: An International Investigation,10.1016/j.jbankfin.2025.107415,3,2025,https://research-repository.uwa.edu.au/en/publications/carbon-management-ability-and-climate-risk-exposure-an-internatio/,pure,,Journal of Banking & Finance,0378-4266,,
Alex Zhang,Lecturer,B,Accounting,https://research-repository.uwa.edu.au/en/persons/alex-zhang/,UWA,0000-0003-2089-0365,Carbon Management System and Firm Operational Efficiency,10.1111/acfi.70086,4,2025,https://research-repository.uwa.edu.au/en/publications/carbon-management-system-and-firm-operational-efficiency/,pure,,Accounting and Finance,0810-5391,,
Alex Zhang,Lecturer,B,Accounting,https://research-repository.uwa.edu.au/en/persons/alex-zhang/,UWA,0000-0003-2089-0365,Climate Risk and Stock Price Crash: The Role of Text-Based Carbon Disclosure,10.1111/acfi.70034,4,2025,https://research-repository.uwa.edu.au/en/publications/climate-risk-and-stock-price-crash-the-role-of-text-based-carbon-/,pure,,Accounting & Finance,0810-5391,,
Alex Zhang,Lecturer,B,Accounting,https://research-repository.uwa.edu.au/en/persons/alex-zhang/,UWA,0000-0003-2089-0365,Discretionary tone in reward-based crowdfunding: Do project owners talk their way to success?,10.1016/j.bar.2024.101433,3,2025,https://research-repository.uwa.edu.au/en/publications/discretionary-tone-in-reward-based-crowdfunding-do-project-owners/,pure,,The British Accounting Review,0890-8389,,
Alex Zhang,Lecturer,B,Accounting,https://research-repository.uwa.edu.au/en/persons/alex-zhang/,UWA,0000-0003-2089-0365,Social capital and cost of debt: Evidence from Chinese CEO network centrality,10.1016/j.ememar.2024.101131,2,2024,https://research-repository.uwa.edu.au/en/publications/social-capital-and-cost-of-debt-evidence-from-chinese-ceo-network/,pure,,Emerging Markets Review,1566-0141,,
Alex Zhang,Lecturer,B,Accounting,https://research-repository.uwa.edu.au/en/persons/alex-zhang/,UWA,0000-0003-2089-0365,What accounts for the effect of sustainability engagement on stock price crash risk during the COVID-19 pandemic—Agency theory or legitimacy theory?,10.1016/j.irfa.2024.103167,3,2024,https://research-repository.uwa.edu.au/en/publications/what-accounts-for-the-effect-of-sustainability-engagement-on-stoc/,pure,,International Review of Financial Analysis,1057-5219,,
Alex Zhang,Lecturer,B,Accounting,https://research-repository.uwa.edu.au/en/persons/alex-zhang/,UWA,0000-0003-2089-0365,Analyst forecast quality and corporate social responsibility: The mediation effect of corporate governance,10.1108/medar-02-2021-1200,1,2023,https://research-repository.uwa.edu.au/en/publications/analyst-forecast-quality-and-corporate-social-responsibility-the-/,pure,,Meditari Accountancy Research,2049-372X,,
Alex Zhang,Lecturer,B,Accounting,https://research-repository.uwa.edu.au/en/persons/alex-zhang/,UWA,0000-0003-2089-0365,Blockchain and Sustainability Disclosure: A Scenario-Based Application for Supply Chains,10.3390/su15010571,3,2023,https://research-repository.uwa.edu.au/en/publications/blockchain-and-sustainability-disclosure-a-scenario-based-applica/,pure,,Sustainability (Switzerland),2071-1050,,
Alex Zhang,Lecturer,B,Accounting,https://research-repository.uwa.edu.au/en/persons/alex-zhang/,UWA,0000-0003-2089-0365,Corporate social responsibility and bank liquidity creation,10.1111/jfir.12322,4,2023,https://research-repository.uwa.edu.au/en/publications/corporate-social-responsibility-and-bank-liquidity-creation/,pure,,Journal of Financial Research,0270-2592,,
Alex Zhang,Lecturer,B,Accounting,https://research-repository.uwa.edu.au/en/persons/alex-zhang/,UWA,0000-0003-2089-0365,Spatial variability and temporal patterns of internal price of carbon: A transitional management perspective,10.1108/medar-06-2021-1357,2,2023,https://research-repository.uwa.edu.au/en/publications/spatial-variability-and-temporal-patterns-of-internal-price-of-ca/,pure,,Meditari Accountancy Research,2049-372X,,
Alex Zhang,Lecturer,B,Accounting,https://research-repository.uwa.edu.au/en/persons/alex-zhang/,UWA,0000-0003-2089-0365,Does corporate social responsibility affect risk spillovers between the carbon emissions trading market and the stock market?,10.1016/j.jclepro.2022.132330,4,2022,https://research-repository.uwa.edu.au/en/publications/does-corporate-social-responsibility-affect-risk-spillovers-betwe/,pure,,Journal of Cleaner Production,0959-6526,,
Alex Zhang,Lecturer,B,Accounting,https://research-repository.uwa.edu.au/en/persons/alex-zhang/,UWA,0000-0003-2089-0365,Does sustainability reporting promote university ranking? Australian and New Zealand evidence,10.1108/medar-11-2020-1060,1,2022,https://research-repository.uwa.edu.au/en/publications/does-sustainability-reporting-promote-university-ranking-australi/,pure,,Meditari Accountancy Research,2049-372X,,
Alex Zhang,Lecturer,B,Accounting,https://research-repository.uwa.edu.au/en/persons/alex-zhang/,UWA,0000-0003-2089-0365,Web-Crawling Architecture in Accounting and Finance Research,10.1080/08874417.2021.1931983,2,2022,https://research-repository.uwa.edu.au/en/publications/web-crawling-architecture-in-accounting-and-finance-research/,pure,,Journal of Computer Information Systems,0887-4417,,
Alex Zhang,Lecturer,B,Accounting,https://research-repository.uwa.edu.au/en/persons/alex-zhang/,UWA,0000-0003-2089-0365,"Australian, malaysian and indonesian accounting academics’ teaching experiences during the COVID-19 pandemic",10.14453/aabfj.v15i2.7,1,2021,https://research-repository.uwa.edu.au/en/publications/australian-malaysian-and-indonesian-accounting-academics-teaching/,pure,,"Australasian Accounting, Business and Finance Journal",1834-2000,,
Alex Zhang,Lecturer,B,Accounting,https://research-repository.uwa.edu.au/en/persons/alex-zhang/,UWA,0000-0003-2089-0365,"CSR, Media and Stock Illiquidity: Evidence from Chinese Listed Financial Firms",10.1016/j.frl.2020.101809,2,2021,https://research-repository.uwa.edu.au/en/publications/csr-media-and-stock-illiquidity-evidence-from-chinese-listed-fina/,pure,,Finance Research Letters,1544-6123,,
Alex Zhang,Lecturer,B,Accounting,https://research-repository.uwa.edu.au/en/persons/alex-zhang/,UWA,0000-0003-2089-0365,How does news flow affect cross-market volatility spillovers? Evidence from China's stock index futures and spot markets,10.1016/j.iref.2021.01.003,3,2021,https://research-repository.uwa.edu.au/en/publications/how-does-news-flow-affect-cross-market-volatility-spillovers-evid/,pure,,International Review of Economics and Finance,1059-0560,,
Alex Zhang,Lecturer,B,Accounting,https://research-repository.uwa.edu.au/en/persons/alex-zhang/,UWA,0000-0003-2089-0365,The impact of COVID-19 on the efficiency of microfinance institutions,10.1016/j.iref.2020.09.016,2,2021,https://research-repository.uwa.edu.au/en/publications/the-impact-of-covid-19-on-the-efficiency-of-microfinance-institut/,pure,,International Review of Economics and Finance,1059-0560,,
Alex Zhang,Lecturer,B,Accounting,https://research-repository.uwa.edu.au/en/persons/alex-zhang/,UWA,0000-0003-2089-0365,The impact of managerial ownership on carbon transparency: Australian evidence,10.1016/j.jclepro.2021.128480,1,2021,https://research-repository.uwa.edu.au/en/publications/the-impact-of-managerial-ownership-on-carbon-transparency-austral/,pure,,Journal of Cleaner Production,0959-6526,,
Alex Zhang,Lecturer,B,Accounting,https://research-repository.uwa.edu.au/en/persons/alex-zhang/,UWA,0000-0003-2089-0365,Corporate sustainability disclosure’s importance in China: financial analysts’ perception,10.1108/srj-10-2018-0272,2,2020,https://research-repository.uwa.edu.au/en/publications/corporate-sustainability-disclosures-importance-in-china-financia/,pure,,Social Responsibility Journal,1747-1117,,
Alex Zhang,Lecturer,B,Accounting,https://research-repository.uwa.edu.au/en/persons/alex-zhang/,UWA,0000-0003-2089-0365,Trade interdependence and comparative advantage between China and countries along the Belt and Road,10.1142/9789811212239_0003,4,2020,https://research-repository.uwa.edu.au/en/publications/trade-interdependence-and-comparative-advantage-between-china-and/,pure,,,,,
Alex Zhang,Lecturer,B,Accounting,https://research-repository.uwa.edu.au/en/persons/alex-zhang/,UWA,0000-0003-2089-0365,Does sustainability engagement affect stock return volatility? Evidence from the Chinese financial market,10.3390/su10103361,2,2018,https://research-repository.uwa.edu.au/en/publications/does-sustainability-engagement-affect-stock-return-volatility-evi/,pure,,Sustainability (Switzerland),2071-1050,,
Alex Zhang,Lecturer,B,Accounting,https://research-repository.uwa.edu.au/en/persons/alex-zhang/,UWA,0000-0003-2089-0365,Perceived importance of corporate sustainability disclosure: Evidence from China,10.1007/978-3-319-71449-3_13,2,2018,https://research-repository.uwa.edu.au/en/publications/perceived-importance-of-corporate-sustainability-disclosure-evide/,pure,,,,,
Alex Zhang,Lecturer,B,Accounting,https://research-repository.uwa.edu.au/en/persons/alex-zhang/,UWA,0000-0003-2089-0365,RMB exchange rates and volatility spillover across financial markets in China and Japan,10.3390/risks6040120,3,2018,https://research-repository.uwa.edu.au/en/publications/rmb-exchange-rates-and-volatility-spillover-across-financial-mark/,pure,,Risks,2227-9091,,
Alex Zhang,Lecturer,B,Accounting,https://research-repository.uwa.edu.au/en/persons/alex-zhang/,UWA,0000-0003-2089-0365,The perceptions and challenges of corporate sustainability reporting in China,10.1007/978-981-287-499-3_7,2,2015,https://research-repository.uwa.edu.au/en/publications/the-perceptions-and-challenges-of-corporate-sustainability-report/,pure,,,,,
Collette Chesters,Lecturer,B,Accounting,https://research-repository.uwa.edu.au/en/persons/collette-chesters/,UWA,0009-0006-4135-7219,The Business of Doing Good: An Australasian Perspective on Corporate Philanthropy,,2,2008,https://research-repository.uwa.edu.au/en/publications/the-business-of-doing-good-an-australasian-perspective-on-corpora/,pure,,Journal of Corporate Citizenship,1470-5001,,
David Gilchrist,Professor,E,Accounting,https://research-repository.uwa.edu.au/en/persons/david-gilchrist/,UWA,0000-0003-0937-8934,"A New Commonwealth Individual Disability Advocacy Program: Submission to the Department of Health, Ageing and Disability",,2,2026,https://research-repository.uwa.edu.au/en/publications/a-new-commonwealth-individual-disability-advocacy-program-submiss/,pure,,,,,
David Gilchrist,Professor,E,Accounting,https://research-repository.uwa.edu.au/en/persons/david-gilchrist/,UWA,0000-0003-0937-8934,Civil Society and Social Capital in Australia and New Zealand,,2,2026,https://research-repository.uwa.edu.au/en/publications/civil-society-and-social-capital-in-australia-and-new-zealand/,pure,,,,,
David Gilchrist,Professor,E,Accounting,https://research-repository.uwa.edu.au/en/persons/david-gilchrist/,UWA,0000-0003-0937-8934,Drivers of Operational Audit Effectiveness: Chief Audit Executives' Views,10.1108/jal-12-2024-0373,5,2026,https://research-repository.uwa.edu.au/en/publications/drivers-of-operational-audit-effectiveness-chief-audit-executives/,pure,,Journal of Accounting Literature,0737-4607,,
David Gilchrist,Professor,E,Accounting,https://research-repository.uwa.edu.au/en/persons/david-gilchrist/,UWA,0000-0003-0937-8934,The Role of Management Controls in Managing Competing Institutional Logics: A Case Study of a Non-Government Organization,10.1111/faam.70023,1,2026,https://research-repository.uwa.edu.au/en/publications/the-role-of-management-controls-in-managing-competing-institution/,pure,,Financial Accountability and Management,0267-4424,,
David Gilchrist,Professor,E,Accounting,https://research-repository.uwa.edu.au/en/persons/david-gilchrist/,UWA,0000-0003-0937-8934,A Critical Examination of Data for Market Stewardship: The Case of the Australian National Disability Insurance Scheme,10.1111/1467-8500.12677,8,2025,https://research-repository.uwa.edu.au/en/publications/a-critical-examination-of-data-for-market-stewardship-the-case-of/,pure,,Australian Journal of Public Administration,1467-8500,,
David Gilchrist,Professor,E,Accounting,https://research-repository.uwa.edu.au/en/persons/david-gilchrist/,UWA,0000-0003-0937-8934,"A New Approach to Programs for Families and Children: Submission to the Department of Social Services, Australian Government",,2,2025,https://research-repository.uwa.edu.au/en/publications/a-new-approach-to-programs-for-families-and-children-submission-t/,pure,,,,,
David Gilchrist,Professor,E,Accounting,https://research-repository.uwa.edu.au/en/persons/david-gilchrist/,UWA,0000-0003-0937-8934,AASB Research Centre Working Paper No. 26-02: Service Performance Reporting for Private Sector Not-for-profits - An Updated Literature Review,,6,2025,https://research-repository.uwa.edu.au/en/publications/aasb-research-centre-working-paper-no-26-02-service-performance-r/,pure,,,,,
David Gilchrist,Professor,E,Accounting,https://research-repository.uwa.edu.au/en/persons/david-gilchrist/,UWA,0000-0003-0937-8934,AASB Research Centre Working Paper No. 26-03: Service Performance Reporting - Insights from Domestic and International Experience,,7,2025,https://research-repository.uwa.edu.au/en/publications/aasb-research-centre-working-paper-no-26-03-service-performance-r/,pure,,,,,
David Gilchrist,Professor,E,Accounting,https://research-repository.uwa.edu.au/en/persons/david-gilchrist/,UWA,0000-0003-0937-8934,AASB Working Paper No. 26-01: Connectivity of Non-Financial Information and Financial Information - A NFP Private Sector Study,,5,2025,https://research-repository.uwa.edu.au/en/publications/aasb-working-paper-no-26-01-connectivity-of-non-financial-informa/,pure,,,,,
David Gilchrist,Professor,E,Accounting,https://research-repository.uwa.edu.au/en/persons/david-gilchrist/,UWA,0000-0003-0937-8934,Allocating Charities' Financial Reporting Requirements Using Tiers: Australian Perspectives,10.1111/acfi.13397,4,2025,https://research-repository.uwa.edu.au/en/publications/allocating-charities-financial-reporting-requirements-using-tiers/,pure,,Accounting & Finance,0810-5391,,
David Gilchrist,Professor,E,Accounting,https://research-repository.uwa.edu.au/en/persons/david-gilchrist/,UWA,0000-0003-0937-8934,Appropriateness of Applying An Annual Population Growth Adjustment to Community Sector Contracts,,2,2025,https://research-repository.uwa.edu.au/en/publications/appropriateness-of-applying-an-annual-population-growth-adjustmen/,pure,,,,,
David Gilchrist,Professor,E,Accounting,https://research-repository.uwa.edu.au/en/persons/david-gilchrist/,UWA,0000-0003-0937-8934,Costing & Pricing for Human Services Framework: A Component of the Human Services Costing & Pricing Resource Package,,4,2025,https://research-repository.uwa.edu.au/en/publications/costing-amp-pricing-for-human-services-framework-a-component-of-t/,pure,,,,,
David Gilchrist,Professor,E,Accounting,https://research-repository.uwa.edu.au/en/persons/david-gilchrist/,UWA,0000-0003-0937-8934,Costing & Pricing Modelling Handbook: A Component of the Human Services Costing & Pricing Resource Package,,4,2025,https://research-repository.uwa.edu.au/en/publications/costing-amp-pricing-modelling-handbook-a-component-of-the-human-s/,pure,,,,,
David Gilchrist,Professor,E,Accounting,https://research-repository.uwa.edu.au/en/persons/david-gilchrist/,UWA,0000-0003-0937-8934,Editorial - Third Sector Review,,1,2025,https://research-repository.uwa.edu.au/en/publications/editorial-third-sector-review-2/,pure,,Third Sector Review,1839-5937,,
David Gilchrist,Professor,E,Accounting,https://research-repository.uwa.edu.au/en/persons/david-gilchrist/,UWA,0000-0003-0937-8934,Human Services Costing & Pricing Resource Package: Single Product Model,,4,2025,https://research-repository.uwa.edu.au/en/publications/human-services-costing-amp-pricing-resource-package-single-produc/,pure,,,,,
David Gilchrist,Professor,E,Accounting,https://research-repository.uwa.edu.au/en/persons/david-gilchrist/,UWA,0000-0003-0937-8934,Human Services Costing & Pricing Resource Package: Training Video 1 - Introduction,,4,2025,https://research-repository.uwa.edu.au/en/publications/human-services-costing-amp-pricing-resource-package-training-vide/,pure,,,,,
David Gilchrist,Professor,E,Accounting,https://research-repository.uwa.edu.au/en/persons/david-gilchrist/,UWA,0000-0003-0937-8934,Human Services Costing & Pricing Resource Package: Video 2 - Costing & Pricing Governance,,4,2025,https://research-repository.uwa.edu.au/en/publications/human-services-costing-amp-pricing-resource-package-video-2-costi/,pure,,,,,
David Gilchrist,Professor,E,Accounting,https://research-repository.uwa.edu.au/en/persons/david-gilchrist/,UWA,0000-0003-0937-8934,Human Services Costing & Pricing Resource Package: Video 3 - The Nature of Costing,,4,2025,https://research-repository.uwa.edu.au/en/publications/human-services-costing-amp-pricing-resource-package-video-3-the-n/,pure,,,,,
David Gilchrist,Professor,E,Accounting,https://research-repository.uwa.edu.au/en/persons/david-gilchrist/,UWA,0000-0003-0937-8934,Human Services Costing & Pricing Resource Package: Video 4 - The MS Excel Costing Models,,4,2025,https://research-repository.uwa.edu.au/en/publications/human-services-costing-amp-pricing-resource-package-video-4-the-m/,pure,,,,,
David Gilchrist,Professor,E,Accounting,https://research-repository.uwa.edu.au/en/persons/david-gilchrist/,UWA,0000-0003-0937-8934,Human Services Costing & Pricing Resource Package: Video 5 - Costing & Government Procurement,,4,2025,https://research-repository.uwa.edu.au/en/publications/human-services-costing-amp-pricing-resource-package-video-5-costi/,pure,,,,,
David Gilchrist,Professor,E,Accounting,https://research-repository.uwa.edu.au/en/persons/david-gilchrist/,UWA,0000-0003-0937-8934,Human Services Costing & Pricing Resources Package: Service Provider Model,,4,2025,https://research-repository.uwa.edu.au/en/publications/human-services-costing-amp-pricing-resources-package-service-prov/,pure,,,,,
David Gilchrist,Professor,E,Accounting,https://research-repository.uwa.edu.au/en/persons/david-gilchrist/,UWA,0000-0003-0937-8934,Human Services: Devolution and Procurement Practice - The Australian Experience,,1,2025,https://research-repository.uwa.edu.au/en/publications/human-services-devolution-and-procurement-practice-the-australian/,pure,,,,,
David Gilchrist,Professor,E,Accounting,https://research-repository.uwa.edu.au/en/persons/david-gilchrist/,UWA,0000-0003-0937-8934,"N.G. Butlin's 1959 Monograph ""Colonial Socialism in Australia"" and the Discourse in Economic History",,1,2025,https://research-repository.uwa.edu.au/en/publications/ng-butlins-1959-monograph-colonial-socialism-in-australia-and-the/,pure,,,,,
David Gilchrist,Professor,E,Accounting,https://research-repository.uwa.edu.au/en/persons/david-gilchrist/,UWA,0000-0003-0937-8934,"Open University, UK: Human Services Devolution and Procurement - The Australian Experience",,1,2025,https://research-repository.uwa.edu.au/en/publications/open-university-uk-human-services-devolution-and-procurement-the-/,pure,,,,,
David Gilchrist,Professor,E,Accounting,https://research-repository.uwa.edu.au/en/persons/david-gilchrist/,UWA,0000-0003-0937-8934,"Real Cost, Real Impact Case Study Series: Northern Territory",,2,2025,https://research-repository.uwa.edu.au/en/publications/real-cost-real-impact-case-study-series-northern-territory/,pure,,,,,
David Gilchrist,Professor,E,Accounting,https://research-repository.uwa.edu.au/en/persons/david-gilchrist/,UWA,0000-0003-0937-8934,"Real Costs, Real Impact Case Study Series: Australia Capital Territory",,2,2025,https://research-repository.uwa.edu.au/en/publications/real-costs-real-impact-case-study-series-australia-capital-territ/,pure,,,,,
David Gilchrist,Professor,E,Accounting,https://research-repository.uwa.edu.au/en/persons/david-gilchrist/,UWA,0000-0003-0937-8934,"Real Costs, Real Impact Case Study Series: Geraldton, Western Australia",,2,2025,https://research-repository.uwa.edu.au/en/publications/real-costs-real-impact-case-study-series-geraldton-western-austra/,pure,,,,,
David Gilchrist,Professor,E,Accounting,https://research-repository.uwa.edu.au/en/persons/david-gilchrist/,UWA,0000-0003-0937-8934,"Real Costs, Real Impact: A Path to Social Services Sustainability",,2,2025,https://research-repository.uwa.edu.au/en/publications/real-costs-real-impact-a-path-to-social-services-sustainability/,pure,,,,,
David Gilchrist,Professor,E,Accounting,https://research-repository.uwa.edu.au/en/persons/david-gilchrist/,UWA,0000-0003-0937-8934,"Real Costs, Real Impacts Case Study Series: Brisbane, Queensland",,2,2025,https://research-repository.uwa.edu.au/en/publications/real-costs-real-impacts-case-study-series-brisbane-queensland/,pure,,,,,
David Gilchrist,Professor,E,Accounting,https://research-repository.uwa.edu.au/en/persons/david-gilchrist/,UWA,0000-0003-0937-8934,"Real Costs, Real Impacts Case Study Series: Victoria",,2,2025,https://research-repository.uwa.edu.au/en/publications/real-costs-real-impacts-case-study-series-victoria/,pure,,,,,
David Gilchrist,Professor,E,Accounting,https://research-repository.uwa.edu.au/en/persons/david-gilchrist/,UWA,0000-0003-0937-8934,"Real Costs, Real Impacts Case Study Series: Wilcannia-Forbes, New South Wales",,2,2025,https://research-repository.uwa.edu.au/en/publications/real-costs-real-impacts-case-study-series-wilcannia-forbes-new-so/,pure,,,,,
David Gilchrist,Professor,E,Accounting,https://research-repository.uwa.edu.au/en/persons/david-gilchrist/,UWA,0000-0003-0937-8934,"Real Costs, Real Impacts Case Study Series: Wollongong, New South Wales",,2,2025,https://research-repository.uwa.edu.au/en/publications/real-costs-real-impacts-case-study-series-wollongong-new-south-wa/,pure,,,,,
David Gilchrist,Professor,E,Accounting,https://research-repository.uwa.edu.au/en/persons/david-gilchrist/,UWA,0000-0003-0937-8934,"Real Costs, Real Impacts Policy Summit Booklet",,2,2025,https://research-repository.uwa.edu.au/en/publications/real-costs-real-impacts-policy-summit-booklet/,pure,,,,,
David Gilchrist,Professor,E,Accounting,https://research-repository.uwa.edu.au/en/persons/david-gilchrist/,UWA,0000-0003-0937-8934,"Real Costs, Real Impacts Research Summary",,2,2025,https://research-repository.uwa.edu.au/en/publications/real-costs-real-impacts-research-summary/,pure,,,,,
David Gilchrist,Professor,E,Accounting,https://research-repository.uwa.edu.au/en/persons/david-gilchrist/,UWA,0000-0003-0937-8934,"Real Costs, Real Impacts: a Path to Social Services Sustainability",,2,2025,https://research-repository.uwa.edu.au/en/publications/real-costs-real-impacts-a-path-to-social-services-sustainability/,pure,,,,,
David Gilchrist,Professor,E,Accounting,https://research-repository.uwa.edu.au/en/persons/david-gilchrist/,UWA,0000-0003-0937-8934,"School of Education, Sheffield University: The Creation of Public Value in Human Services",,1,2025,https://research-repository.uwa.edu.au/en/publications/school-of-education-sheffield-university-the-creation-of-public-v/,pure,,,,,
David Gilchrist,Professor,E,Accounting,https://research-repository.uwa.edu.au/en/persons/david-gilchrist/,UWA,0000-0003-0937-8934,Summary Report: The Lifetime Price of Harm - Economic Costs of Sexual Violence and the Case for Timely Intervention in Australia,,2,2025,https://research-repository.uwa.edu.au/en/publications/summary-report-the-lifetime-price-of-harm-economic-costs-of-sexua/,pure,,,,,
David Gilchrist,Professor,E,Accounting,https://research-repository.uwa.edu.au/en/persons/david-gilchrist/,UWA,0000-0003-0937-8934,The Irish Welfare State: Its Historical and Contemporary Development,,2,2025,https://research-repository.uwa.edu.au/en/publications/the-irish-welfare-state-its-historical-and-contemporary-developme/,pure,,,,,
