university,source,last_run,latest_year,record_count
University of Western Australia,Crossref,2026-09-18T08:42:55.588613+00:00,2026,189
University of Western Australia,ORCID,2026-09-18T08:42:55.588613+00:00,2026,355
University of Western Australia,UWA Pure,2026-09-18T08:42:55.588613+00:00,2026,1337
