researcher_id,researcher_name,openalex_author_id,openalex_work_id,title,publication_year,publication_date,doi,article_url,journal_name,issn,eissn,all_issns,authors,author_count,publication_type,cited_by_count,fwci,citation_percentile,is_retracted,is_open_access,open_access_status,open_access_url,topics,updated_date,source_updated_date,record_origin,identity_match_method,identity_match_confidence,repository_verified,requires_review,review_reason,openalex_retrieved_at
unimelb-accounting-001,Professor Margaret Abernethy,A5019062394,W2008314976,AN EMPIRICAL ASSESSMENT OF THE “FIT”BETWEEN STRATEGY AND MANAGEMENT INFORMATION SYSTEM DESIGN,1994,1994-11-01,10.1111/j.1467-629x.1994.tb00269.x,https://doi.org/10.1111/j.1467-629x.1994.tb00269.x,Accounting and Finance,0810-5391,1467-629X,0810-5391; 1467-629X,[object Object]; [object Object],2,article,225,1.1799,0.79506511,false,false,closed,,Accounting and Organizational Management; Business Strategy and Innovation; Information Technology Governance and Strategy,2026-08-21T09:56:20.448147,2026-08-21T09:56:20.448147,openalex_orcid_only,official_orcid_to_openalex_author,high,false,false,,2026-08-29T03:05:16.957Z
unimelb-accounting-001,Professor Margaret Abernethy,A5019062394,W1995602710,Interdependencies in Organization Design: A Test in Hospitals,2001,2001-01-01,10.2308/jmar.2001.13.1.107,https://doi.org/10.2308/jmar.2001.13.1.107,Journal of Management Accounting Research,1049-2127,1558-8033,1049-2127; 1558-8033,[object Object]; [object Object],2,article,163,4.1065,0.93235884,false,false,closed,,Accounting and Organizational Management; Customer Service Quality and Loyalty; Quality and Supply Management,2026-08-25T07:29:55.448023,2026-08-25T07:29:55.448023,openalex_orcid_only,official_orcid_to_openalex_author,high,false,false,,2026-08-29T03:05:16.957Z
unimelb-accounting-001,Professor Margaret Abernethy,A5019062394,W3124733635,The Role of Performance Measures in the Intertemporal Decisions of Business Unit Managers,2012,2012-05-20,10.1111/j.1911-3846.2012.01178.x,https://doi.org/10.1111/j.1911-3846.2012.01178.x,Contemporary Accounting Research,0823-9150,1911-3846,0823-9150; 1911-3846,[object Object]; [object Object]; [object Object],3,article,96,9.4757,0.97750183,false,false,closed,,"Auditing, Earnings Management, Governance; Accounting and Organizational Management; Financial Reporting and Valuation Research",2026-08-21T09:56:20.448147,2026-08-21T09:56:20.448147,openalex_orcid_only,official_orcid_to_openalex_author,high,false,false,,2026-08-29T03:05:16.957Z
unimelb-accounting-001,Professor Margaret Abernethy,A5019062394,W2072402819,Product diversity and costing system design choice: field study evidence,2001,2001-09-01,10.1006/mare.2001.0168,https://doi.org/10.1006/mare.2001.0168,Management Accounting Research,1044-5005,1096-1224,1044-5005; 1096-1224,[object Object]; [object Object]; [object Object]; [object Object],4,article,93,2.5878,0.8953125,false,false,closed,,"Accounting and Organizational Management; Management, Economics, and Public Policy",2026-08-21T09:56:20.448147,2026-08-21T09:56:20.448147,openalex_orcid_only,official_orcid_to_openalex_author,high,false,false,,2026-08-29T03:05:16.957Z
unimelb-accounting-001,Professor Margaret Abernethy,A5019062394,W2081249965,Research in managerial accounting: Learning from others' experiences,1999,1999-03-01,10.1111/1467-629x.00015,https://doi.org/10.1111/1467-629x.00015,Accounting and Finance,0810-5391,1467-629X,0810-5391; 1467-629X,[object Object]; [object Object]; [object Object]; [object Object],4,article,87,0.5003,0.70106886,false,false,closed,,"Accounting and Organizational Management; Auditing, Earnings Management, Governance; Accounting Education and Careers",2026-08-21T09:56:20.448147,2026-08-21T09:56:20.448147,openalex_orcid_only,official_orcid_to_openalex_author,high,false,false,,2026-08-29T03:05:16.957Z
unimelb-accounting-001,Professor Margaret Abernethy,A5019062394,W2153221485,Determinants of Control System Design in Divisionalized Firms,2004,2004-07-01,10.2308/accr.2004.79.3.545,https://doi.org/10.2308/accr.2004.79.3.545,The Accounting Review,0001-4826,1558-7967,0001-4826; 1558-7967,[object Object]; [object Object]; [object Object],3,article,85,5.7041,0.95615248,false,true,green,https://papers.ssrn.com/sol3/Delivery.cfm/SSRN_ID1980711_code329350.pdf?abstractid=502422,"Accounting and Organizational Management; Auditing, Earnings Management, Governance; Corporate Finance and Governance",2026-08-18T07:49:30.821534,2026-08-18T07:49:30.821534,openalex_orcid_only,official_orcid_to_openalex_author,high,false,false,,2026-08-29T03:05:16.957Z
unimelb-accounting-001,Professor Margaret Abernethy,A5019062394,W2078311698,Organisational design choices in response to public sector reforms: A case study of mandated hospital networks,2011,2011-07-24,10.1016/j.mar.2011.06.001,https://doi.org/10.1016/j.mar.2011.06.001,Management Accounting Research,1044-5005,1096-1224,1044-5005; 1096-1224,[object Object]; [object Object]; [object Object],3,article,84,7.7225,0.97371692,false,false,closed,,Public Policy and Administration Research; Management and Organizational Studies; Accounting and Organizational Management,2026-08-21T09:56:20.448147,2026-08-21T09:56:20.448147,openalex_orcid_only,official_orcid_to_openalex_author,high,false,false,,2026-08-29T03:05:16.957Z
unimelb-accounting-001,Professor Margaret Abernethy,A5019062394,W2606778469,Organization identity and earnings manipulation,2017,2017-04-01,10.1016/j.aos.2017.04.002,https://doi.org/10.1016/j.aos.2017.04.002,Accounting Organizations and Society,0361-3682,1873-6289,0361-3682; 1873-6289,[object Object]; [object Object]; [object Object],3,article,73,12.6613,0.98464719,false,false,closed,,"Auditing, Earnings Management, Governance; Corporate Finance and Governance; Experimental Behavioral Economics Studies",2026-08-21T09:56:20.448147,2026-08-21T09:56:20.448147,openalex_orcid_only,official_orcid_to_openalex_author,high,false,false,,2026-08-29T03:05:16.957Z
unimelb-accounting-001,Professor Margaret Abernethy,A5019062394,W2784379155,Critique on the “Manager Effects” Research and Implications for Management Accounting Research,2018,2018-01-01,10.2308/jmar-52030,https://doi.org/10.2308/jmar-52030,Journal of Management Accounting Research,1049-2127,1558-8033,1049-2127; 1558-8033,[object Object]; [object Object],2,article,51,7.4607,0.9662545,false,false,closed,,"Auditing, Earnings Management, Governance; Corporate Finance and Governance; Accounting and Organizational Management",2026-08-26T07:47:46.906454,2026-08-26T07:47:46.906454,openalex_orcid_only,official_orcid_to_openalex_author,high,false,false,,2026-08-29T03:05:16.957Z
unimelb-accounting-001,Professor Margaret Abernethy,A5019062394,W1990524301,The Relationship between Organisation Structure and Management Control in Hospitals: An Elaboration and Test of Mintzberg’s Professional Bureaucracy Model,1990,1990-12-01,10.1108/09513579010142616,https://doi.org/10.1108/09513579010142616,Accounting Auditing & Accountability Journal,0951-3574,1368-0668,0951-3574; 1368-0668; 1758-4205; 2051-3151,[object Object]; [object Object],2,article,49,0,0.12007685,false,false,closed,,Healthcare Quality and Management; Interprofessional Education and Collaboration; Accounting and Organizational Management,2026-08-25T07:29:55.448023,2026-08-25T07:29:55.448023,openalex_orcid_only,official_orcid_to_openalex_author,high,false,false,,2026-08-29T03:05:16.957Z
unimelb-accounting-001,Professor Margaret Abernethy,A5019062394,W2960364728,Can organizational identification mitigate the CEO horizon problem?,2019,2019-07-12,10.1016/j.aos.2019.07.002,https://doi.org/10.1016/j.aos.2019.07.002,Accounting Organizations and Society,0361-3682,1873-6289,0361-3682; 1873-6289,[object Object]; [object Object]; [object Object],3,article,47,7.9163,0.97132367,false,false,closed,,"Corporate Finance and Governance; Auditing, Earnings Management, Governance; Corporate Social Responsibility Reporting",2026-08-28T12:50:07.497085,2026-08-28T12:50:07.497085,openalex_orcid_only,official_orcid_to_openalex_author,high,false,false,,2026-08-29T03:05:16.957Z
unimelb-accounting-001,Professor Margaret Abernethy,A5019062394,W2170795223,Controls as Exit Barriers in Multiperiod Outsourcing Arrangements,2011,2011-05-01,10.2308/accr-10100,https://doi.org/10.2308/accr-10100,The Accounting Review,0001-4826,1558-7967,0001-4826; 1558-7967,[object Object]; [object Object]; [object Object],3,article,31,2.3661,0.89076035,false,false,closed,,Outsourcing and Supply Chain Management; Business Strategy and Innovation; Customer Service Quality and Loyalty,2026-08-13T07:04:57.449891,2026-08-13T07:04:57.449891,openalex_orcid_only,official_orcid_to_openalex_author,high,false,false,,2026-08-29T03:05:16.957Z
