issn,issn_online,title,for_code,quality_rank,abdc_edition
00261386,1467999X,Metroeconomica: international review of economics,3801,B,2025
00261424,2281695X,Metron,4905,C,2025
10353704,,Middle East Business and Economic Review,3801,C,2025
17938120,17938171,Middle East Development Journal,3899,C,2025
03058298,14779021,Millenium: journal of international studies,3599,B,2025
09763996,23217081,Millennial Asia: An International Journal of Asian Studies,3801,C,2025
21912203,21912211,Mineral Economics,3899,C,2025
15403270,,Minnesota Journal of Business Law and Entrepreneurship,4801,B,2025
02767783,21629730,MIS Quarterly,4609,A*,2025
15401960,15401979,MIS Quarterly Executive,4609,A,2025
15329194,15328937,MIT Sloan Management Review,3507,A,2025
15741699,18759068,Model Assisted Statistics and Applications,4905,C,2025
03113140,,Monash University Law Review,4801,A,2025
02888432,13487787,Monetary and Economic Studies,3801,C,2025
01877615,01877615,Money Affairs,3801,C,2025
,15693961,Monte Carlo Methods and Applications,4905,C,2025
01467239,15736644,Motivation and Emotion,3599,A,2025
1525383X,20541686,Multinational Business Review,3507,B,2025
10961879,10962190,Multinational Finance Journal,3502,B,2025
13876740,15699935,Narrative Inquiry,3599,B,2025
08139474,,National Economic Review,3801,C,2025
00279501,17413036,National Institute Economic Review,3801,B,2025
00280283,19447477,National Tax Journal,4801,A,2025
0894069X,15206750,Naval Research Logistics,3509,B,2025
08893365,15372642,NBER Macroeconomics Annual,3803,A,2025
17504708,17504716,Negotiation and Conflict Management Research,3505,C,2025
07484526,15719979,Negotiation Journal,3599,B,2025
13859587,15737071,Netnomics,3899,C,2025
1566113X,15729427,Networks and Spatial Economics,3801,B,2025
10976736,1534875X,New Directions for Evaluation,3599,B,2025
1550333X,25748904,New England Journal of Entrepreneurship,3507,C,2025
03066479,,New Law Journal,4801,C,2025
18010938,,New Perspectives on Political Economy,3801,C,2025
13563467,14699923,New Political Economy,3801,A,2025
02681072,1468005X,"New Technology, Work & Employment",3505,A,2025
10905693,,New York Economic Review,3801,C,2025
1173311X,,New Zealand Business Law Quarterly,4801,B,2025
00779954,19434863,New Zealand Economic Papers,3801,B,2025
13599054,,New Zealand Intellectual Property Journal,4801,B,2025
11758007,28161602,New Zealand Journal of Applied Business Research,3507,C,2025
11764716,11792965,New Zealand Journal of Employment Relations,3505,B,2025
11755407,11755407,New Zealand Journal of Human Resources Management,3505,C,2025
13224417,,New Zealand Journal of Taxation Law and Policy,4801,A,2025
00288373,,New Zealand Law Journal,4801,B,2025
11735864,,New Zealand Law Review,4801,B,2025
0111199X,,New Zealand Population Review,3599,C,2025
05490618,,New Zealand Universities Law Review,4801,A,2025
11766417,,New Zealand Yearbook of International Law,4801,C,2025
09711023,30495040,NMIMS Management Review,3507,C,2025
08997640,15527395,Nonprofit and Voluntary Sector Quarterly,3507,A,2025
10486682,15427854,Nonprofit Management and Leadership,3507,B,2025
14599686,,Nordic Journal of Commercial Law,4801,C,2025
03458555,,Nordic Journal of Political Economy,3801,C,2025
10920277,23250453,North American Actuarial Journal,3502,A,2025
10967249,,North Carolina Banking Institute Journal (fomerly the University of North Carolina School of Law Banking Institute),4801,C,2025
0899367X,,Northeastern Journal of Agricultural and Resource Economics,3899,C,2025
02620383,,Northern Economic Review,3801,C,2025
01963228,,Northwestern Journal of International Law & Business,4801,B,2025
1059048X,,Norton Journal of Bankruptcy Law and Practice,4801,C,2025
01036351,19805381,Nova Economia: the journal of the economics department at UFMG,3801,C,2025
15585778,,NYU Journal of Law and Business,4801,C,2025
10969195,,"Oil, Gas and Energy Quarterly",4801,C,2025
03050483,18735274,Omega,3503,A,2025
14684527,14684535,Online Information Review,4609,B,2025
17530229,17530237,OPEC Energy Review,3801,C,2025
09237992,1573708X,Open Economies Review,3801,B,2025
11092858,18661505,Operational Research,3509,C,2025
19793561,19793871,Operations and Supply Chain Management,3509,C,2025
19369735,19369743,Operations Management Research,3507,C,2025
0030364X,15265463,Operations Research,3507,A*,2025
01676377,18727468,Operations Research Letters,3507,B,2025
00303887,09750320,Opsearch,3507,C,2025
01432087,10991514,Optimal Control Applications and Methods,3507,B,2025
02331934,10294945,Optimization,3507,C,2025
01716468,14366304,OR Spectrum,3507,B,2025
01962043,,Oregon Law Review,4801,A,2025
13505084,14617323,Organization,3507,A,2025
10860266,15527417,Organization & Environment,3507,A,2025
08896402,,Organization Development Journal,3505,C,2025
15416518,,Organization Management Journal,3507,B,2025
10477039,15265455,Organization Science,3507,A*,2025
01708406,17413044,Organization Studies,3507,A*,2025
26317877,26317877,Organization Theory,3507,A,2025
07495978,10959920,Organizational Behavior and Human Decision Processes,3507,A*,2025
00902616,18733530,Organizational Dynamics,3507,A,2025
20413866,20413874,Organizational Psychology Review,3507,A,2025
10944281,15527425,Organizational Research Methods,3507,A*,2025
00306185,,Osgoode Hall Law Journal,4801,A,2025
00786918,,Otago Law Review,4801,C,2025
03059049,14680084,Oxford Bulletin of Economics and Statistics,3802,A,2025
13600818,14699966,Oxford Development Studies,3801,B,2025
00307653,14643812,Oxford Economic Papers,3801,A,2025
01436503,14643820,Oxford Journal of Legal Studies,4801,A,2025
0266903X,14602121,Oxford Review of Economic Policy,3801,A,2025
14729342,17578469,Oxford University Commonwealth Law Journal,4801,A*,2025
17525195,17525209,Oxonomics: Oxford university economic studies,3801,B,2025
01140582,20415494,Pacific Accounting Review,3501,B,2025
0030851X,17153379,Pacific Affairs: an international review of Asia and the Pacific,3599,B,2025
,19437544,Pacific Asia Journal of the Association for Information Systems,4609,B,2025
08178038,,Pacific Economic Bulletin,3801,C,2025
1361374X,14680106,Pacific Economic Review,3801,B,2025
14445921,22016716,Pacific Rim Property Research Journal,3504,C,2025
0927538X,18790585,Pacific-Basin Finance Journal,3502,A,2025
00309729,,Pakistan Development Review,3801,C,2025
1011002X,22244174,Pakistan Economic and Social Review,3801,C,2025
02549204,,Pakistan Journal of Applied Economics,3801,C,2025
10129367,,Pakistan Journal of Statistics,4905,C,2025
10568190,14355957,Papers in Regional Science,3801,A,2025
00312290,14602482,Parliamentary Affairs,3599,B,2025
16957121,,Pasos. Journal of Tourism and Cultural Heritage,3508,C,2025
15548597,10792457,"Peace Economics, Peace Science and Public Policy",3899,C,2025
15310949,,Pennsylvania Economic Review,3801,C,2025
0092430X,,Pepperdine Law Review,4801,C,2025
14678047,17586925,Performance Measurement and Metrics,3505,C,2025
01918869,18733549,Personality and Individual Differences,3507,A,2025
01461672,15527433,Personality and Social Psychology Bulletin,3507,A*,2025
00315826,17446570,Personnel Psychology,3507,A*,2025
00483486,17586933,Personnel Review,3505,A,2025
18040519,,"Perspectives of Innovations, Economics & Business",3899,C,2025
15349276,15349276,Perspectives on Work,3505,C,2025
11707690,11792027,PharmacoEconomics,3899,A,2025
01156373,01156373,Philippine Journal of Labor and Industrial Relations,3505,C,2025
16551516,,Philippine Review of Economics,3899,C,2025
00483915,10884963,Philosophy & Public Affairs,3599,A,2025
17403812,20529597,Philosophy of Management,3507,B,2025
00483931,15527441,Philosophy of the Social Sciences,3599,B,2025
19321821,,Pittsburgh Tax Review,4801,C,2025
17518040,17518059,Place Branding and Public Diplomacy,3508,B,2025
03055736,14708442,Policy and Politics: an international journal,3599,A,2025
14494035,18393373,Policy and Society,3599,B,2025
00322687,15730891,Policy Science,3599,B,2025
01442872,14701006,Policy Studies,3599,B,2025
0190292X,15410072,Policy Studies Journal,3599,B,2025
10584609,10917675,Political Communication,3599,A,2025
,1467923X,Political Quarterly,3599,B,2025
,1538165X,Political Science Quarterly,3599,A,2025
00323217,14679248,Political Studies,3599,B,2025
00323233,,"Politicka Ekonomie: teorie, modelovani, aplikace",3801,B,2025
1743923X,17439248,Politics and Gender,3599,A,2025
00323292,15527514,Politics and Society,3599,B,2025
1470594X,17413060,"Politics, Philosophy & Economics",3899,B,2025
16342941,,Population,3599,B,2025
00987921,17284457,Population and Development Review,3599,A,2025
01990039,15737810,Population and Environment,3599,A,2025
0032468X,,Population Bulletin,3599,C,2025
01675923,15737829,Population Research and Policy Review,3599,A,2025
00324728,14774747,Population Studies: a journal of demography,3599,A,2025
15448444,15448452,"Population, Space and Place",3599,A,2025
1617982X,16179838,Portuguese Economic Journal,3801,C,2025
14631377,14653958,Post-Communist Economies,3801,B,2025
1060586X,19382855,Post-Soviet Affairs,3599,B,2025
12100455,2336730X,Prague Economic Papers,3801,C,2025
14484404,,PRism,3506,B,2025
01788051,14322064,Probability Theory and Related Fields,4905,A*,2025
03017036,20078951,Problems of Development / Problemas del Desarrollo,3801,C,2025
10611991,1557931X,Problems of Economic Transition,3801,B,2025
10591478,19375956,Production and Operations Management,3509,A*,2025
09537287,13665871,Production Planning and Control,3507,A,2025
14649934,1477027X,Progress in Development Studies,3801,C,2025
,26667215,Project Leadership & Society,3507,C,2025
87569728,19389507,Project Management Journal,3507,B,2025
08109028,14701030,Prometheus: Critical Studies in Innovation,3507,B,2025
02637472,1758731X,Property Management,3504,B,2025
00332909,19391455,Psychological Bulletin,3507,A*,2025
1082989X,19391463,Psychological Methods,3507,B,2025
03400727,14302772,Psychological Research,3507,A,2025
0033295X,19391471,Psychological Review,3507,A*,2025
09567976,14679280,Psychological Science,3507,A*,2025
07426046,15206793,Psychology & Marketing,3506,A,2025
03616843,14716402,Psychology of Women Quarterly,3507,A,2025
02712075,1099162X,Public Administration and Development,3599,A,2025
07349149,23274433,Public Administration Quarterly,3599,A,2025
00333352,15406210,Public Administration Review,3599,A,2025
00333298,14679299,Public Administration: an international journal,3599,A,2025
02751100,15405850,Public Budgeting & Finance,3801,C,2025
00485829,15737101,Public Choice,3801,A,2025
00152218,16140974,Public Finance Analysis / FinanzArchiv,3502,B,2025
15239721,,Public Finance and Management,3502,B,2025
10911421,15527530,Public Finance Review,3801,B,2025
00333565,,Public Law: the constitutional and administrative law of the Commonwealth,4801,A,2025
14719037,14719045,Public Management Review,3507,A,2025
09540962,14679302,Public Money & Management,3507,A,2025
0033362X,15375331,Public Opinion Quarterly,3599,A,2025
15309576,15579271,Public Performance & Management Review,3507,B,2025
00910260,19457421,Public Personnel Management,3507,B,2025
09520767,17494192,Public Policy and Administration,3599,B,2025
17445396,,Public Policy Research,3899,C,2025
2046147X,20461488,Public Relations Inquiry,3506,B,2025
03638111,18734537,Public Relations Review,3506,A,2025
10538801,19364792,Publishing Research Quarterly,3599,C,2025
,26339048,"Q Open: A Journal of Agricultural, Climate, Environmental, Food, Resource, and Rural Development Economics",3801,C,2025
13522752,17587646,Qualitative Market Research: an international journal,3506,B,2025
11766093,17587654,Qualitative Research in Accounting and Management,3501,A,2025
17554179,17554187,Qualitative Research in Financial Markets,3502,B,2025
17465648,17465656,Qualitative Research in Organizations and Management,3507,B,2025
00335177,15737845,Quality & Quantity,3599,B,2025
10686967,25756222,Quality Management Journal,3509,B,2025
09629343,15732649,Quality of Life Research,3599,A,2025
,16843703,Quality Technology and Quantitative Management,3503,C,2025
17597323,17597331,Quantitative Economics,3802,A*,2025
14697688,14697696,Quantitative Finance,3502,A,2025
15707156,1573711X,Quantitative Marketing and Economics,3506,A,2025
17470218,17470226,Quarterly Journal of Experimental Psychology,3507,A,2025
20101392,20101406,Quarterly Journal of Finance,3502,A,2025
07475535,,Quarterly Journal of Finance and Accounting,3501,B,2025
15540626,15540634,Quarterly Journal of Political Science,3599,B,2025
10629769,18784259,Quarterly Review of Economics and Finance,3801,B,2025
20459807,20459815,Queen Mary Journal of Intellectual Property,4801,B,2025
00336297,15432750,Quest,3504,C,2025
14456230,14456249,QUT Law Review,4801,C,2025
00336807,14679310,R&D Management,3507,A,2025
00347590,2178938X,RAE-Revista de Administracao de Empresas,3507,C,2025
07416261,17562171,RAND Journal of Economics,3801,A*,2025
10434631,14617358,Rationality and Society,3599,B,2025
0305814X,00799874,Reading in Political Economy,3801,C,2025
10808620,15406229,Real Estate Economics,3502,A,2025
00486868,,Real Estate Law Journal,4801,C,2025
15383792,,Real Estate Taxation,4801,C,2025
00340855,15408469,"Real Property, Trust and Estate Law Journal",4801,C,2025
07704518,17821495,Recherches Economiques de Louvain,3801,B,2025
09565698,,Records Management Journal,4609,C,2025
00342971,17821509,Reflets et Perspectives de la Vie Economique,3801,C,2025
01660462,18792308,Regional Science and Urban Economics,3801,A,2025
00343404,13600591,Regional Studies,3599,A*,2025
,21681376,"Regional Studies, Regional Science",3599,A,2025
,17485991,Regulation and Governance,4801,A,2025
0034379X,17038138,Relations Industrielles/Industrial Relations,3505,B,2025
09518320,18790836,Reliability Engineering & System Safety,3505,A,2025
13640321,18790690,Renewable and Sustainable Energy Reviews,3801,A,2025
09582029,14715449,Research Evaluation,3507,C,2025
08852111,,Research in Consumer Behavior: a research annual,3506,C,2025
10909443,10909451,Research in Economics,3801,B,2025
01932306,18757537,Research in Experimental Economics,3801,B,2025
01963821,08823138,Research in Finance,3502,C,2025
10527788,,Research in Financial Services,3502,C,2025
22243534,24155152,Research in Hospitality Management,3508,C,2025
02755319,18783384,Research in International Business and Finance,3502,A,2025
01913085,,Research in Organizational Behavior,3507,A,2025
07434154,,Research in the History of Economic Thought and Methodology,3801,C,2025
0733558X,,Research in the Sociology of Organizations,3507,B,2025
22105395,,Research in Transportation Business & Management,3509,B,2025
07398859,18757979,Research in Transportation Economics,3509,B,2025
15740765,,Research on Professional Responsibility and Ethics in Accounting,3501,B,2025
00487333,18737625,Research Policy,3507,A*,2025
08956308,19300166,Research-Technology Management,3507,B,2025
09287655,,Resource and Energy Economics,3801,A,2025
03014207,18737641,Resources Policy,3801,B,2025
1351170X,,Restitution Law Review,4801,A,2025
08935696,14758059,Rethinking Marxism,3899,C,2025
10347747,22024859,Revenue Law Journal,4801,B,2025
14757702,17587700,Review of Accounting and Finance,3501,B,2025
13806653,15737136,Review of Accounting Studies,3501,A*,2025
03056244,17401720,Review of African Political Economy,3801,C,2025
20459920,20459939,Review of Asset Pricing Studies,3502,A*,2025
23266198,23266201,Review of Behavioral Economics,3801,B,2025
19405979,19405987,Review of Behavioral Finance,3502,B,2025
26939312,26939320,Review of Corporate Finance,3502,A,2025
20469128,20469136,Review of Corporate Finance Studies,3502,A*,2025
13806645,15737144,Review of Derivatives Research,3502,B,2025
13636669,14679361,Review of Development Economics,3801,A,2025
19733909,,Review of Economic Analysis,3801,B,2025
1843763X,20687249,Review of Economic and Business Studies,3801,C,2025
14344742,14344750,Review of Economic Design,3801,B,2025
10942025,10966099,Review of Economic Dynamics,3801,A*,2025
,2366035X,Review of Economics (Jahrbuch fur Wirtschaftswissenschaften),3801,C,2025
26313561,26313561,Review of Economics and Political Science,3801,C,2025
15695239,15737152,Review of Economics of the Household,3801,A,2025
17506816,17506824,Review of Environmental Economics and Policy,3801,A,2025
15723097,1573692X,Review of Finance,3502,A*,2025
10583300,18735924,Review of Financial Economics,3502,B,2025
19337116,,Review of Futures Markets,3502,B,2025
,14754991,Review of Income and Wealth,3801,A,2025
0889938X,15737160,Review of Industrial Organization,3801,A,2025
20596014,,Review of International Business and Strategy,3507,B,2025
09657576,14679396,Review of International Economics,3801,A,2025
15597431,1559744X,Review of International Organizations,3507,C,2025
09692290,14664526,Review of International Political Economy,3801,A,2025
02602105,14699044,Review of International Studies,3599,B,2025
09622055,,Review of Islamic Economics,3801,C,2025
20495323,20495331,Review of Keynesian Economics,3801,C,2025
21946000,15555879,Review of Law & Economics,3801,B,2025
18636691,18636683,Review of Managerial Science,3507,A,2025
00346616,00343409,Review of Marketing and Agricultural Economics,3899,C,2025
21945985,15465616,Review of Marketing Science,3506,C,2025
14753685,14753693,Review of Middle East Economics and Finance,3801,C,2025
02190915,17936705,Review of Pacific Basin Financial Markets and Policies,3502,B,2025
09538259,14653982,Review of Political Economy,3801,B,2025
0734371X,1552759X,Review of Public Personnel Administration,3505,B,2025
0924865X,15737179,Review of Quantitative Finance and Accounting,3502,B,2025
04866134,15528502,Review of Radical Political Economics,3801,B,2025
15530892,0048749X,Review of Regional Studies,3599,C,2025
00346764,14701162,Review of Social Economy,3801,B,2025
16981359,16981367,Review of the Economic Research on Copyright Issues,4801,B,2025
09170553,1467940X,Review of Urban & Regional Development Studies,3801,B,2025
16102878,16102886,Review of World Economics,3801,B,2025
15788091,,Review on Economic Cycles,3801,C,2025
05565782,23169397,Revista de Economia,3803,C,2025
14150344,22383840,Revista do CAAP,4801,C,2025
03380599,22596100,Revue d'Etudes Comparatives Est-Ouest: economies et techniques de planification - droit et sciences sociales,3801,B,2025
12659576,17775647,Revue de l'OFCE,3801,C,2025
19337000,,Richmond Journal of Global Law and Business,4801,C,2025
00355356,,Rikkyo Economic Review,3801,C,2025
14603799,17434637,Risk Management,3507,C,2025
10981616,15406296,Risk Management and Insurance Review,3502,C,2025
18422497,23444843,Romanian Economic Business Review,3899,C,2025
15826163,25376071,Romanian Journal of Economic Forecasting,3802,C,2025
26187213,24054739,Russian Journal of Economics,3801,C,2025
19370563,19370571,Rutgers Business Law Review,4801,C,2025
24742376,24746509,Rutgers Business Review,3507,B,2025
07358938,,Rutgers Computer and Technology Law Journal,4801,B,2025
09257535,,Safety Science,3505,A,2025
03461238,16512030,Scandinavian Actuarial Journal,3502,A,2025
03585522,17502837,Scandinavian Economic History Review,3801,C,2025
03470520,14679442,Scandinavian Journal of Economics,3801,A,2025
15022250,15022269,Scandinavian Journal of Hospitality and Tourism,3508,A,2025
09050167,,Scandinavian Journal of Information Systems,4609,A,2025
09565221,18733387,Scandinavian Journal of Management,3507,B,2025
,14679469,Scandinavian Journal of Statistics,4905,A,2025
00368237,,Science & Society,3801,B,2025
03023427,14715430,Science and Public Policy,3599,C,2025
10755470,15528545,Science Communication,3599,A,2025
09717218,09730796,"Science, Technology and Society",4609,B,2025
01622439,15528251,"Science, Technology, & Human Values",3503,A,2025
01389130,15882861,Scientometrics,3599,A,2025
00369292,14679485,Scottish Journal of Political Economy,3801,A,2025
09670106,14603640,Security Dialogue,3599,A,2025
09636412,15561852,Security Studies,3599,B,2025
09632638,09632638,Selection and Development Review,3505,C,2025
12269816,12269816,Seoul Journal of Business,3507,C,2025
18694187,18694195,SERIEs: Journal of the Spanish Economic Association,3801,B,2025
18628516,18628508,Service Business,3506,B,2025
02642069,17439507,Service Industries Journal,3507,B,2025
21643970,,Service Science,3507,B,2025
15332969,15332977,Services Marketing Quarterly,3506,B,2025
03600025,15732762,Sex Roles,3507,A,2025
00361399,1095712X,SIAM Journal on Applied Mathematics,3502,A,2025
,1945497X,SIAM Journal on Financial Mathematics,3502,B,2025
02182009,,Singapore Academy of Law Journal,4801,C,2025
02175908,17936837,Singapore Economic Review,3801,B,2025
02182173,,Singapore Journal of Legal Studies,4801,A,2025
0921898X,15730913,Small Business Economics,3507,A,2025
13215906,11750979,Small Enterprise Research,3507,B,2025
10464964,15528278,Small Group Research,3507,A,2025
20466099,20466102,Smart and Sustainable Built Environment,3504,C,2025
14660970,17439590,Soccer & Society,3504,C,2025
00377651,,Social and Economic Studies,3801,C,2025
0969160X,21562245,Social and Environmental Accountability Journal,3501,B,2025
01761714,1432217X,Social Choice and Welfare,3801,A,2025
17508614,17508533,Social Enterprise Journal,3507,C,2025
00377732,15347605,Social Forces,3507,A,2025
03038300,15730921,Social Indicators Research,3599,A,2025
08857466,15736725,Social Justice Research,3599,B,2025
15245004,15394093,Social Marketing Quarterly,3506,B,2025
01445596,14679515,Social Policy & Administration,3599,A,2025
00377791,15338533,Social Problems,3507,A,2025
19485506,19485514,Social Psychological and Personality Science,3507,B,2025
17471117,1758857X,Social Responsibility Journal,3501,B,2025
02779536,18735347,Social Science & Medicine,3899,A,2025
05390184,14617412,Social Science Information,3507,C,2025
13691465,14682680,Social Science Japan Journal,3599,C,2025
00384941,15406237,Social Science Quarterly,3599,B,2025
00377961,15375404,Social Service Review,3507,B,2025
17465680,17465699,Society and Business Review,3507,B,2025
15889726,1588970X,Society and Economy in Central and Eastern Europe,3801,C,2025
00380121,18736041,Socio-Economic Planning Sciences,3899,C,2025
14751461,1475147X,Socio-Economic Review,3801,A,2025
25206621,25206214,SocioEconomic Challenges,3801,C,2025
,1475682X,Sociological Inquiry,3507,A,2025
00811750,14679531,Sociological Methodology,3507,A,2025
07352751,14679558,Sociological Theory,3507,A,2025
00380296,17775701,Sociologie du Travail,3505,B,2025
00380385,14698684,Sociology,3507,A*,2025
07411235,15432785,Sociology of Sport Journal,3504,A,2025
10291954,,South African Journal of Accounting Research,3501,C,2025
20785585,,South African Journal of Business Management,3507,C,2025
10158812,22223436,South African Journal of Economic and Management Sciences,3801,C,2025
00382280,18136982,South African Journal of Economics,3801,B,2025
0038271X,,South African Statistical Journal,3502,B,2025
13915614,0973077X,South Asia Economic Journal,3801,C,2025
22779779,23210303,South Asian Journal of Business and Management Cases,3507,C,2025
2398628X,23986298,South Asian Journal of Business Studies,3507,B,2025
23220937,23495790,South Asian Journal of Human Resources Management,3505,C,2025
22779787,23210273,South Asian Journal of Macroeconomics and Public Finance,3801,C,2025
09715428,,South Asian Journal of Management,3507,C,2025
19364334,,South Carolina Journal of International Law and Business,4801,C,2025
07352476,,Southern Business and Economic Journal,3801,C,2025
00384038,23258012,Southern Economic Journal,3801,A,2025
11384891,,Spanish Accounting Review / Revista de Contabilidad,3501,B,2025
14355469,14355477,Spanish Economic Review,3801,B,2025
02102412,23320753,Spanish Journal of Finance and Accounting,3501,B,2025
24449709,24449709,Spanish Journal of Marketing – ESIC,3506,B,2025
21731268,,Spanish Review of Financial Economics,3502,C,2025
17421772,17421780,Spatial Economic Analysis,3801,B,2025
17430437,17430445,Sport in Society,3504,B,2025
19386974,21632367,Sport Management Education Journal,3504,C,2025
14413523,18392083,Sport Management Review,3504,A,2025
10616934,15572528,Sport Marketing Quarterly,3506,B,2025
08884781,15432793,Sport Psychologist,3504,B,2025
2042678X,20426798,"Sport, Business and Management",3504,B,2025
13573322,14701243,"Sport, Education and Society",3504,B,2025
08132577,,Sporting Traditions,3504,C,2025
13915894,,Sri Lanka Economic Journal,3801,C,2025
13917358,,Sri Lankan Journal of Agricultural Economics,3801,C,2025
07315082,,Stanford Journal of International Law,4801,A,2025
10788794,,"Stanford Journal of Law, Business and Finance",4801,A,2025
15427009,,Stanford Social Innovation Review,3507,B,2025
00390402,14679574,Statistica Neerlandica,4905,A,2025
10170405,,Statistica Sinica,4905,A,2025
13870874,15729311,Statistical Inference for Stochastic Processes,4905,C,2025
18747655,18759254,Statistical Journal of the IAOS,4905,C,2025
15723127,,Statistical Methodology,4905,C,2025
16182510,1613981X,Statistical Methods and Applications,4905,C,2025
09622802,14770334,Statistical Methods In Medical Research,4905,B,2025
1471082X,14770342,Statistical Modelling,4905,B,2025
09325026,16139798,Statistical Papers,4905,B,2025
08834237,,Statistical Science,4905,A,2025
02331888,10294910,Statistics,4905,B,2025
01677152,18792103,Statistics & Probability Letters,4905,B,2025
21967040,,Statistics & Risk Modeling,4905,C,2025
09603174,15731375,Statistics and Computing,4905,A,2025
15701824,,Statistics Education Research Journal,4905,B,2025
02776715,10970258,Statistics in Medicine,4905,A,2025
01443593,14643863,Statute Law Review,4801,A,2025
07362994,15329356,Stochastic Analysis and Applications,4905,B,2025
14363240,14363259,Stochastic Environmental Research and Risk Assessment,4905,B,2025
15326349,15324214,Stochastic Models,4905,B,2025
03044149,1879209X,Stochastic Processes and their Applications,4905,A,2025
17442508,17442516,Stochastics: an international journal of probability and stochastic processes,4905,B,2025
10991697,,Strategic Change: Briefings in Entrepreurial Finance,3507,B,2025
19324391,1932443X,Strategic Entrepreneurship Journal,3507,A,2025
01432095,10970266,Strategic Management Journal,3507,A*,2025
14761270,1741315X,Strategic Organization,3507,A,2025
10878572,17589568,Strategy & Leadership,3507,C,2025
23332050,23332077,Strategy Science,3507,A,2025
15323005,15322998,Stress and Health,3507,A,2025
0954349X,18736017,Structural Change and Economic Dynamics,3801,B,2025
10705511,15328007,Structural Equation Modelling: A Multidisciplinary Journal,3507,A,2025
03918750,,Studi Economici e Sociali: rivista di vita economica,3801,C,2025
14182106,20630476,Studies in Agricultural Economics,3899,C,2025
18424120,23445416,Studies in Business and Economics,3801,C,2025
00393606,19366167,Studies in Comparative International Development,3599,A,2025
10867376,17556791,Studies in Economics and Finance,3801,B,2025
03075079,1470174X,Studies in Higher Education,3505,A,2025
23210222,23218398,Studies in Microeconomics,3803,C,2025
10811826,15583708,Studies in Nonlinear Dynamics & Econometrics,3802,A,2025
07078552,,Studies in Political Economy: a socialist review,3801,C,2025
00394696,,Suffolk University Law Review,4801,B,2025
16258312,16246039,Supply Chain Forum: An International Journal,3509,C,2025
15219747,,Supply Chain Management Review,3509,B,2025
13598546,17586852,Supply Chain Management: an international journal,3509,A,2025
00396338,14682699,Survival,3599,B,2025
20408021,,"Sustainability Accounting, Management and Policy Journal",3501,A,2025
,10991719,Sustainable Development,3899,C,2025
,26661888,Sustainable Futures,3507,C,2025
14001829,,Swedish Economic Policy Review,3801,C,2025
00930709,,Syracuse Journal of International Law and Commerce,4801,C,2025
,10991727,System Dynamics Review,3503,A,2025
1094429X,15739295,Systemic Practice and Action Research,3503,B,2025
10927026,10991743,Systems Research and Behavioral Science,3503,A,2025
15889734,1589021X,Tarsadalom es Gazdasag,3801,C,2025
00400041,,Tax Law Review,4801,A,2025
26886642,,Tax Notes,4801,C,2025
18331726,,Tax Policy Journal,4801,C,2025
13291203,,Tax Specialist,4801,B,2025
04948343,,Taxation in Australia,4801,C,2025
13673289,,Teaching Business and Economics,3801,C,2025
13527592,17586860,Team Performance Management,3507,C,2025
00401625,18735509,Technological Forecasting and Social Change,3503,A,2025
27541312,27541320,Technological Sustainability,3507,C,2025
09537325,14653990,Technology Analysis and Strategic Management,3507,B,2025
0160791X,18793274,Technology in Society,4609,C,2025
00401706,15372723,Technometrics,3503,A,2025
01664972,18792383,Technovation,3507,A,2025
07365853,1879324X,Telematics and Informatics,4609,C,2025
07128657,,Teoros: revue de recherche en tourisme,3508,C,2025
01637479,,Texas International Law Journal,4801,A,2025
00014826,15587967,The Accounting Review,3501,A*,2025
17435285,,The Adam Smith Review,3899,B,2025
00028282,0065812X,The American Economic Review,3801,A*,2025
00031232,19364784,The American Sociologist,3599,B,2025
00031305,15372731,The American Statistician (AMSTAT),4905,B,2025
05701864,14320592,"The Annals of Regional Science: international journal of urban, regional and environmental research and policy",3801,B,2025
00049018,14678462,The Australian Economic Review,3801,B,2025
1364985X,14678489,The Australian Journal of Agricultural and Resource Economics,3801,A,2025
1822427X,18224288,The Baltic Journal of Road and Bridge Engineering,3509,C,2025
19351682,15550494,The BE Journal of Economic Analysis and Policy,3803,A,2025
19351690,,The BE Journal of Macroeconomics,3803,A,2025
19351704,,The BE Journal of Theoretical Economics,3803,A,2025
0888045X,20541724,The Bottom Line,3503,C,2025
19342497,,"The Brooklyn Journal of Corporate, Financial and Commercial Law",4801,C,2025
00076899,,The Business Lawyer,4801,A,2025
,15449106,The CASE Journal,3507,C,2025
03057410,14682648,The China Quarterly,3599,A,2025
16802012,10156607,The China Review: an interdisciplinary journal on greater China,3599,C,2025
10971475,15580954,The Chinese Economy: translation and studies,3801,B,2025
14499029,,The Corporate Governance Law Review,4801,C,2025
10353046,,The Economic and Labour Relations Review,3801,B,2025
00130117,14680289,The Economic History Review: a journal of economic and social history,3801,A*,2025
00130133,14680297,The Economic Journal,3801,A*,2025
00130249,14754932,The Economic Record,3801,A,2025
19357524,,The Electronic Journal of Statistics,4905,A,2025
09638180,14684497,The European Accounting Review,3501,A*,2025
1351847X,14664364,The European Journal of Finance,3502,A,2025
10663487,,The Florida Tax Review,4801,A,2025
10185895,14680440,The Geneva Papers on Risk and Insurance - Issues and Practice,3502,B,2025
1554964X,15549658,The Geneva Risk and Insurance Review,3502,B,2025
10861653,,The Independent Review: a journal of political economy,3801,C,2025
20866887,26551748,The Indonesian Journal of Accounting Research,3501,C,2025
