"item_uuid","handle","item_url","title","authors","melbourne_authors","internal_author_ids","issued_date","publication_year","article_url","available_date","item_type","doi","issn","eissn","journal","volume","issue","pages","publisher","departments","faculties","citation_text","license","open_access_status","open_access_url","last_modified"
"4cee9378-9397-5741-89ad-7d98c1eaa0d8","11343/258719","https://hdl.handle.net/11343/258719","Group Identity, Performance Transparency, and Employee Performance","Shang, R; Abernethy, M; Hung, C-Y","Hung, Chung-Yu; Abernethy, Margaret","Hung, Chung-Yu; 116746; 0000-0003-0805-5260; Abernethy, Margaret; 4757; 0000-0002-1244-7593","2020-09-01","2020","https://doi.org/10.2308/accr-52652","2021-01-18T00:50:23Z","Journal Article","10.2308/accr-52652","0001-4826","1558-7967","Accounting Review","95","5","373-397","American Accounting Association","Accounting","","Shang, R., Abernethy, M. & Hung, C. -Y. (2020). Group Identity, Performance Transparency, and Employee Performance. The Accounting Review, 95 (5), pp.373-397. https://doi.org/10.2308/accr-52652.","","","","2026-07-15T13:26:22.289+00:00"
"8f97c4b7-38e0-5a29-970c-a4a6ecff0a13","11343/258504","https://hdl.handle.net/11343/258504","The Management Accounting (R)Evolution in Sustainability Reporting","Soderstrom, N; Khan, A; Solano, RA","Soderstrom, Naomi; Khan, Anas-Ur-Rasheed","Soderstrom, Naomi; 5569; 0000-0001-7602-9182; Khan, Anas-Ur-Rasheed; 145874","2020","2020","https://hdl.handle.net/11343/258504","2021-01-03T23:19:52Z","Journal Article","","1006-138X","","Chinese Management Accounting Review","13","3","120-131","TBA","Accounting","","Soderstrom, N., Khan, A. & Solano, R. A. (2020). The Management Accounting (R)Evolution in Sustainability Reporting. Chinese Management Accounting Review, 13 (3), pp.120-131","","","","2026-07-19T22:59:41.993+00:00"
"b6e22bd2-ad25-5c5e-8c72-150a9ccbd765","11343/253996","https://hdl.handle.net/11343/253996","Are Investors Warned by Disclosure of Conflicts of Interest? The Moderating Effect of Investment Horizon","Liu, Y; Huang, Z; Jiang, L; Messier Jr., WF","Jiang, Like","Jiang, Like; 115447; 0000-0003-1704-9751","2020","2020","https://doi.org/10.2308/tar-2017-0284","2020-12-14T05:46:11Z","Journal Article","10.2308/tar-2017-0284","0001-4826","1558-7967","Accounting Review","95","6","291-310","American Accounting Association","Accounting","","Liu, Y., Huang, Z., Jiang, L. & Messier Jr., W. F. (2020). Are Investors Warned by Disclosure of Conflicts of Interest? The Moderating Effect of Investment Horizon. The Accounting Review, 95 (6), pp.291-310. https://doi.org/10.2308/tar-2017-0284.","","Accepted version","https://openaccess.city.ac.uk/id/eprint/23262/1/Are%2520Investors%2520Warned%2520by%2520Disclosure%2520of%2520Conflicts%2520of%2520Interest.pdf","2026-06-29T22:58:11.616+00:00"
"0024a750-ba13-57d6-8af9-d8cf99855232","11343/253913","https://hdl.handle.net/11343/253913","Renegotiation of joint venture contracts: The influence of boards of directors and prior ties as alternative governance mechanisms","Duplat, V; Klijn, E; Reuer, J; Dekker, H","Dekker, Henri","Dekker, Henri; 9881","2020-04-01","2020","https://doi.org/10.1016/j.lrp.2018.10.006","2020-12-14T05:20:40Z","Journal Article","10.1016/j.lrp.2018.10.006","0024-6301","1873-1872","Long Range Planning","53","2","101856-101856","Elsevier","Accounting","","Duplat, V., Klijn, E., Reuer, J. & Dekker, H. (2020). Renegotiation of joint venture contracts: The influence of boards of directors and prior ties as alternative governance mechanisms. Long Range Planning, 53 (2), pp.101856-101856. https://doi.org/10.1016/j.lrp.2018.10.006.","","Published version","https://research.vu.nl/ws/files/78023847/Renegotiation_of_joint_venture_contracts.pdf","2026-07-15T17:35:41.845+00:00"
"c2f2e299-343f-59c7-9cd9-70af036a4e5d","11343/252771","https://hdl.handle.net/11343/252771","Preparing graduates with the employability skills for the unknown future: reflection on assessment practice during COVID-19","Dyki, M; Singorahardjo, M; Cotronei-Baird, VS","Dyki, Matthew; Singorahardjo, Maggie; Cotronei-Baird, Valeria","Dyki, Matthew; 10051; 0000-0002-8750-7247; Singorahardjo, Maggie; 132066; 0000-0003-4778-3746; Cotronei-Baird, Valeria; 16332; 0000-0001-9386-6089","2020-01-01","2020","https://doi.org/10.1108/ARJ-09-2020-0285","2020-12-03T23:38:44Z","Journal Article","10.1108/ARJ-09-2020-0285","1030-9616","1839-5465","Accounting Research Journal","34","2","229-245","EMERALD GROUP PUBLISHING LTD","Accounting","","Dyki, M., Singorahardjo, M. & Cotronei-Baird, V. S. (2020). Preparing graduates with the employability skills for the unknown future: reflection on assessment practice during COVID-19. Accounting Research Journal, 34 (2), pp.229-245. https://doi.org/10.1108/ARJ-09-2020-0285.","","","","2026-07-17T05:51:36.027+00:00"
"9b47dd8f-7505-5df0-b13b-395138dc2a59","11343/251948","https://hdl.handle.net/11343/251948","Industry Self-regulation Under Government Intervention","Mendoza, JP; Dekker, HC; Wielhouwer, JL","Dekker, Henri","Dekker, Henri; 9881","2020-03-01","2020","https://doi.org/10.1007/s10940-019-09424-x","2020-11-26T22:01:15Z","Journal Article","10.1007/s10940-019-09424-x","0748-4518","1573-7799","Journal of Quantitative Criminology","36","1","183-205","Springer Verlag","Accounting","","Mendoza, J. P., Dekker, H. C. & Wielhouwer, J. L. (2020). Industry Self-regulation Under Government Intervention. Journal of Quantitative Criminology, 36 (1), pp.183-205. https://doi.org/10.1007/s10940-019-09424-x.","cc-by","","","2026-07-15T08:26:39.828+00:00"
"47eaa6ee-72a6-55f3-a370-ac96e3ca0082","11343/276869","https://hdl.handle.net/11343/276869","Whistleblowing Allegations, Audit Fees, and Internal Control Deficiencies","Kuang, YF; Lee, G; Qin, B","Kuang, Yu; Lee, Gladys; Qin, Bo","Kuang, Yu; 115163; 0000-0001-5095-4118; Lee, Gladys; 111269; 0000-0002-6797-0875; Qin, Bo; 115157; 0000-0001-5817-1169","2021","2021","https://doi.org/10.1111/1911-3846.12619","2020-11-25T01:22:29Z","Journal Article","10.1111/1911-3846.12619","0823-9150","1911-3846","Contemporary Accounting Research","38","1","32-62","Wiley","Accounting","Business and Economics","Kuang, Y. F., Lee, G. & Qin, B. (2021). Whistleblowing Allegations, Audit Fees, and Internal Control Deficiencies. Contemporary Accounting Research, 38 (1), pp.32-62. https://doi.org/10.1111/1911-3846.12619.","","","","2026-06-25T05:10:44.633+00:00"
"d00ca99e-b8d3-51a8-8db8-cac7f164aae0","11343/251848","https://hdl.handle.net/11343/251848","Managerial Learning from Analyst Feedback to Voluntary Capex Guidance, Investment Efficiency and Firm Performance","Bae, J; Biddle, G; Park, CW","Biddle, Gary","Biddle, Gary; 120646; 0000-0003-3405-0738","2022-01-01","2022","https://doi.org/10.1287/mnsc.2020.3896","2020-11-23T05:17:15Z","Journal Article","10.1287/mnsc.2020.3896","0025-1909","1526-5501","Management science","68","1","583-687","Institute for Operations Research and Management Sciences","Accounting","","Bae, J., Biddle, G. & Park, C. W. (2022). Managerial Learning from Analyst Feedback to Voluntary Capex Guidance, Investment Efficiency and Firm Performance. Management Science, 68 (1), pp.583-687. https://doi.org/10.1287/mnsc.2020.3896.","","","","2026-07-17T07:33:34.133+00:00"
"736a5012-4b04-5ab1-ad8c-85268f7eddd1","11343/251201","https://hdl.handle.net/11343/251201","Dynamic influences on cooperation in a social dilemma: How type of experience and communication affect behavioral spillovers.","Bruin, BJ; Dekker, HC; Groot, TLCM","Dekker, Henri","Dekker, Henri; 9881","2019-03-12","2019","https://doi.org/10.1371/journal.pone.0213038","2020-11-10T22:32:42Z","Journal Article","10.1371/journal.pone.0213038","1932-6203","1932-6203","PLoS ONE","14","3","e0213038-e0213038","Public Library of Science (PLoS)","Accounting","","Bruin, B. J., Dekker, H. C. & Groot, T. L. C. M. (2019). Dynamic influences on cooperation in a social dilemma: How type of experience and communication affect behavioral spillovers.. PLoS One, 14 (3), pp.e0213038-e0213038. https://doi.org/10.1371/journal.pone.0213038.","CC BY","","","2026-06-28T22:36:45.729+00:00"
"2cf6b0f5-986f-5f66-891d-de1454290d5a","11343/241656","https://hdl.handle.net/11343/241656","Air pollution and analyst information production","Li, CK; Luo, J-H; Soderstrom, NS","Soderstrom, Naomi","Soderstrom, Naomi; 5569; 0000-0001-7602-9182","2020-02","2020","https://doi.org/10.1016/j.jcorpfin.2019.101536","2020-07-29T01:56:09Z","Journal Article","10.1016/j.jcorpfin.2019.101536","0929-1199","1872-6313","Journal of Corporate Finance","60","","","Elsevier","Accounting","","Li, C. K., Luo, J. -H. & Soderstrom, N. S. (2020). Air pollution and analyst information production. Journal of Corporate Finance, 60, https://doi.org/10.1016/j.jcorpfin.2019.101536.","","","","2026-06-30T01:06:09.481+00:00"
"41468a10-b3e4-5c75-b738-b5343020d3b1","11343/241655","https://hdl.handle.net/11343/241655","Heaping of Executive Compensation","Jorgensen, BN; Patrick, PH; Soderstrom, NS","Soderstrom, Naomi","Soderstrom, Naomi; 5569; 0000-0001-7602-9182","2020-04-21","2020","https://doi.org/10.2308/jmar-52477","2020-07-29T01:53:10Z","Journal Article","10.2308/jmar-52477","1049-2127","1558-8033","Journal of Management Accounting Research","32","1","177-201","American Accounting Association","Accounting","","Jorgensen, B. N., Patrick, P. H. & Soderstrom, N. S. (2020). Heaping of Executive Compensation. Journal of Management Accounting Research, 32 (1), pp.177-201. https://doi.org/10.2308/jmar-52477.","","","","2026-07-16T02:37:04.804+00:00"
"a353531c-d5ab-57ec-85c1-93eb791c7410","11343/241654","https://hdl.handle.net/11343/241654","Reporting Bias and Monitoring in Clean Development Mechanism Projects","Chen, H; Letmathe, P; Soderstrom, N","Soderstrom, Naomi","Soderstrom, Naomi; 5569; 0000-0001-7602-9182","2021","2021","https://doi.org/10.1111/1911-3846.12609","2020-07-29T01:49:25Z","Journal Article","10.1111/1911-3846.12609","0823-9150","1911-3846","Contemporary Accounting Research","38","1","7-31","Wiley","Accounting","","Chen, H., Letmathe, P. & Soderstrom, N. (2021). Reporting Bias and Monitoring in Clean Development Mechanism Projects. Contemporary Accounting Research, 38 (1), pp.7-31. https://doi.org/10.1111/1911-3846.12609.","","","","2026-07-01T14:07:57.935+00:00"
"a44edf74-3261-59e9-9284-b79bb850cb72","11343/241448","https://hdl.handle.net/11343/241448","Firm enablement through outsourcing: a longitudinal analysis of how outsourcing enables process improvement under financial and competence constraints","Dekker, H; Mooi, E; Visser, A","Mooi, Erik; Dekker, Henri","Mooi, Erik; 50198; 0000-0003-3613-1179; Dekker, Henri; 9881","2020-10","2020","https://doi.org/10.1016/j.indmarman.2020.07.006","2020-07-13T02:49:28Z","Journal Article","10.1016/j.indmarman.2020.07.006","0019-8501","1873-2062","Industrial Marketing Management","90","","124-132","Elsevier","Management and Marketing; Accounting","","Dekker, H., Mooi, E. & Visser, A. (2020). Firm enablement through outsourcing: a longitudinal analysis of how outsourcing enables process improvement under financial and competence constraints. Industrial Marketing Management, 90, pp.124-132. https://doi.org/10.1016/j.indmarman.2020.07.006.","CC BY","","","2026-07-01T12:44:47.494+00:00"
"748529bc-17e2-505b-bd1c-14b956578672","11343/239204","https://hdl.handle.net/11343/239204","Accounting Conservatism and Bankruptcy Risk","Biddle, GC; Ma, MLZ; Song, FM","Biddle, Gary","Biddle, Gary; 120646; 0000-0003-3405-0738","2022-04-01","2022","https://doi.org/10.1177/0148558X20934244","2020-05-24T23:23:55Z","Journal Article","10.1177/0148558X20934244","0148-558X","2160-4061","Journal of Accounting, Auditing and Finance","37","2","295-323","SAGE PUBLICATIONS INC","Accounting","","Biddle, G. C., Ma, M. L. Z. & Song, F. M. (2022). Accounting Conservatism and Bankruptcy Risk. Journal of Accounting Auditing and Finance, 37 (2), pp.295-323. https://doi.org/10.1177/0148558X20934244.","","","","2026-06-29T14:39:28.397+00:00"
"ab53357b-3cd3-504a-8b5c-56b6855b03c7","11343/276864","https://hdl.handle.net/11343/276864","Political Connections and the Informativeness of Insider Trades","Jagolinzer, AD; Larcker, DF; Ormazabal, G; Taylor, DJ","Larcker, David","Larcker, David; 124665","2020-08-01","2020","https://doi.org/10.1111/jofi.12899","2020-03-20T01:22:29Z","Journal Article","10.1111/jofi.12899","0022-1082","1540-6261","Journal of Finance","75","4","1833-1876","Wiley","Accounting","Business and Economics","Jagolinzer, A. D., Larcker, D. F., Ormazabal, G. & Taylor, D. J. (2020). Political Connections and the Informativeness of Insider Trades. The Journal of Finance, 75 (4), pp.1833-1876. https://doi.org/10.1111/jofi.12899.","","","","2026-06-30T21:26:42.659+00:00"
"1f284522-6c08-5785-9e92-db51c55a6f1f","11343/276855","https://hdl.handle.net/11343/276855","Female representation on boards and CEO performance‐induced turnover: Evidence from Russia","Kim, O; Kuang, YF; Qin, B","Kuang, Yu; Qin, Bo","Kuang, Yu; 115163; 0000-0001-5095-4118; Qin, Bo; 115157; 0000-0001-5817-1169","2020-05-01","2020","https://doi.org/10.1111/corg.12316","2020-03-17T01:22:29Z","Journal Article","10.1111/corg.12316","0964-8410","1467-8683","Corporate governance. An International Review","28","3","235-260","Wiley","Accounting","Business and Economics","Kim, O., Kuang, Y. F. & Qin, B. (2020). Female representation on boards and CEO performance‐induced turnover: Evidence from Russia. Corporate Governance: An International Review, 28 (3), pp.235-260. https://doi.org/10.1111/corg.12316.","","","","2026-06-30T17:48:08.917+00:00"
"02ed6f02-1313-577d-8ffb-5481d9109e25","11343/276846","https://hdl.handle.net/11343/276846","Can multitasking influence professional scepticism?","Fehrenbacher, DD; Triki, A; Weisner, MM","Weisner, Martin","Weisner, Martin; 127594; 0000-0003-1702-6277","2021","2021","https://doi.org/10.1111/acfi.12627","2020-02-28T01:22:29Z","Journal Article","10.1111/acfi.12627","0810-5391","1467-629X","Accounting and Finance","61","1","1277-1306","Wiley","Accounting","Business and Economics","Fehrenbacher, D. D., Triki, A. & Weisner, M. M. (2021). Can multitasking influence professional scepticism?. Accounting and Finance, 61 (1), pp.1277-1306. https://doi.org/10.1111/acfi.12627.","","","","2026-07-06T23:12:21.711+00:00"
"5efbfb0f-7b7c-56ca-a356-c8baccdc6cf7","11343/276889","https://hdl.handle.net/11343/276889","Underlying risk preferences and analyst risk-taking behavior","Cleary, S; Jona, J; Lee, G; Shemesh, J","Lee, Gladys; Jona, Jonathan; Cleary, Sean","Lee, Gladys; 111269; 0000-0002-6797-0875; Jona, Jonathan; 49843; 0000-0003-4417-868X; Cleary, Sean; 47874","2020-08-06","2020","https://doi.org/10.1111/jbfa.12441","2020-01-21T01:22:29Z","Journal Article","10.1111/jbfa.12441","0306-686X","1468-5957","Journal of Business Finance & Accounting","47","7-8","949-981","Wiley","Accounting","Business and Economics","Cleary, S., Jona, J., Lee, G. & Shemesh, J. (2020). Underlying risk preferences and analyst risk-taking behavior. Journal of Business Finance and Accounting, 47 (7-8), pp.949-981. https://doi.org/10.1111/jbfa.12441.","","","","2026-07-13T14:55:08.098+00:00"
"ca0a5345-e040-560f-8f4d-a839b7406962","11343/233683","https://hdl.handle.net/11343/233683","Implementing AASB 16 Leases: Are Preparers Ready?","Davern, M; Gyles, N; Hanlon, D; Shah, F","Shah, Furqan; Davern, Michael; Gyles, Nikole","Shah, Furqan; 145900; Davern, Michael; 4743; 0000-0002-9572-812X; Gyles, Nikole; 128369; 0000-0001-5943-977X","2019","2019","https://www.cpaaustralia.com.au/~/media/corporate/allfiles/document/professional-resources/reporting/implementing-aasb-16-leases-report.pdf","2019-12-22T23:29:41Z","Report","","","","","","","","The University of Melbourne","Accounting","","Davern, M., Gyles, N., Hanlon, D. & Shah, F. (2019). Implementing AASB 16 Leases: Are Preparers Ready?. The University of Melbourne.","","Published version","https://www.cpaaustralia.com.au/~/media/corporate/allfiles/document/professional-resources/reporting/implementing-aasb-16-leases-report.pdf","2026-07-19T20:47:47.351+00:00"
"aa7ba2c4-2f58-5810-870e-e6d058842c35","11343/214531","https://hdl.handle.net/11343/214531","Expertise and Discretionary Bonus Decisions","Abernethy, M; Hung, CY; VAN LENT, L","Hung, Chung-Yu; Abernethy, Margaret; van Lent, Laurence","Hung, Chung-Yu; 116746; 0000-0003-0805-5260; Abernethy, Margaret; 4757; 0000-0002-1244-7593; van Lent, Laurence; 36531","2020-01-01","2020","https://doi.org/10.1287/mnsc.2018.3172","2018-08-07T01:05:01Z","Journal Article","10.1287/mnsc.2018.3172","0025-1909","1526-5501","Management science","66","1","415-432","INFORMS","Accounting","","Abernethy, M., Hung, C. Y. & VAN LENT, L. (2020). Expertise and Discretionary Bonus Decisions. Management Science, 66 (1), pp.415-432. https://doi.org/10.1287/mnsc.2018.3172.","","","","2026-07-15T12:23:34.018+00:00"
"6afc0b3b-ed0b-5407-8c85-c6af920bb07d","11343/213874","https://hdl.handle.net/11343/213874","Philanthropy: Toward a Better Practice Model","York, J; Gillies, L; Minkiewicz, J","York, Jodi","York, Jodi; 10640; 0000-0003-3986-7608","2018","2018","https://hdl.handle.net/11343/213874","2018-06-27T03:01:22Z","Report","","","","Philanthropy: Toward a Better Practice Model","","","","Asia Pacific Social Impact Centre","Accounting","","York, J., Gillies, L. & Minkiewicz, J. (2018). Philanthropy: Toward a Better Practice Model. Asia Pacific Social Impact Centre.","","","","2026-07-19T16:44:27.213+00:00"
"40509bbb-2c73-5a56-8820-19c2159554aa","11343/213873","https://hdl.handle.net/11343/213873","Sustainability Reporting to Improve Organizational Performance","Potter, B; York, J; Dembek, C","Potter, Bradley; York, Jodi","Potter, Bradley; 802; 0000-0001-6593-7871; York, Jodi; 10640; 0000-0003-3986-7608","2017-10-11","2017","https://hdl.handle.net/11343/213873","2018-06-27T02:51:28Z","Report","","","","","","","","Network for Business Sustainability","Accounting","","Potter, B., York, J. & Dembek, C. (2017). Sustainability Reporting to Improve Organizational Performance. Network for Business Sustainability.","","","","2026-07-19T14:56:16.897+00:00"
"e42a3b4a-e2a8-592a-893d-f7aa12387222","11343/213872","https://hdl.handle.net/11343/213872","Sustainability Reporting Playbook","Potter, B; York, J; Dembek, C","Potter, Bradley; York, Jodi","Potter, Bradley; 802; 0000-0001-6593-7871; York, Jodi; 10640; 0000-0003-3986-7608","2017-10-11","2017","https://hdl.handle.net/11343/213872","2018-06-27T02:49:37Z","Report","","","","","","","","Network for Business Sustainability","Accounting","","Potter, B., York, J. & Dembek, C. (2017). Sustainability Reporting Playbook. Network for Business Sustainability.","","","","2026-07-19T14:56:28.693+00:00"
"7d22a319-1e86-5dcd-a7ca-689d88ef5a38","11343/198165","https://hdl.handle.net/11343/198165","A Framework for Relationships in Outsourcing: Contract Management Archetypes","CULLEN, S; Shanks, G; Davern, M; Wilcocks, L","Cullen, Sara; Davern, Michael; Shanks, Graeme","Cullen, Sara; 28056; 0000-0001-5187-4259; Davern, Michael; 4743; 0000-0002-9572-812X; Shanks, Graeme; 15176; 0000-0003-4316-8017","2017","2017","https://doi.org/10.24251/hicss.2017.652","2018-02-09T03:44:53Z","Conference Paper","10.24251/hicss.2017.652","1530-1605","","Proceedings of the ... Annual Hawaii International Conference on System Sciences. Annual Hawaii International Conference on System Sciences","2017-January","","5380-5389","HICSS","Accounting; Computing and Information Systems","","CULLEN, S., Shanks, G., Davern, M. & Wilcocks, L. (2017). A Framework for Relationships in Outsourcing: Contract Management Archetypes. Bui, TX (Ed.) Sprague, R (Ed.) Proceedings of the 50th Hawaii International Conference on System Sciences, 2017-January, pp.5380-5389. HICSS. https://doi.org/10.24251/hicss.2017.652.","","Published version","http://aisel.aisnet.org/hicss-50/os/practice-based_research/2/","2026-07-29T02:25:36.944+00:00"
"88a1655b-99aa-59e0-8e27-c759ed1facd4","11343/198164","https://hdl.handle.net/11343/198164","Enablers and Mechanisms: Practices for Achieving Synergy with Business Analytics","ASADI SOMEH, I; Wixom, B; Davern, MICHAEL; Shanks, GRAEME","Asadi Someh, Ida; Davern, Michael; Shanks, Graeme","Asadi Someh, Ida; 80907; 0000-0002-6464-795X; Davern, Michael; 4743; 0000-0002-9572-812X; Shanks, Graeme; 15176; 0000-0003-4316-8017","2017","2017","https://doi.org/10.24251/hicss.2017.649","2018-02-09T03:42:21Z","Conference Paper","10.24251/hicss.2017.649","1530-1605","","Proceedings of the ... Annual Hawaii International Conference on System Sciences. Annual Hawaii International Conference on System Sciences","2017-January","","5358-5367","HICSS","Accounting; Computing and Information Systems","","ASADI SOMEH, I., Wixom, B., Davern, M. I. C. H. A. E. L. & Shanks, G. R. A. E. M. E. (2017). Enablers and Mechanisms: Practices for Achieving Synergy with Business Analytics. Bui, TX (Ed.) Sprague, R (Ed.) Proceedings of the 50th Hawaii International Conference on System Sciences, 2017-January, pp.5358-5367. HICSS. https://doi.org/10.24251/hicss.2017.649.","","Published version","http://hdl.handle.net/10125/41811","2026-07-29T01:54:26.386+00:00"
"b8af919b-75c7-5ac3-92c5-66d51e770c9b","11343/190689","https://hdl.handle.net/11343/190689","Exploring the Challenges of Broadening Accounting Reports","Potter, B; Soderstrom, N","Potter, Bradley; Soderstrom, Naomi","Potter, Bradley; 802; 0000-0001-6593-7871; Soderstrom, Naomi; 5569; 0000-0001-7602-9182","2014-10-02","2014","https://doi.org/10.1093/oxfordhb/9780199935406.013.15","2017-07-04T04:16:01Z","Chapter","10.1093/oxfordhb/9780199935406.013.15","","","The Oxford Handbook of Strategy Implementation","","","","Oxford University Press","Accounting","Business & Economics","Potter, B. & Soderstrom, N. (2014). Exploring the Challenges of Broadening Accounting Reports. The Oxford Handbook of Strategy Implementation, (1), Oxford University Press.","","","","2026-07-15T16:48:43.787+00:00"
"ccaff79f-5210-5eae-ba30-4bccbdbaf2f4","11343/128043","https://hdl.handle.net/11343/128043","Clash of the Deeming Provisions: Pre-Capital Gains Tax Concessions, Tax Consolidation and Policy in the Federal Court","TEO, E; Barros, C; Hinchliffe, SA","Teo, Eu-Jin; HINCHLIFFE, SARAH","Teo, Eu-Jin; 942; 0000-0002-7196-5462; HINCHLIFFE, SARAH; 16445","2016","2016","https://hdl.handle.net/11343/128043","2017-03-14T22:16:35Z","Journal Article","","0812-695X","","Australian Tax Forum: a journal of taxation policy, law and reform","31","3","509-525","Taxation Institute of Australia","Accounting","","TEO, E., Barros, C. & Hinchliffe, S. A. (2016). Clash of the Deeming Provisions: Pre-Capital Gains Tax Concessions, Tax Consolidation and Policy in the Federal Court. Australian Tax Forum: a journal of taxation policy, law and reform, 31 (3), pp.509-525","","","","2026-07-19T09:03:57.861+00:00"
"d0d72a7f-20ae-5dcf-a1ca-2817b8955282","11343/92486","https://hdl.handle.net/11343/92486","Digitizing archival records: Benefits and challenges for a large professional accounting association","Keneley, M; Potter, B; West, B; Cobbin, P; Chang, S","Potter, Bradley; Cobbin, Phillip","Potter, Bradley; 802; 0000-0001-6593-7871; Cobbin, Phillip; 15493; 0000-0002-1117-7341","2016-03-01","2016","https://hdl.handle.net/11343/92486","2016-06-21T00:04:19Z","Journal Article","","0318-6954","","Archivaria","2016","81","75-100","Association of Canadian Archivists","Accounting","","Keneley, M., Potter, B., West, B., Cobbin, P. & Chang, S. (2016). Digitizing archival records: Benefits and challenges for a large professional accounting association. Archivaria, 2016 (81), pp.75-100","","","","2026-07-19T07:41:42.973+00:00"
"fd6f0fe7-0112-5999-9704-202c9243ff06","11343/59221","https://hdl.handle.net/11343/59221","Mapping the evidence of prevention and intervention studies for suicidal and self-harming behaviors in young people","De Silva, S; Parker, A; Purcell, R; Callahan, P; Liu, P; Hetrick, S","Purcell, Rosemary; Parker, Alexandra; Hetrick, Sarah; CALLAHAN, PATRICK; DE SILVA, SARANEE; De Silva, Louisa Stefanie","Purcell, Rosemary; 8578; 0000-0002-7912-6073; Parker, Alexandra; 8869; 0000-0002-2398-6306; Hetrick, Sarah; 14011; 0000-0003-2532-0142; CALLAHAN, PATRICK; 35796; DE SILVA, SARANEE; 46394; De Silva, Louisa Stefanie; 59612; 0000-0002-1099-5211","2013-09-04","2013","https://doi.org/10.1027/0227-5910/a000190","2016-03-09T01:55:51Z","Journal Article","10.1027/0227-5910/a000190","0227-5910","2151-2396","Crisis","34","4","223-232","HOGREFE & HUBER PUBLISHERS","Accounting; Centre for Youth Mental Health","","De Silva, S., Parker, A., Purcell, R., Callahan, P., Liu, P. & Hetrick, S. (2013). Mapping the evidence of prevention and intervention studies for suicidal and self-harming behaviors in young people. Crisis, 34 (4), pp.223-232. https://doi.org/10.1027/0227-5910/a000190.","","","","2026-07-11T06:36:29.590+00:00"
"eb2e67da-6c0a-5f47-9315-d6fd30fba701","11343/58322","https://hdl.handle.net/11343/58322","CEO inside debt and earnings management","Dhole, S; Manchiraju, H; Suk, I","Dhole, Sandip","Dhole, Sandip; 28059; 0000-0002-8390-8254","2016-10-01","2016","https://doi.org/10.1177/0148558X15596907","2016-01-29T03:10:36Z","Journal Article","10.1177/0148558X15596907","0148-558X","2160-4061","Journal of Accounting, Auditing and Finance","31","4","515-550","SAGE PUBLICATIONS INC","Accounting","","Dhole, S., Manchiraju, H. & Suk, I. (2016). CEO inside debt and earnings management. Journal of Accounting Auditing and Finance, 31 (4), pp.515-550. https://doi.org/10.1177/0148558X15596907.","","","","2026-07-17T13:57:07.097+00:00"
"949b7f75-70c9-51c9-98a3-bd271d3e5f9a","11343/57023","https://hdl.handle.net/11343/57023","Effects of the SEC's XBRL mandate on financial reporting comparability","DHOLE, S; Lobo, GJ; Mishra, S; Pal, AM","Dhole, Sandip","Dhole, Sandip; 28059; 0000-0002-8390-8254","2015-12-07","2015","https://doi.org/10.1016/j.accinf.2015.11.002","2015-12-08T04:13:54Z","Journal Article","10.1016/j.accinf.2015.11.002","1467-0895","1873-4723","International Journal of Accounting Information Systems","19","","29-44","Elsevier Inc.","Accounting","","DHOLE, S., Lobo, G. J., Mishra, S. & Pal, A. M. (2015). Effects of the SEC's XBRL mandate on financial reporting comparability. International Journal of Accounting Information Systems, 19, pp.29-44. https://doi.org/10.1016/j.accinf.2015.11.002.","","","","2026-07-18T06:27:35.447+00:00"
"889e388e-16df-5f5a-b936-85ac4bc84263","11343/55632","https://hdl.handle.net/11343/55632","Blurred stars: Mutual fund ratings in the shadow of conflicts of interest","Zeng, Y; Yuan, Q; Zhang, J","Yuan, Qingbo","Yuan, Qingbo; 1556; 0000-0003-4660-4283","2015","2015","https://doi.org/10.1016/j.jbankfin.2015.08.029","2015-09-16T14:10:48Z","Journal Article","10.1016/j.jbankfin.2015.08.029","0378-4266","1872-6372","Journal of Banking & Finance","60","","284-295","Elsevier","Accounting","Business & Economics","Zeng, Y., Yuan, Q. & Zhang, J. (2015). Blurred stars: Mutual fund ratings in the shadow of conflicts of interest. Journal of Banking and Finance, 60, pp.284-295. https://doi.org/10.1016/j.jbankfin.2015.08.029.","","","","2026-07-17T11:39:25.746+00:00"
"b2f5cc4a-949b-5d4f-89ab-a8ae146830d0","11343/55445","https://hdl.handle.net/11343/55445","Contemporary Capital Investment Appraisal from a Management Accounting and Integrated Thinking Perspective: Case Study Evidence","Vesty, G; Brooks, A; Oliver, J","Brooks, Albert","Brooks, Albert; 1332; 0000-0003-4302-3926","2015","2015","http://www.cpaaustralia.com.au/professional-resources/sustainability/the-future-of-capital-investment","2015-08-21T04:01:56Z","Book","","","","","","","","CPA Australia","Accounting","","Vesty, G., Brooks, A. & Oliver, J. (2015). Contemporary Capital Investment Appraisal from a Management Accounting and Integrated Thinking Perspective: Case Study Evidence. (1), CPA Australia.","","Published version","http://www.cpaaustralia.com.au/professional-resources/sustainability/the-future-of-capital-investment","2026-07-19T04:25:59.306+00:00"
