"item_uuid","handle","item_url","title","authors","melbourne_authors","internal_author_ids","issued_date","publication_year","article_url","available_date","item_type","doi","issn","eissn","journal","volume","issue","pages","publisher","departments","faculties","citation_text","license","open_access_status","open_access_url","last_modified"
"6480a934-4d88-4695-93bb-0bd201ccbb03","11343/364976","https://hdl.handle.net/11343/364976","Does fair value accounting affect how banks convey information about future performance? Evidence from SFAS 115","Black, J; Godwin, T; Harris, D","Black, Jonathan","Black, Jonathan; 182928; 0000-0001-9805-5672","2025-01-01","2025","https://doi.org/10.1007/s11156-025-01394-5","2026-01-07T02:20:20Z","Journal Article","10.1007/s11156-025-01394-5","0924-865X","1573-7179","Review of Quantitative Finance and Accounting","66","1","63-100","Springer Science and Business Media LLC","Accounting","Business & Economics","Black, J., Godwin, T. & Harris, D. (2025). Does fair value accounting affect how banks convey information about future performance? Evidence from SFAS 115. Review of Quantitative Finance and Accounting, 66 (1), pp.63-100. https://doi.org/10.1007/s11156-025-01394-5.","CC-BY","Published Version","https://doi.org/10.1007/s11156-025-01394-5","2026-07-15T00:33:03.975+00:00"
"15551916-2901-4a5d-85c5-e6674dee5470","11343/364961","https://hdl.handle.net/11343/364961","Why did the Big Four get so large? Evidence from Australia","Ferguson, C; Pinnuck, M; Skinner, DJ","Pinnuck, Matthew","Pinnuck, Matthew; 94; 0000-0002-7743-5796","2025-09-01","2025","https://doi.org/10.1007/s11142-025-09871-x","2026-01-07T02:20:19Z","Journal Article","10.1007/s11142-025-09871-x","1380-6653","1573-7136","Review of accounting studies","30","3","2508-2554","Springer Science and Business Media LLC","Accounting","Business & Economics","Ferguson, C., Pinnuck, M. & Skinner, D. J. (2025). Why did the Big Four get so large? Evidence from Australia. Review of Accounting Studies, 30 (3), pp.2508-2554. https://doi.org/10.1007/s11142-025-09871-x.","CC-BY","Published Version","https://doi.org/10.1007/s11142-025-09871-x","2026-06-29T08:25:31.997+00:00"
"2afcff5e-6975-4989-b549-13c27f97f60a","11343/364766","https://hdl.handle.net/11343/364766","Are climate scenario analysis disclosures valued by investors?","Ding, T; Jona, J; Potter, B; Soderstrom, N","Soderstrom, Naomi; Ding, Tongqing; Potter, Bradley","Soderstrom, Naomi; 5569; 0000-0001-7602-9182; Ding, Tongqing; 151430; 0000-0001-9335-6644; Potter, Bradley; 802; 0000-0001-6593-7871","2025-05-01","2025","https://doi.org/10.1016/j.jaccpubpol.2025.107313","2026-01-07T02:09:46Z","Journal Article","10.1016/j.jaccpubpol.2025.107313","0278-4254","1873-2070","Journal of Accounting and Public Policy","51","","107313-107313","Elsevier BV","Accounting","Business & Economics","Ding, T., Jona, J., Potter, B. & Soderstrom, N. (2025). Are climate scenario analysis disclosures valued by investors?. Journal of Accounting and Public Policy, 51, pp.107313-107313. https://doi.org/10.1016/j.jaccpubpol.2025.107313.","CC-BY","Published Version","https://doi.org/10.1016/j.jaccpubpol.2025.107313","2026-07-14T11:26:11.634+00:00"
"4f1e8cc9-a895-4d7e-92a6-033d6af1ee4d","11343/364542","https://hdl.handle.net/11343/364542","Parent-subsidiary dispersion and ESG rating disparities: evidence from China","Li, B; Xu, X; Qin, B; Yang, X","Qin, Bo","Qin, Bo; 115157; 0000-0001-5817-1169","2026-01-01","2026","https://doi.org/10.1080/00014788.2025.2518082","2026-01-06T05:05:24Z","Journal Article","10.1080/00014788.2025.2518082","0001-4788","2159-4260","Accounting and Business Research","56","4","551-589","Informa UK Limited","Accounting","Business & Economics","Li, B., Xu, X., Qin, B. & Yang, X. (2026). Parent-subsidiary dispersion and ESG rating disparities: evidence from China. Accounting and Business Research, 56 (4), pp.551-589. https://doi.org/10.1080/00014788.2025.2518082.","CC-BY","Published Version","https://doi.org/10.1080/00014788.2025.2518082","2026-06-25T09:35:36.047+00:00"
"e048cd96-38cf-412c-b066-7c0a6359ddcc","11343/362463","https://hdl.handle.net/11343/362463","On the valuation implications of unbundled disclosure","Jia, X; Suijs, J","Jia, Xue","Jia, Xue; 124963; 0000-0002-0843-9259","2025","2025","https://doi.org/10.1111/1911-3846.70010","2025-12-01T02:19:37Z","Journal Article","10.1111/1911-3846.70010","0823-9150","1911-3846","Contemporary Accounting Research","43","1","39-68","Wiley","Accounting","Business & Economics","Jia, X. & Suijs, J. (2025). On the valuation implications of unbundled disclosure. Contemporary Accounting Research, 43 (1), pp.39-68. https://doi.org/10.1111/1911-3846.70010.","CC-BY","","","2026-06-25T06:02:03.755+00:00"
"a6e7b839-c6da-473c-a240-b0f883a153ce","11343/362288","https://hdl.handle.net/11343/362288","Factors Impacting the Design of Innovative WIL Education","O'Rourke, M; Vesty, G; Magdziarz, S; Mudalige, P; Vitale, C; Bowyer, D; Nair, S; Soltys, S","Nair, Sujay; Soltys, Sharon","Nair, Sujay; 1904; 0000-0002-1506-6921; Soltys, Sharon; 3568; 0000-0002-0631-5025","2025-01-01","2025","https://doi.org/10.22329/jtl.v19i2.8781","2025-11-28T02:50:04Z","Journal Article","10.22329/jtl.v19i2.8781","1492-1154","1911-8279","Journal of Teaching and Learning","19","2","115-134","University of Windsor Leddy Library","Accounting","Business & Economics","O'Rourke, M., Vesty, G., Magdziarz, S., Mudalige, P., Vitale, C., Bowyer, D., Nair, S. & Soltys, S. (2025). Factors Impacting the Design of Innovative WIL Education. Journal of Teaching and Learning, 19 (2), pp.115-134. https://doi.org/10.22329/jtl.v19i2.8781.","CC-BY-NC","","","2026-07-08T04:22:54.962+00:00"
"524d1a44-0fbc-4e95-a3ba-81a2fe81eb3e","11343/355824","https://hdl.handle.net/11343/355824","Australian small business-profitability and risk benchmarks","Pinnuck, M; McWilliams, K; Kavourakis, J; Stamford, L","Pinnuck, Matthew; Kavourakis, James","Pinnuck, Matthew; 94; 0000-0002-7743-5796; Kavourakis, James; 59351; 0000-0002-7568-158X","2024-11","2024","https://hdl.handle.net/11343/355824","2025-03-19T22:48:57Z","Report","","","","Australian small business-profitability and risk benchmarks","","","1-63","Chartered Accountants Australia and New Zealand (CAANZ)","Accounting","Business & Economics","Pinnuck, M., McWilliams, K., Kavourakis, J. & Stamford, L. (2024). Australian small business-profitability and risk benchmarks. Chartered Accountants Australia and New Zealand (CAANZ).","","","","2026-07-21T09:28:18.018+00:00"
"264cfa4f-20e9-4a68-a6cc-3b9355f134ef","11343/354366","https://hdl.handle.net/11343/354366","Why is education at Australian universities so costly and how can the costs be decreased?","Pinnuck, M","Pinnuck, Matthew","Pinnuck, Matthew; 94; 0000-0002-7743-5796","2024","2024","https://hdl.handle.net/11343/354366","2024-11-25T00:08:07Z","Report","","","","","","","","Department of Accounting, University of Melbourne","Accounting","Business & Economics","Pinnuck, M. (2024). Why is education at Australian universities so costly and how can the costs be decreased?. Department of Accounting, University of Melbourne.","","","","2026-07-21T08:35:44.174+00:00"
"a587e1c7-e746-4d15-b510-a0ef3e6395a1","11343/354098","https://hdl.handle.net/11343/354098","Indonesian Financial Reporting Benchmarks and Data-Driven Research Insights","Pinnuck, M; Gani, L; Abbas, Y; Wallis, M","Pinnuck, Matthew","Pinnuck, Matthew; 94; 0000-0002-7743-5796","2023","2023","https://web.iaiglobal.or.id/assets/files/file_berita/Indonesian%20financial%20reporting%20benchmarks.pdf","2024-11-01T05:46:22Z","Report","","","","","","","","","Accounting","Business & Economics","Pinnuck, M., Gani, L., Abbas, Y. & Wallis, M. (2023). Indonesian Financial Reporting Benchmarks and Data-Driven Research Insights","","Published version","https://web.iaiglobal.or.id/assets/files/file_berita/Indonesian%20financial%20reporting%20benchmarks.pdf","2026-07-21T08:23:29.412+00:00"
"d9215cc6-0a3e-43fa-87e5-6511b2ce6fcc","11343/354097","https://hdl.handle.net/11343/354097","Annual benchmark and analysis research report on the reported financial performance and position of Australian Listed Companies","Pinnuck, M; Wallis, M; Ghandar, A; Mehmood, M","Pinnuck, Matthew","Pinnuck, Matthew; 94; 0000-0002-7743-5796","2024-06","2024","https://www.charteredaccountantsanz.com/-/media/ba5091773f2f4ee1ab8aa9bb352805a9.pdf","2024-11-01T05:33:45Z","Report","","","","","","","","CA ANZ (Chartered Accountants Australia and New Zealand)","Accounting","Business & Economics","Pinnuck, M., Wallis, M., Ghandar, A. & Mehmood, M. (2024). Annual benchmark and analysis research report on the reported financial performance and position of Australian Listed Companies. CA ANZ (Chartered Accountants Australia and New Zealand).","","Published version","https://www.charteredaccountantsanz.com/-/media/ba5091773f2f4ee1ab8aa9bb352805a9.pdf","2026-07-21T08:23:17.563+00:00"
"393ed31e-9bbc-4a18-8ccb-17f7b9bd9237","11343/352103","https://hdl.handle.net/11343/352103","World War 2 governmental cost-plus procurement: An Australian case study","Burrows, G; Cobbin, PE; Hronsky, J","Cobbin, Phillip; Burrows, Geoffrey; Hronsky, Jane","Cobbin, Phillip; 15493; 0000-0002-1117-7341; Burrows, Geoffrey; 11110; Hronsky, Jane; 11236; 0000-0002-1987-7668","2024-08-01","2024","https://doi.org/10.1177/10323732241258560","2024-10-06T23:35:50Z","Journal Article","10.1177/10323732241258560","1032-3732","1749-3374","Accounting History","29","3","429-453","SAGE PUBLICATIONS LTD","Accounting","Business & Economics","Burrows, G., Cobbin, P. E. & Hronsky, J. (2024). World War 2 governmental cost-plus procurement: An Australian case study. Accounting History, 29 (3), pp.429-453. https://doi.org/10.1177/10323732241258560.","cc-by","published version","","2026-07-17T17:23:22.588+00:00"
"161bb524-adf8-4d65-ac19-1853fab66c09","11343/349454","https://hdl.handle.net/11343/349454","Taming the dragon: stock exchange comment letters and earnings volatility","Yao, Y; Li, B; Qin, B; Yang, X","Qin, Bo","Qin, Bo; 115157; 0000-0001-5817-1169","2025-01-01","2025","https://doi.org/10.1080/00014788.2024.2361607","2024-08-21T02:34:11Z","Journal Article","10.1080/00014788.2024.2361607","0001-4788","2159-4260","Accounting and Business Research","55","4","355-388","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","Accounting","Business & Economics","Yao, Y., Li, B., Qin, B. & Yang, X. (2025). Taming the dragon: stock exchange comment letters and earnings volatility. Accounting and Business Research, 55 (4), pp.355-388. https://doi.org/10.1080/00014788.2024.2361607.","cc-by-nc-nd","published version","https://doi.org/10.1080/00014788.2024.2361607","2026-06-25T09:35:26.209+00:00"
"69c4da4d-1c40-4681-9680-3b2de6b0b603","11343/349147","https://hdl.handle.net/11343/349147","Vertical pay disparity, traditional Chinese culture, and employee productivity","Kuang, YF; Qin, B; Yang, X","Qin, Bo; Kuang, Yu","Qin, Bo; 115157; 0000-0001-5817-1169; Kuang, Yu; 115163; 0000-0001-5095-4118","2024-06-08","2024","https://doi.org/10.1016/j.mar.2024.100902","2024-08-20T05:40:30Z","Journal Article","10.1016/j.mar.2024.100902","1044-5005","1096-1224","Management Accounting Research","65","","100902-100902","Elsevier BV","Accounting","Business & Economics","Kuang, Y. F., Qin, B. & Yang, X. (2024). Vertical pay disparity, traditional Chinese culture, and employee productivity. Management Accounting Research, 65, pp.100902-100902. https://doi.org/10.1016/j.mar.2024.100902.","cc-by","published version","https://doi.org/10.1016/j.mar.2024.100902","2026-06-25T09:34:36.670+00:00"
"fb9490de-1a30-4c32-ac57-ec5b7998c885","11343/348802","https://hdl.handle.net/11343/348802","Moving beyond ‘proof points’: Factors underpinning AI-enabled business model transformation","Black, S; Samson, D; Ellis, A","Black, Stuart; Samson, Daniel","Black, Stuart; 164026; 0000-0002-5391-256X; Samson, Daniel; 4641; 0000-0003-3159-0624","2024-08","2024","https://doi.org/10.1016/j.ijinfomgt.2024.102796","2024-08-20T05:32:04Z","Journal Article","10.1016/j.ijinfomgt.2024.102796","0268-4012","1873-4707","International Journal of Information Management","77","","","Elsevier","Management and Marketing; Accounting","Business & Economics","Black, S., Samson, D. & Ellis, A. (2024). Moving beyond ‘proof points’: Factors underpinning AI-enabled business model transformation. International Journal of Information Management, 77, https://doi.org/10.1016/j.ijinfomgt.2024.102796.","cc-by-nc-nd","published version","https://doi.org/10.1016/j.ijinfomgt.2024.102796","2026-06-28T14:11:23.989+00:00"
"3ec4efb4-041c-452a-a546-d21550dfe8f8","11343/348044","https://hdl.handle.net/11343/348044","Assistive Technology (AT) for All: Exploring the benefits and challenges of timely access to AT when ineligible for the NDIS","Davern, M; Frick, T","Frick, Thomas; Davern, Michael","Frick, Thomas; 134376; 0000-0001-9646-7972; Davern, Michael; 4743; 0000-0002-9572-812X","2022-04-22","2022","https://hdl.handle.net/11343/348044","2024-07-30T22:07:02Z","Report","","","","","","","","University of Melbourne","Accounting","Business & Economics","Davern, M. & Frick, T. (2022). Assistive Technology (AT) for All: Exploring the benefits and challenges of timely access to AT when ineligible for the NDIS. University of Melbourne.","","","","2026-07-21T03:13:26.016+00:00"
"7c83673f-78e3-4d0c-a0ef-062417fa5ba9","11343/348043","https://hdl.handle.net/11343/348043","AASB 16 Leases: Investor Perspectives","Davern, M; Gyles, N; Hanlon, D; Frick, T","Gyles, Nikole; Davern, Michael; Frick, Thomas","Gyles, Nikole; 128369; 0000-0001-5943-977X; Davern, Michael; 4743; 0000-0002-9572-812X; Frick, Thomas; 134376; 0000-0001-9646-7972","2020","2020","https://www.cpaaustralia.com.au/-/media/corporate/allfiles/document/professional-resources/reporting/leases-report-investor-perspectives.pdf?la=en&rev=c207a17338814aaf9a1192477caee8f0","2024-07-30T22:04:57Z","Report","","","","","","","","CPA Australia","Accounting","Business & Economics","Davern, M., Gyles, N., Hanlon, D. & Frick, T. (2020). AASB 16 Leases: Investor Perspectives. CPA Australia.","","Published version","https://www.cpaaustralia.com.au/-/media/corporate/allfiles/document/professional-resources/reporting/leases-report-investor-perspectives.pdf?la=en&rev=c207a17338814aaf9a1192477caee8f0","2026-07-20T00:36:08.861+00:00"
"843424d0-01be-4a1c-bbc5-e0cf041ae8c7","11343/348042","https://hdl.handle.net/11343/348042","The Horizons of Financial Reporting – Part 1: Preparer Perspectives","Davern, M; Gyles, N; Hanlon, D; Potter, B; Subramanian, R","Davern, Michael; Potter, Bradley","Davern, Michael; 4743; 0000-0002-9572-812X; Potter, Bradley; 802; 0000-0001-6593-7871","2022","2022","https://www.cpaaustralia.com.au/-/media/Project/CPA/Corporate/documents/tools-and-resources/financial-reporting/reporting-research-initiatives/Horizons-of-Financial-Reporting-Part-1.pdf?rev=e2b716e6c703400eb6c75eba76eca714","2024-07-30T22:02:37Z","Report","","","","The Horizons of Financial Reporting – Part 1 Preparer Perspectives","","","","CPA Australia","Accounting","Business & Economics","Davern, M., Gyles, N., Hanlon, D., Potter, B. & Subramanian, R. (2022). The Horizons of Financial Reporting – Part 1: Preparer Perspectives. CPA Australia.","","Published version","https://www.cpaaustralia.com.au/-/media/Project/CPA/Corporate/documents/tools-and-resources/financial-reporting/reporting-research-initiatives/Horizons-of-Financial-Reporting-Part-1.pdf?rev=e2b716e6c703400eb6c75eba76eca714","2026-07-21T04:01:49.299+00:00"
"cbb84cdf-2e2b-4a7b-a665-5d932b47fbb8","11343/348041","https://hdl.handle.net/11343/348041","The Horizons of Financial Reporting - Part 2: Investor Perspectives and Measurement Uncertainty","Davern, M; Gyles, N; Hanlon, D; Potter, B; Subramanian, R","Davern, Michael; Gyles, Nikole; Potter, Bradley","Davern, Michael; 4743; 0000-0002-9572-812X; Gyles, Nikole; 128369; 0000-0001-5943-977X; Potter, Bradley; 802; 0000-0001-6593-7871","2024","2024","https://www.cpaaustralia.com.au/-/media/Project/CPA/Corporate/documents/tools-and-resources/financial-reporting/reporting-research-initiatives/the-horizons-of-financial-reporting_part-2_v1.pdf?rev=abef078351874df78943d784e089b002","2024-07-30T22:00:02Z","Report","","","","The Horizons of Financial Reporting – Part 2: Investor perspectives and measurement uncertainty","","","","CPA Australia","Accounting","Business & Economics","Davern, M., Gyles, N., Hanlon, D., Potter, B. & Subramanian, R. (2024). The Horizons of Financial Reporting - Part 2: Investor Perspectives and Measurement Uncertainty. CPA Australia.","","Published version","https://www.cpaaustralia.com.au/-/media/Project/CPA/Corporate/documents/tools-and-resources/financial-reporting/reporting-research-initiatives/the-horizons-of-financial-reporting_part-2_v1.pdf?rev=abef078351874df78943d784e089b002","2026-07-21T07:40:07.726+00:00"
"66f7445e-49f4-42ea-8cf8-cc59a95f4253","11343/345261","https://hdl.handle.net/11343/345261","Submission to Treasury inquiry into: Regulation of accounting, auditing and consulting firms in Australia","Pinnuck, M","Pinnuck, Matthew","Pinnuck, Matthew; 94; 0000-0002-7743-5796","2024","2024","https://hdl.handle.net/11343/345261","2024-05-22T06:16:19Z","Report","","","","","","","","University of Melbourne","Accounting","Business & Economics","Pinnuck, M. (2024). Submission to Treasury inquiry into: Regulation of accounting, auditing and consulting firms in Australia. University of Melbourne.","","","","2026-07-21T07:26:02.629+00:00"
"07b77dbd-dfc6-48a2-bc34-d318db18f9d5","11343/345232","https://hdl.handle.net/11343/345232","Auditor Style and Financial Statement Comparability","Francis, JR; Pinnuck, ML; Watanabe, O","Pinnuck, Matthew","Pinnuck, Matthew; 94; 0000-0002-7743-5796","2014-03-01","2014","https://doi.org/10.2308/accr-50642","2024-05-20T06:23:33Z","Journal Article","10.2308/accr-50642","0001-4826","0001-4826","Accounting Review","89","2","605-633","American Accounting Association","Accounting","Business & Economics","Francis, J. R., Pinnuck, M. L. & Watanabe, O. (2014). Auditor Style and Financial Statement Comparability. Accounting Review, 89 (2), pp.605-633. https://doi.org/10.2308/accr-50642.","","","","2026-07-18T06:24:48.319+00:00"
"de0459d4-69bc-4eb7-9ff5-b617b98319d0","11343/345052","https://hdl.handle.net/11343/345052","Who pays attention to sustainability reports and why? Evidence from Google search activity","Ferguson, PJ; Hronsky, J; Pinnuck, M","Pinnuck, Matthew; Hronsky, Jane; Ferguson, Patrick","Pinnuck, Matthew; 94; 0000-0002-7743-5796; Hronsky, Jane; 11236; 0000-0002-1987-7668; Ferguson, Patrick; 59488; 0000-0003-2376-5463","2023-09","2023","https://doi.org/10.1111/acfi.13045","2024-05-14T06:47:31Z","Journal Article","10.1111/acfi.13045","0810-5391","0810-5391","Accounting and Finance","63","3","3519-3551","Wiley","Accounting","Business & Economics","Ferguson, P. J., Hronsky, J. & Pinnuck, M. (2023). Who pays attention to sustainability reports and why? Evidence from Google search activity. Accounting and Finance, 63 (3), pp.3519-3551. https://doi.org/10.1111/acfi.13045.","","","","2026-07-12T05:38:18.327+00:00"
"fcd169bf-e311-43fe-9d37-9d9a7878ac67","11343/345049","https://hdl.handle.net/11343/345049","Superstar Productivity and Pay: Evidence from the Australian Football League","Ferguson, PJ; Pinnuck, M","Ferguson, Patrick; Pinnuck, Matthew","Ferguson, Patrick; 59488; 0000-0003-2376-5463; Pinnuck, Matthew; 94; 0000-0002-7743-5796","2022-06-01","2022","https://doi.org/10.1111/1475-4932.12665","2024-05-14T06:35:01Z","Journal Article","10.1111/1475-4932.12665","0013-0249","1475-4932","Economic Record","98","321","166-190","WILEY","Accounting","Business & Economics","Ferguson, P. J. & Pinnuck, M. (2022). Superstar Productivity and Pay: Evidence from the Australian Football League. Economic Record, 98 (321), pp.166-190. https://doi.org/10.1111/1475-4932.12665.","","","","2026-07-17T23:48:21.914+00:00"
"50833a0a-b990-488e-a171-724df7d641c3","11343/345013","https://hdl.handle.net/11343/345013","Frequency and nature of the reporting of going concern by auditors in the financial statements of Australian listed companies","Pinnuck, M; Wallis, M","Pinnuck, Matthew","Pinnuck, Matthew; 94; 0000-0002-7743-5796","2022-11-01","2022","https://hdl.handle.net/11343/345013","2024-05-10T06:27:54Z","Report","","","","Frequency and nature of the reporting of going concern by auditors in the financial statements of Australian listed companies","","","","Australian Accounting Standards Board","Accounting","Business & Economics","Pinnuck, M. & Wallis, M. (2022). Frequency and nature of the reporting of going concern by auditors in the financial statements of Australian listed companies. Australian Accounting Standards Board.","","","","2026-07-21T03:21:09.647+00:00"
"d7f416cb-6d50-47ab-be87-b49e09b2e2c5","11343/345012","https://hdl.handle.net/11343/345012","Annual benchmark and analysis research report on the reported financial performance and position of Australian Listed Companies","Pinnuck, M; Wallis, M; Ghandar, A; Mehmood, M","Pinnuck, Matthew; Wallis, Mark","Pinnuck, Matthew; 94; 0000-0002-7743-5796; Wallis, Mark; 51216","2023-06","2023","https://hdl.handle.net/11343/345012","2024-05-10T06:22:55Z","Report","","","","Annual benchmark and analysis research report on the reported financial performance and position of Australian Listed Companies.","3","","1-100","CAANZ (Chartered Accountants Australia and New Zealand)","Accounting","Business & Economics","Pinnuck, M., Wallis, M., Ghandar, A. & Mehmood, M. (2023). Annual benchmark and analysis research report on the reported financial performance and position of Australian Listed Companies. CAANZ (Chartered Accountants Australia and New Zealand).","","","","2026-07-21T03:21:20.521+00:00"
"8771bf02-cf44-4a01-ae13-ef99bb667c3d","11343/345011","https://hdl.handle.net/11343/345011","Australian Listed Entities: Recognised intangible assets and key audit matters","Pinnuck, M; Wallis, M; Li, A; Lee, E; Waters, A; Mattocks, R","Pinnuck, Matthew","Pinnuck, Matthew; 94; 0000-0002-7743-5796","2023","2023","https://auasb.gov.au/media/nq5fw04n/aasb-auasb_rr_intangiblesbyasxentities_05-23.pdf","2024-05-10T03:14:31Z","Report","","","","AASB-AUASB Staff Research Report Australian Listed Entities: Recognised intangible assets and key audit matters","","","","Australian Accounting Standards Board and Auditing and Assurance Standards Board","Accounting","Business & Economics","Pinnuck, M., Wallis, M., Li, A., Lee, E., Waters, A. & Mattocks, R. (2023). Australian Listed Entities: Recognised intangible assets and key audit matters. Australian Accounting Standards Board and Auditing and Assurance Standards Board.","","Published version","https://auasb.gov.au/media/nq5fw04n/aasb-auasb_rr_intangiblesbyasxentities_05-23.pdf","2026-07-21T05:12:28.718+00:00"
"ad7006a9-3918-454d-92af-37ca248732fc","11343/344979","https://hdl.handle.net/11343/344979","Insights into Key Audit Matters 31 December 2022 to 30 September 2023 reporting in Australia","Pinnuck, M; Wallis, M; Ghandar, A; Pateman, Z","Pinnuck, Matthew","Pinnuck, Matthew; 94; 0000-0002-7743-5796","2024","2024","https://www.charteredaccountantsanz.com/-/media/2af265a1124f4e308831ff30a688af80.pdf","2024-05-08T06:43:09Z","Report","","","","","","","","CAANZ Chartered Accountants Australia and New Zealand","Accounting","Business & Economics","Pinnuck, M., Wallis, M., Ghandar, A. & Pateman, Z. (2024). Insights into Key Audit Matters 31 December 2022 to 30 September 2023 reporting in Australia. CAANZ Chartered Accountants Australia and New Zealand.","","Published version","https://www.charteredaccountantsanz.com/-/media/2af265a1124f4e308831ff30a688af80.pdf","2026-07-21T07:22:55.427+00:00"
"48a7839f-bf96-4e9c-a017-354ec87fe328","11343/344978","https://hdl.handle.net/11343/344978","Submission to the Australian Competition and Consumer Commission (ACCC) Supermarkets Inquiry 2024-25","Pinnuck, M","Pinnuck, Matthew","Pinnuck, Matthew; 94; 0000-0002-7743-5796","2024","2024","https://hdl.handle.net/11343/344978","2024-05-08T06:16:59Z","Report","","","","Submission to the Australian Competition and Consumer Commission (ACCC) Supermarkets Inquiry 2024-25","","","","","Accounting","Business & Economics","Pinnuck, M. (2024). Submission to the Australian Competition and Consumer Commission (ACCC) Supermarkets Inquiry 2024-25","","","","2026-07-21T07:22:43.124+00:00"
"d3011ba4-9b4d-4dd2-b45b-8279f7b051fe","11343/344591","https://hdl.handle.net/11343/344591","XBRL and the qualitative characteristics of useful financial information","Birt, JL; Muthusamy, K; Bir, P","Bir, Poonam","Bir, Poonam; 123710; 0009-0006-3406-9307","2017-05-02","2017","https://doi.org/10.1108/arj-11-2014-0105","2024-03-28T01:31:34Z","Journal Article","10.1108/arj-11-2014-0105","1030-9616","1839-5465","Accounting Research Journal","30","1","107-126","Emerald","Accounting","Business & Economics","Birt, J. L., Muthusamy, K. & Bir, P. (2017). XBRL and the qualitative characteristics of useful financial information. Accounting Research Journal, 30 (1), pp.107-126. https://doi.org/10.1108/arj-11-2014-0105.","","","","2026-07-14T10:18:44.351+00:00"
"6f6f9590-69a6-49e7-b91e-4cb296c96c2f","11343/340004","https://hdl.handle.net/11343/340004","The Effect of Organizational Climate on Sell-side Analyst Turnover and Performance","Chua, WF; Kuang, YF; Wu, YA","Kuang, Yu","Kuang, Yu; 115163; 0000-0001-5095-4118","2023","2023","https://doi.org/10.1111/abac.12306","2024-01-25T03:26:23Z","Journal Article","10.1111/abac.12306","0001-3072","0001-3072","Abacus","60","1","","Wiley","Accounting","Business & Economics","Chua, W. F., Kuang, Y. F. & Wu, Y. A. (2023). The Effect of Organizational Climate on Sell-side Analyst Turnover and Performance. Abacus: a journal of accounting, finance and business studies, 60 (1), https://doi.org/10.1111/abac.12306.","","","","2026-07-03T09:48:10.974+00:00"
"d2649c98-b1e6-4168-acdc-6f953c35e53b","11343/339947","https://hdl.handle.net/11343/339947","Does stock market liberalization improve stock price efficiency? Evidence from China","Chen, Y; Huang, J; Li, X; Yuan, Q","Yuan, Qingbo","Yuan, Qingbo; 1556; 0000-0003-4660-4283","2022-07","2022","https://doi.org/10.1111/jbfa.12586","2024-01-24T04:12:24Z","Journal Article","10.1111/jbfa.12586","0306-686X","0306-686X","Journal of Business Finance & Accounting","49","7-8","1175-1210","Wiley","Accounting","Business & Economics","Chen, Y., Huang, J., Li, X. & Yuan, Q. (2022). Does stock market liberalization improve stock price efficiency? Evidence from China. Journal of Business Finance and Accounting, 49 (7-8), pp.1175-1210. https://doi.org/10.1111/jbfa.12586.","","","","2026-07-17T03:06:25.999+00:00"
"1a234f09-b767-4950-be95-c92989a77d50","11343/339654","https://hdl.handle.net/11343/339654","Clawback adoptions, managerial compensation incentives, capital investment mix and efficiency","Biddle, GC; Chan, LH; Joo, JH","Biddle, Gary","Biddle, Gary; 120646; 0000-0003-3405-0738","2024-02-01","2024","https://doi.org/10.1016/j.jcorpfin.2023.102506","2024-01-22T01:28:01Z","Journal Article","10.1016/j.jcorpfin.2023.102506","0929-1199","1872-6313","Journal of Corporate Finance","84","","","ELSEVIER","Accounting","Business & Economics","Biddle, G. C., Chan, L. H. & Joo, J. H. (2024). Clawback adoptions, managerial compensation incentives, capital investment mix and efficiency. Journal of Corporate Finance, 84, https://doi.org/10.1016/j.jcorpfin.2023.102506.","","Published version","https://doi.org/10.1016/j.jcorpfin.2023.102506","2026-07-14T01:52:41.174+00:00"
"895e9e1a-b1c0-4358-b58f-3a79bbc88deb","11343/338539","https://hdl.handle.net/11343/338539","Can knowledge based systems be designed to counteract deskilling effects?","Arnold, V; Collier, PA; Leech, SA; Rose, JM; Sutton, SG","Leech, Stewart","Leech, Stewart; 33361; 0000-0001-6956-1357","2023-09-01","2023","https://doi.org/10.1016/j.accinf.2023.100638","2023-11-22T23:33:14Z","Journal Article","10.1016/j.accinf.2023.100638","1467-0895","","International Journal of Accounting Information Systems","50","","100638-100638","Elsevier BV","Accounting","Business & Economics","Arnold, V., Collier, P. A., Leech, S. A., Rose, J. M. & Sutton, S. G. (2023). Can knowledge based systems be designed to counteract deskilling effects?. International Journal of Accounting Information Systems, 50, pp.100638-100638. https://doi.org/10.1016/j.accinf.2023.100638.","","","","2026-07-22T07:33:31.862+00:00"
"6e454fc0-a767-498b-a68a-70397a04a759","11343/338364","https://hdl.handle.net/11343/338364","Activist directors: determinants and consequences","Gow, ID; Shin, SPS; Srinivasan, S","Gow, Ian","Gow, Ian; 131996; 0000-0002-6243-8409","2024-09-01","2024","https://doi.org/10.1007/s11142-023-09767-8","2023-11-21T00:34:34Z","Journal Article","10.1007/s11142-023-09767-8","1380-6653","1573-7136","Review of accounting studies","29","3","2578-2616","SPRINGER","Accounting","Business & Economics","Gow, I. D., Shin, S. P. S. & Srinivasan, S. (2024). Activist directors: determinants and consequences. Review of Accounting Studies, 29 (3), pp.2578-2616. https://doi.org/10.1007/s11142-023-09767-8.","","published version","https://dash.harvard.edu/bitstream/1/13479133/1/14-120.pdf","2026-07-07T19:49:15.278+00:00"
