"researcher_id","researcher_name","academic_title","academic_level","publication_id","publication_title","publication_year","article_url","doi","journal","issn","eissn","abdc_rating","abdc_for","author_name_from_repository","researcher_match_method","researcher_match_confidence","abdc_match_method","abdc_match_status"
"unimelb-accounting-050","Dr Qingbo Yuan","Senior Lecturer","C","20edaef3-ecd1-54aa-9517-a64fead6c573","Gambling preferences and stock price crash risk: Evidence from China","2021","https://doi.org/10.1016/j.jbankfin.2021.106158","10.1016/j.jbankfin.2021.106158","Journal of Banking & Finance","0378-4266","1872-6372","A*","3502","Yuan, Qingbo","normalized full name","medium - requires validation","ISSN/eISSN","matched"
"unimelb-accounting-014","Professor Michael Davern","Professor","E","2a066348-1560-575d-ab97-59be5ac12c51","Disclosing Unrecognized Intangibles: The Search for Exemplars","2021","https://hdl.handle.net/11343/273715","","","","","","","Davern, Michael","normalized full name","medium - requires validation","unmatched","unmatched"
"unimelb-accounting-018","Professor Jennifer Grafton","Professor","E","743d04c7-e44a-5d09-9088-7625cf1162c4","The Influence of Performance Measurement on the Processual Dynamics of Strategic Change","2021","https://doi.org/10.1287/mnsc.2019.3442","10.1287/mnsc.2019.3442","Management science","0025-1909","1526-5501","A*","3507","Grafton, Jennifer","normalized full name","medium - requires validation","ISSN/eISSN","matched"
"unimelb-accounting-001","Professor Margaret Abernethy","Professor","E","743d04c7-e44a-5d09-9088-7625cf1162c4","The Influence of Performance Measurement on the Processual Dynamics of Strategic Change","2021","https://doi.org/10.1287/mnsc.2019.3442","10.1287/mnsc.2019.3442","Management science","0025-1909","1526-5501","A*","3507","Abernethy, Margaret","normalized full name","medium - requires validation","ISSN/eISSN","matched"
"unimelb-accounting-034","Professor Vic Naiker","Professor","E","1c6822fb-46e3-5ba8-bd96-a5d1bbe1c6fc","Greater Reliance on Major Customers and Auditor Going Concern Opinions","2020","https://doi.org/10.1111/1911-3846.12551","10.1111/1911-3846.12551","Contemporary Accounting Research","0823-9150","1911-3846","A*","3501","Naiker, Vic","normalized full name","medium - requires validation","ISSN/eISSN","matched"
"unimelb-accounting-036","Professor Matthew Pinnuck","Professor","E","1b348099-a647-4178-8903-31b802b52b13","Restatement of CSR Reports: Frequency, Magnitude, and Determinants*","2021","https://doi.org/10.1111/1911-3846.12666","10.1111/1911-3846.12666","Contemporary Accounting Research","0823-9150","1911-3846","A*","3501","Pinnuck, Matthew","normalized full name","medium - requires validation","ISSN/eISSN","matched"
"unimelb-accounting-042","Professor Naomi Soderstrom","Professor","E","1b348099-a647-4178-8903-31b802b52b13","Restatement of CSR Reports: Frequency, Magnitude, and Determinants*","2021","https://doi.org/10.1111/1911-3846.12666","10.1111/1911-3846.12666","Contemporary Accounting Research","0823-9150","1911-3846","A*","3501","Soderstrom, Naomi","normalized full name","medium - requires validation","ISSN/eISSN","matched"
"unimelb-accounting-035","Dr Sujay Nair","Senior Lecturer","C","6e09a8ba-7cfc-576b-89a4-bf76f576ebaa","Manager ‘Growth Mindset’ and Resource Management Practices","2021","https://doi.org/10.1016/j.aos.2020.101200","10.1016/j.aos.2020.101200","Accounting, Organizations and Society","0361-3682","1873-6289","A*","3501","Nair, Sujay","normalized full name","medium - requires validation","ISSN/eISSN","matched"
"unimelb-accounting-001","Professor Margaret Abernethy","Professor","E","6e09a8ba-7cfc-576b-89a4-bf76f576ebaa","Manager ‘Growth Mindset’ and Resource Management Practices","2021","https://doi.org/10.1016/j.aos.2020.101200","10.1016/j.aos.2020.101200","Accounting, Organizations and Society","0361-3682","1873-6289","A*","3501","Abernethy, Margaret","normalized full name","medium - requires validation","ISSN/eISSN","matched"
"unimelb-accounting-021","Associate Professor Chung-Yu Hung","Associate Professor","D","4cee9378-9397-5741-89ad-7d98c1eaa0d8","Group Identity, Performance Transparency, and Employee Performance","2020","https://doi.org/10.2308/accr-52652","10.2308/accr-52652","Accounting Review","0001-4826","1558-7967","A*","3501","Hung, Chung-Yu","normalized full name","medium - requires validation","ISSN/eISSN","matched"
"unimelb-accounting-001","Professor Margaret Abernethy","Professor","E","4cee9378-9397-5741-89ad-7d98c1eaa0d8","Group Identity, Performance Transparency, and Employee Performance","2020","https://doi.org/10.2308/accr-52652","10.2308/accr-52652","Accounting Review","0001-4826","1558-7967","A*","3501","Abernethy, Margaret","normalized full name","medium - requires validation","ISSN/eISSN","matched"
"unimelb-accounting-042","Professor Naomi Soderstrom","Professor","E","8f97c4b7-38e0-5a29-970c-a4a6ecff0a13","The Management Accounting (R)Evolution in Sustainability Reporting","2020","https://hdl.handle.net/11343/258504","","Chinese Management Accounting Review","1006-138X","","","","Soderstrom, Naomi","normalized full name","medium - requires validation","unmatched","unmatched"
"unimelb-accounting-023","Associate Professor Like Jiang","Associate Professor","D","b6e22bd2-ad25-5c5e-8c72-150a9ccbd765","Are Investors Warned by Disclosure of Conflicts of Interest? The Moderating Effect of Investment Horizon","2020","https://doi.org/10.2308/tar-2017-0284","10.2308/tar-2017-0284","Accounting Review","0001-4826","1558-7967","A*","3501","Jiang, Like","normalized full name","medium - requires validation","ISSN/eISSN","matched"
"unimelb-accounting-041","Ms Maggie Singorahardjo","Ms","","c2f2e299-343f-59c7-9cd9-70af036a4e5d","Preparing graduates with the employability skills for the unknown future: reflection on assessment practice during COVID-19","2020","https://doi.org/10.1108/ARJ-09-2020-0285","10.1108/ARJ-09-2020-0285","Accounting Research Journal","1030-9616","1839-5465","B","3501","Singorahardjo, Maggie","normalized full name","medium - requires validation","ISSN/eISSN","matched"
"unimelb-accounting-038","Associate Professor Bo Qin","Associate Professor","D","47eaa6ee-72a6-55f3-a370-ac96e3ca0082","Whistleblowing Allegations, Audit Fees, and Internal Control Deficiencies","2021","https://doi.org/10.1111/1911-3846.12619","10.1111/1911-3846.12619","Contemporary Accounting Research","0823-9150","1911-3846","A*","3501","Qin, Bo","normalized full name","medium - requires validation","ISSN/eISSN","matched"
"unimelb-accounting-003","Professor Gary Biddle","Professor","E","d00ca99e-b8d3-51a8-8db8-cac7f164aae0","Managerial Learning from Analyst Feedback to Voluntary Capex Guidance, Investment Efficiency and Firm Performance","2022","https://doi.org/10.1287/mnsc.2020.3896","10.1287/mnsc.2020.3896","Management science","0025-1909","1526-5501","A*","3507","Biddle, Gary","normalized full name","medium - requires validation","ISSN/eISSN","matched"
"unimelb-accounting-042","Professor Naomi Soderstrom","Professor","E","2cf6b0f5-986f-5f66-891d-de1454290d5a","Air pollution and analyst information production","2020","https://doi.org/10.1016/j.jcorpfin.2019.101536","10.1016/j.jcorpfin.2019.101536","Journal of Corporate Finance","0929-1199","1872-6313","A*","3502","Soderstrom, Naomi","normalized full name","medium - requires validation","ISSN/eISSN","matched"
"unimelb-accounting-042","Professor Naomi Soderstrom","Professor","E","41468a10-b3e4-5c75-b738-b5343020d3b1","Heaping of Executive Compensation","2020","https://doi.org/10.2308/jmar-52477","10.2308/jmar-52477","Journal of Management Accounting Research","1049-2127","1558-8033","A*","3501","Soderstrom, Naomi","normalized full name","medium - requires validation","ISSN/eISSN","matched"
"unimelb-accounting-042","Professor Naomi Soderstrom","Professor","E","a353531c-d5ab-57ec-85c1-93eb791c7410","Reporting Bias and Monitoring in Clean Development Mechanism Projects","2021","https://doi.org/10.1111/1911-3846.12609","10.1111/1911-3846.12609","Contemporary Accounting Research","0823-9150","1911-3846","A*","3501","Soderstrom, Naomi","normalized full name","medium - requires validation","ISSN/eISSN","matched"
"unimelb-accounting-003","Professor Gary Biddle","Professor","E","748529bc-17e2-505b-bd1c-14b956578672","Accounting Conservatism and Bankruptcy Risk","2022","https://doi.org/10.1177/0148558X20934244","10.1177/0148558X20934244","Journal of Accounting, Auditing and Finance","0148-558X","2160-4061","A","3501","Biddle, Gary","normalized full name","medium - requires validation","ISSN/eISSN","matched"
"unimelb-accounting-038","Associate Professor Bo Qin","Associate Professor","D","1f284522-6c08-5785-9e92-db51c55a6f1f","Female representation on boards and CEO performance‐induced turnover: Evidence from Russia","2020","https://doi.org/10.1111/corg.12316","10.1111/corg.12316","Corporate governance. An International Review","0964-8410","1467-8683","A","3507","Qin, Bo","normalized full name","medium - requires validation","ISSN/eISSN","matched"
"unimelb-accounting-048","Dr Martin Weisner","Senior Lecturer","C","02ed6f02-1313-577d-8ffb-5481d9109e25","Can multitasking influence professional scepticism?","2021","https://doi.org/10.1111/acfi.12627","10.1111/acfi.12627","Accounting and Finance","0810-5391","1467-629X","A","3501","Weisner, Martin","normalized full name","medium - requires validation","ISSN/eISSN","matched"
"unimelb-accounting-014","Professor Michael Davern","Professor","E","ca0a5345-e040-560f-8f4d-a839b7406962","Implementing AASB 16 Leases: Are Preparers Ready?","2019","https://www.cpaaustralia.com.au/~/media/corporate/allfiles/document/professional-resources/reporting/implementing-aasb-16-leases-report.pdf","","","","","","","Davern, Michael","normalized full name","medium - requires validation","unmatched","unmatched"
"unimelb-accounting-021","Associate Professor Chung-Yu Hung","Associate Professor","D","aa7ba2c4-2f58-5810-870e-e6d058842c35","Expertise and Discretionary Bonus Decisions","2020","https://doi.org/10.1287/mnsc.2018.3172","10.1287/mnsc.2018.3172","Management science","0025-1909","1526-5501","A*","3507","Hung, Chung-Yu","normalized full name","medium - requires validation","ISSN/eISSN","matched"
"unimelb-accounting-001","Professor Margaret Abernethy","Professor","E","aa7ba2c4-2f58-5810-870e-e6d058842c35","Expertise and Discretionary Bonus Decisions","2020","https://doi.org/10.1287/mnsc.2018.3172","10.1287/mnsc.2018.3172","Management science","0025-1909","1526-5501","A*","3507","Abernethy, Margaret","normalized full name","medium - requires validation","ISSN/eISSN","matched"
"unimelb-accounting-014","Professor Michael Davern","Professor","E","7d22a319-1e86-5dcd-a7ca-689d88ef5a38","A Framework for Relationships in Outsourcing: Contract Management Archetypes","2017","https://doi.org/10.24251/hicss.2017.652","10.24251/hicss.2017.652","Proceedings of the ... Annual Hawaii International Conference on System Sciences. Annual Hawaii International Conference on System Sciences","1530-1605","","","","Davern, Michael","normalized full name","medium - requires validation","unmatched","unmatched"
"unimelb-accounting-014","Professor Michael Davern","Professor","E","88a1655b-99aa-59e0-8e27-c759ed1facd4","Enablers and Mechanisms: Practices for Achieving Synergy with Business Analytics","2017","https://doi.org/10.24251/hicss.2017.649","10.24251/hicss.2017.649","Proceedings of the ... Annual Hawaii International Conference on System Sciences. Annual Hawaii International Conference on System Sciences","1530-1605","","","","Davern, Michael","normalized full name","medium - requires validation","unmatched","unmatched"
"unimelb-accounting-042","Professor Naomi Soderstrom","Professor","E","b8af919b-75c7-5ac3-92c5-66d51e770c9b","Exploring the Challenges of Broadening Accounting Reports","2014","https://doi.org/10.1093/oxfordhb/9780199935406.013.15","10.1093/oxfordhb/9780199935406.013.15","The Oxford Handbook of Strategy Implementation","","","","","Soderstrom, Naomi","normalized full name","medium - requires validation","unmatched","unmatched"
"unimelb-accounting-046","Mr Eu-Jin Teo","Senior Lecturer","C","ccaff79f-5210-5eae-ba30-4bccbdbaf2f4","Clash of the Deeming Provisions: Pre-Capital Gains Tax Concessions, Tax Consolidation and Policy in the Federal Court","2016","https://hdl.handle.net/11343/128043","","Australian Tax Forum: a journal of taxation policy, law and reform","0812-695X","","A*","4801","Teo, Eu-Jin","normalized full name","medium - requires validation","ISSN/eISSN","matched"
"unimelb-accounting-050","Dr Qingbo Yuan","Senior Lecturer","C","889e388e-16df-5f5a-b936-85ac4bc84263","Blurred stars: Mutual fund ratings in the shadow of conflicts of interest","2015","https://doi.org/10.1016/j.jbankfin.2015.08.029","10.1016/j.jbankfin.2015.08.029","Journal of Banking & Finance","0378-4266","1872-6372","A*","3502","Yuan, Qingbo","normalized full name","medium - requires validation","ISSN/eISSN","matched"
"unimelb-accounting-036","Professor Matthew Pinnuck","Professor","E","e3999437-255a-5014-870b-1613ce400ce8","Speculation and e-commerce: The long and the short of IT","2010","https://doi.org/10.1016/j.accinf.2009.12.001","10.1016/j.accinf.2009.12.001","International Journal of Accounting Information Systems","1467-0895","","A","3501","Pinnuck, Matthew","normalized full name","medium - requires validation","ISSN/eISSN","matched"
"unimelb-accounting-026","Professor Stewart Leech","Professor","E","250ae791-9b2d-5977-9e85-2e55ed0a83c2","The differential use and effect of knowledge-based system explanations in novice and expert judgment decisions","2006","https://doi.org/10.2307/25148718","10.2307/25148718","MIS Quarterly","0276-7783","2162-9730","A*","4609","Leech, Stewart","normalized full name","medium - requires validation","ISSN/eISSN","matched"
"unimelb-accounting-014","Professor Michael Davern","Professor","E","12a9e1ae-a0ad-53f2-968c-ee52fcc2ed4c","Knowledge matters: Restrictiveness and performance with decision support","2010","https://doi.org/10.1016/j.dss.2010.04.001","10.1016/j.dss.2010.04.001","Decision Support Systems","0167-9236","1873-5797","A*","4609","Davern, Michael","normalized full name","medium - requires validation","ISSN/eISSN","matched"
"unimelb-accounting-014","Professor Michael Davern","Professor","E","ba0adccd-aff5-59b9-97d3-b4129b7fed63","Towards an integrated view of IT value measurement","2010","https://doi.org/10.1016/j.accinf.2009.12.005","10.1016/j.accinf.2009.12.005","International Journal of Accounting Information Systems","1467-0895","","A","3501","Davern, Michael","normalized full name","medium - requires validation","ISSN/eISSN","matched"
"unimelb-accounting-014","Professor Michael Davern","Professor","E","86264240-f3c7-5ecb-a2fa-ba30c5aa7a8d","Why did they do that? Variability in routine transactions","2009","https://doi.org/10.1108/09593840910937517","10.1108/09593840910937517","Information Technology & People","0959-3845","","A","4609","Davern, Michael","normalized full name","medium - requires validation","ISSN/eISSN","matched"
"unimelb-accounting-050","Dr Qingbo Yuan","Senior Lecturer","C","e95e7a3a-b442-530e-b2ed-e5ff2773b3b8","State control, legal investor protection, and ownership concentration: Evidence from China","2009","https://doi.org/10.1111/j.1467-8683.2009.00731.x","10.1111/j.1467-8683.2009.00731.x","Corporate governance. An International Review","0964-8410","1467-8683","A","3507","Yuan, Qingbo","normalized full name","medium - requires validation","ISSN/eISSN","matched"
"unimelb-accounting-036","Professor Matthew Pinnuck","Professor","E","ffc6c9b5-00c7-5815-8635-c8166875a806","Top Management Turnover: An Examination of Portfolio Holdings and Fund Performance","2006","https://doi.org/10.1177/031289620603100205","10.1177/031289620603100205","Australian Journal of Management","0312-8962","1327-2020","A","3502","Pinnuck, Matthew","normalized full name","medium - requires validation","ISSN/eISSN","matched"
"unimelb-accounting-027","Professor Anne Lillis","Professor","E","54126a3c-934f-5788-b1df-c439079eccb9","Qualitative management accounting research: Rationale, pitfalls and potential: A comment on Vaivio (2008)","2008","https://doi.org/10.1108/11766090810910236","10.1108/11766090810910236","Qualitative Research in Accounting and Management","1176-6093","1758-7654","A","3501","Lillis, Anne","normalized full name","medium - requires validation","ISSN/eISSN","matched"
"unimelb-accounting-001","Professor Margaret Abernethy","Professor","E","881a57f8-4c2b-59e4-8e2f-e0cdf72f8ff4","Leadership and control system design","2010","https://doi.org/10.1016/j.mar.2009.10.002","10.1016/j.mar.2009.10.002","Management Accounting Research","1044-5005","1096-1224","A*","3501","Abernethy, Margaret","normalized full name","medium - requires validation","ISSN/eISSN","matched"
"unimelb-accounting-001","Professor Margaret Abernethy","Professor","E","a85582c6-d1c6-59fe-a823-646905d36294","A multi-method approach to building causal performance maps from expert knowledge","2005","https://doi.org/10.1016/j.mar.2005.03.003","10.1016/j.mar.2005.03.003","Management Accounting Research","1044-5005","","A*","3501","Abernethy, Margaret","normalized full name","medium - requires validation","ISSN/eISSN","matched"
"unimelb-accounting-027","Professor Anne Lillis","Professor","E","a85582c6-d1c6-59fe-a823-646905d36294","A multi-method approach to building causal performance maps from expert knowledge","2005","https://doi.org/10.1016/j.mar.2005.03.003","10.1016/j.mar.2005.03.003","Management Accounting Research","1044-5005","","A*","3501","Lillis, Anne","normalized full name","medium - requires validation","ISSN/eISSN","matched"
"unimelb-accounting-036","Professor Matthew Pinnuck","Professor","E","1233af41-aade-5fa5-bebd-8c39fc192e33","Seasonality in fund performance: An examination of the portfolio holdings and trades of investment managers","2006","https://doi.org/10.1111/j.1468-5957.2006.00018.x","10.1111/j.1468-5957.2006.00018.x","Journal of Business Finance & Accounting","0306-686X","1468-5957","A*","3501","Pinnuck, Matthew","normalized full name","medium - requires validation","ISSN/eISSN","matched"
"unimelb-accounting-014","Professor Michael Davern","Professor","E","74061757-2f2d-50db-a4ca-17b2fb230762","Measuring the effects of business intelligence systems: The relationship between business process and organizational performance","2008","https://doi.org/10.1016/j.accinf.2008.03.001","10.1016/j.accinf.2008.03.001","International Journal of Accounting Information Systems","1467-0895","","A","3501","Davern, Michael","normalized full name","medium - requires validation","ISSN/eISSN","matched"
"unimelb-accounting-001","Professor Margaret Abernethy","Professor","E","6d516ce5-fee3-5104-8fea-6ff3c8f81e76","Accounting and Control in Health Care: Behavioural, Organisational, Sociological and Critical Perspectives","2006","https://doi.org/10.1016/S1751-3243(06)02014-1","10.1016/S1751-3243(06)02014-1","Handbooks of Management Accounting Research","","","","","Abernethy, Margaret","normalized full name","medium - requires validation","unmatched","unmatched"
"unimelb-accounting-018","Professor Jennifer Grafton","Professor","E","6d516ce5-fee3-5104-8fea-6ff3c8f81e76","Accounting and Control in Health Care: Behavioural, Organisational, Sociological and Critical Perspectives","2006","https://doi.org/10.1016/S1751-3243(06)02014-1","10.1016/S1751-3243(06)02014-1","Handbooks of Management Accounting Research","","","","","Grafton, Jennifer","normalized full name","medium - requires validation","unmatched","unmatched"
"unimelb-accounting-036","Professor Matthew Pinnuck","Professor","E","af16dfca-3257-50b6-8f71-f9365580e54b","Are active fund managers collectors of private information or fast interpreters of public information?","2010","https://doi.org/10.1111/j.1467-629X.2010.00341.x","10.1111/j.1467-629X.2010.00341.x","Accounting and Finance","0810-5391","1467-629X","A","3501","Pinnuck, Matthew","normalized full name","medium - requires validation","ISSN/eISSN","matched"
"unimelb-accounting-014","Professor Michael Davern","Professor","E","354dc06b-e96b-5e92-aa58-6f7328cd348a","Diagnosing decision quality","2008","https://doi.org/10.1016/j.dss.2007.12.012","10.1016/j.dss.2007.12.012","Decision Support Systems","0167-9236","","A*","4609","Davern, Michael","normalized full name","medium - requires validation","ISSN/eISSN","matched"
"unimelb-accounting-036","Professor Matthew Pinnuck","Professor","E","adcb8b30-481a-5bbe-91b7-1e2500b0d675","An Examination of the Performance of the Trades and Stock Holdings of Fund Managers: Further Evidence","2003","https://doi.org/10.2307/4126744","10.2307/4126744","Journal of Financial and Quantitative Analysis","0022-1090","","A*","3502","Pinnuck, Matthew","normalized full name","medium - requires validation","ISSN/eISSN","matched"
"unimelb-accounting-001","Professor Margaret Abernethy","Professor","E","0278fc06-ac63-5bd5-8c30-9ae014d0c6ef","Power, organization design and managerial behaviour","2004","https://doi.org/10.1016/S0361-3682(03)00049-7","10.1016/S0361-3682(03)00049-7","Accounting, Organizations and Society","0361-3682","1873-6289","A*","3501","Abernethy, Margaret","normalized full name","medium - requires validation","ISSN/eISSN","matched"
"unimelb-accounting-036","Professor Matthew Pinnuck","Professor","E","e62d50f9-0786-5174-931f-57acdcce4f06","Profits versus Losses: Does Reporting an Accounting Loss Act as a Heuristic Trigger to Exercise the Abandonment Option and Divest Employees?","2007","https://doi.org/10.2308/accr.2007.82.4.1031","10.2308/accr.2007.82.4.1031","Accounting Review","0001-4826","1558-7967","A*","3501","Pinnuck, Matthew","normalized full name","medium - requires validation","ISSN/eISSN","matched"
"unimelb-accounting-027","Professor Anne Lillis","Professor","E","e62d50f9-0786-5174-931f-57acdcce4f06","Profits versus Losses: Does Reporting an Accounting Loss Act as a Heuristic Trigger to Exercise the Abandonment Option and Divest Employees?","2007","https://doi.org/10.2308/accr.2007.82.4.1031","10.2308/accr.2007.82.4.1031","Accounting Review","0001-4826","1558-7967","A*","3501","Lillis, Anne","normalized full name","medium - requires validation","ISSN/eISSN","matched"
"unimelb-accounting-027","Professor Anne Lillis","Professor","E","991c3471-ecf8-5514-a64f-01e04b98606f","Performance Measurement System Design in Joint Strategy Settings","2008","https://doi.org/10.2308/jmar.2008.20.1.25","10.2308/jmar.2008.20.1.25","Journal of Management Accounting Research","1049-2127","1558-8033","A*","3501","Lillis, Anne","normalized full name","medium - requires validation","ISSN/eISSN","matched"
"unimelb-accounting-001","Professor Margaret Abernethy","Professor","E","7b224c6e-34de-536f-b80d-29255b9cadfd","Determinants of control system design in divisionalized firms","2004","https://doi.org/10.2308/accr.2004.79.3.545","10.2308/accr.2004.79.3.545","Accounting Review","0001-4826","1558-7967","A*","3501","Abernethy, Margaret","normalized full name","medium - requires validation","ISSN/eISSN","matched"
"unimelb-accounting-027","Professor Anne Lillis","Professor","E","1a22a373-6de3-5c96-902f-ba938a1b2c30","Cross-Sectional Field Studies in Management Accounting Research—Closing the Gaps between Surveys and Case Studies","2005","https://doi.org/10.2308/jmar.2005.17.1.119","10.2308/jmar.2005.17.1.119","Journal of Management Accounting Research","1049-2127","1558-8033","A*","3501","Lillis, Anne","normalized full name","medium - requires validation","ISSN/eISSN","matched"
"unimelb-accounting-014","Professor Michael Davern","Professor","E","79b7d6a4-fd4e-5d0d-bf90-bb19feaa6ae2","Decision Making in Insolvency","2006","https://hdl.handle.net/11343/26379","","Australian Insolvency Journal","","","","","Davern, Michael","normalized full name","medium - requires validation","unmatched","unmatched"
"unimelb-accounting-018","Professor Jennifer Grafton","Professor","E","cc529f9a-d6f3-557e-a460-e5dc124a6584","The role of performance management and control systems in the implementation of public sector reforms: creating health care networks in Victoria","2005","https://hdl.handle.net/11343/26256","","","","","","","Grafton, Jennifer","normalized full name","medium - requires validation","unmatched","unmatched"
"unimelb-accounting-027","Professor Anne Lillis","Professor","E","cc529f9a-d6f3-557e-a460-e5dc124a6584","The role of performance management and control systems in the implementation of public sector reforms: creating health care networks in Victoria","2005","https://hdl.handle.net/11343/26256","","","","","","","Lillis, Anne","normalized full name","medium - requires validation","unmatched","unmatched"
"unimelb-accounting-027","Professor Anne Lillis","Professor","E","80f4c6f9-e073-55c5-8f72-4120ececcc30","Health Sector Performance Management","2005","https://doi.org/10.1111/j.1835-2561.2005.tb00297.x","10.1111/j.1835-2561.2005.tb00297.x","Australian Accounting Review","1035-6908","1835-2561","B","3501","Lillis, Anne","normalized full name","medium - requires validation","ISSN/eISSN","matched"
"unimelb-accounting-018","Professor Jennifer Grafton","Professor","E","80f4c6f9-e073-55c5-8f72-4120ececcc30","Health Sector Performance Management","2005","https://doi.org/10.1111/j.1835-2561.2005.tb00297.x","10.1111/j.1835-2561.2005.tb00297.x","Australian Accounting Review","1035-6908","1835-2561","B","3501","Grafton, Jennifer","normalized full name","medium - requires validation","ISSN/eISSN","matched"
